distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,u_plus,u_minus
"Uniform(0,1)",0.5,0.08333333333333333,5000,14,Probit-STaR,0.4923315436746156,0.5151644211118933,0.022832877437277688,1.6145282469900373,2.796444954041858,True,False,randomized,0.019516468048095703,0.9210308435898754,0.2728616775325192
"Uniform(0,1)",0.5,0.08333333333333333,5000,14,Gaffke,0.49369080609074,0.5151188067675492,0.021428000676809167,1.5151884585841693,2.624383393309753,True,False,bspline-exact,0.4238159656524658,,
"Uniform(0,1)",0.5,0.08333333333333333,10000,14,STaR,0.4973897178243376,0.5121035866976653,0.014713868873327707,1.4713868873327707,2.5485168464509824,True,False,direct-two-arm,0.015290975570678711,,
"Uniform(0,1)",0.5,0.08333333333333333,10000,14,Probit-STaR,0.4960734384900364,0.5116082777468149,0.015534839256778565,1.5534839256778565,2.690713088015601,True,False,randomized,0.03901171684265137,0.6289073851335664,0.49724887520070304
"Uniform(0,1)",0.5,0.08333333333333333,10000,14,Gaffke,0.4961968256985024,0.5112625789847288,0.015065753286226446,1.5065753286226446,2.6094650146041984,True,False,cornish-fisher,0.021486520767211914,,
"Uniform(0,1)",0.5,0.08333333333333333,50000,14,STaR,0.496516680093843,0.5033429851722933,0.006826305078450279,1.5264082190566859,2.6438165884969047,True,False,direct-two-arm,0.0935213565826416,,
"Uniform(0,1)",0.5,0.08333333333333333,50000,14,Probit-STaR,0.49641099335378835,0.5036862878546035,0.007275294500815099,1.626805306015296,2.817709444041128,True,False,randomized,0.17826271057128906,0.9452983753561711,0.7954883567196152
"Uniform(0,1)",0.5,0.08333333333333333,50000,14,Gaffke,0.4967415416207581,0.503414982860913,0.006673441240154898,1.492226825683685,2.584612678501369,True,False,cornish-fisher,0.012250423431396484,,
"Uniform(0,1)",0.5,0.08333333333333333,100000,14,STaR,0.49774143295385453,0.5026453164127933,0.004903883458938774,1.5507441110271325,2.6859675898372255,True,False,direct-two-arm,0.1602783203125,,
"Uniform(0,1)",0.5,0.08333333333333333,100000,14,Probit-STaR,0.49789194509109713,0.5025967769975781,0.004704831906480966,1.4877984832712166,2.5769425644496615,True,False,randomized,0.3594224452972412,0.30589124066446005,0.5503845629204924
"Uniform(0,1)",0.5,0.08333333333333333,100000,14,Gaffke,0.497820678952148,0.5025325680897497,0.004711889137601677,1.4900301757027834,2.5808079691280024,True,False,cornish-fisher,0.014252662658691406,,
"Uniform(0,1)",0.5,0.08333333333333333,500000,14,STaR,0.49948384320218153,0.5016405935344375,0.00215675033225593,1.5250527852645077,2.6414689083025564,True,False,direct-two-arm,0.629835844039917,,
"Uniform(0,1)",0.5,0.08333333333333333,500000,14,Probit-STaR,0.49955984223190086,0.5016561058795913,0.002096263647690444,1.4822822404367608,2.5673881515934966,True,False,randomized,1.8175299167633057,0.05916522363249965,0.863175309301891
"Uniform(0,1)",0.5,0.08333333333333333,500000,14,Gaffke,0.4994974214832513,0.5016032253595665,0.0021058038763151488,1.4890282007913596,2.579072497673507,True,False,cornish-fisher,0.02658677101135254,,
"Uniform(0,1)",0.5,0.08333333333333333,1000000,14,STaR,0.499811712330529,0.5012868091157114,0.0014750967851824281,1.4750967851824281,2.5549425780174797,True,False,direct-two-arm,1.2125213146209717,,
"Uniform(0,1)",0.5,0.08333333333333333,1000000,14,Probit-STaR,0.4998499290759446,0.5013530944259905,0.0015031653500459097,1.5031653500459097,2.6035587584565723,True,False,randomized,3.6431920528411865,0.65980789687292,0.4477871938466893
"Uniform(0,1)",0.5,0.08333333333333333,1000000,14,Gaffke,0.49986806204493783,0.5013562544039073,0.0014881923589694646,1.4881923589694646,2.5776247771708936,True,False,cornish-fisher,0.02720785140991211,,
"Uniform(0,1)",0.5,0.08333333333333333,10,15,STaR,0.1922945911471318,0.8310340399466365,0.6387394487995047,2.0198714896069383,3.498520044759049,True,False,direct-two-arm,0.0004298686981201172,,
"Uniform(0,1)",0.5,0.08333333333333333,10,15,Probit-STaR,0.1338871856898577,0.9074925702667036,0.7736053845768459,2.4463550254333275,4.237211197401977,True,False,randomized,0.0003783702850341797,0.5234077860956009,0.8376285299987698
"Uniform(0,1)",0.5,0.08333333333333333,10,15,Gaffke,0.23150360106795767,0.7729318392502841,0.5414282381823264,1.7121464221882954,2.9655245932274013,True,False,bspline-exact,0.0003154277801513672,,
"Uniform(0,1)",0.5,0.08333333333333333,50,15,STaR,0.38386554284705454,0.63171422425219,0.2478486814051355,1.7525548332971548,3.0355140143210764,True,False,direct-two-arm,0.00022077560424804688,,
"Uniform(0,1)",0.5,0.08333333333333333,50,15,Probit-STaR,0.38578757319581647,0.6688811444489087,0.2830935712530922,2.0017738394337856,3.4671739951615406,True,False,randomized,0.00030541419982910156,0.30813946821972327,0.6296469376949926
"Uniform(0,1)",0.5,0.08333333333333333,50,15,Gaffke,0.3837246246071228,0.617258636830567,0.23353401222344422,1.6513348368089948,2.86019583766164,True,False,bspline-exact,0.0002694129943847656,,
"Uniform(0,1)",0.5,0.08333333333333333,100,15,STaR,0.4666768510928939,0.6338431628639078,0.16716631177101393,1.6716631177101393,2.895405453012954,True,False,direct-two-arm,0.0002295970916748047,,
"Uniform(0,1)",0.5,0.08333333333333333,100,15,Probit-STaR,0.4826904520597731,0.6571043411924702,0.17441388913269706,1.7441388913269706,3.020937175235166,True,False,randomized,0.00046253204345703125,0.3432190495812799,0.3592328923232767
"Uniform(0,1)",0.5,0.08333333333333333,100,15,Gaffke,0.46996618163289117,0.6347505965355151,0.16478441490262397,1.6478441490262397,2.854149789068548,True,False,bspline-exact,0.0003600120544433594,,
"Uniform(0,1)",0.5,0.08333333333333333,500,15,STaR,0.4878345377512121,0.559349117147258,0.07151457939604589,1.5991146091186446,2.769747750119138,True,False,direct-two-arm,0.0007984638214111328,,
"Uniform(0,1)",0.5,0.08333333333333333,500,15,Probit-STaR,0.4804961673302999,0.5564054251835024,0.07590925785320257,1.6973826068132072,2.9399529148841816,True,False,randomized,0.0021026134490966797,0.8012252212125819,0.253472542607581
"Uniform(0,1)",0.5,0.08333333333333333,500,15,Gaffke,0.48808791509266225,0.5583729871962831,0.0702850721036209,1.5716219902717048,2.7221291374431127,True,False,bspline-exact,0.0038802623748779297,,
"Uniform(0,1)",0.5,0.08333333333333333,1000,15,STaR,0.48797523376815055,0.5369588745583429,0.04898364079019235,1.5489987298453785,2.682944500951853,True,False,direct-two-arm,0.0016522407531738281,,
"Uniform(0,1)",0.5,0.08333333333333333,1000,15,Probit-STaR,0.4811658851765416,0.5372378060428988,0.05607192086635726,1.7731498271841075,3.071185590114849,True,False,randomized,0.004240989685058594,0.977027258503646,0.30053431814271203
"Uniform(0,1)",0.5,0.08333333333333333,1000,15,Gaffke,0.48988390870464854,0.5386394993376471,0.04875559063299856,1.5417871506704603,2.670453679418089,True,False,bspline-exact,0.017362117767333984,,
"Uniform(0,1)",0.5,0.08333333333333333,5000,15,STaR,0.48705435129872,0.5089753600540783,0.021921008755358296,1.5500493941363531,2.6847643048855194,True,False,direct-two-arm,0.007919549942016602,,
"Uniform(0,1)",0.5,0.08333333333333333,5000,15,Probit-STaR,0.48664506564807186,0.5067075722343934,0.020062506586321582,1.4186334454787763,2.4571452048857334,True,False,randomized,0.020421743392944336,0.7141685218925836,0.010962041760740338
"Uniform(0,1)",0.5,0.08333333333333333,5000,15,Gaffke,0.4881952568316995,0.5095277648152782,0.021332507983578664,1.5084361054904636,2.6126879746808096,True,False,bspline-exact,0.42825818061828613,,
"Uniform(0,1)",0.5,0.08333333333333333,10000,15,STaR,0.49188693396068317,0.5072838734909606,0.015396939530277431,1.5396939530277431,2.6668281547506196,True,False,direct-two-arm,0.014324426651000977,,
"Uniform(0,1)",0.5,0.08333333333333333,10000,15,Probit-STaR,0.49212420886677355,0.5071571137571564,0.015032904890382892,1.5032904890382892,2.6037755055493816,True,False,randomized,0.037990570068359375,0.28499909678467583,0.5888553853331608
"Uniform(0,1)",0.5,0.08333333333333333,10000,15,Gaffke,0.4922498114713592,0.5072065072844034,0.014956695813044207,1.4956695813044207,2.5905757061545267,True,False,cornish-fisher,0.020622968673706055,,
"Uniform(0,1)",0.5,0.08333333333333333,50000,15,STaR,0.4984051563543337,0.5052881197182674,0.006882963363933681,1.5390773968396334,2.665760248107093,True,False,direct-two-arm,0.09497833251953125,,
"Uniform(0,1)",0.5,0.08333333333333333,50000,15,Probit-STaR,0.4986893409533655,0.5049522889270927,0.006262947973727173,1.4004377408798525,2.425629320040883,True,False,randomized,0.18123698234558105,0.050145974670740556,0.27543513183477153
"Uniform(0,1)",0.5,0.08333333333333333,50000,15,Gaffke,0.49843224567731914,0.5051000060246413,0.006667760347322194,1.4909565394290032,2.582412478168104,True,False,cornish-fisher,0.013891935348510742,,
"Uniform(0,1)",0.5,0.08333333333333333,100000,15,STaR,0.49800306329354405,0.5028590994203818,0.004856036126837715,1.535613456086949,2.659760526729035,True,False,direct-two-arm,0.1590132713317871,,
"Uniform(0,1)",0.5,0.08333333333333333,100000,15,Probit-STaR,0.4977408564663338,0.5027068219890136,0.004965965522679805,1.5703761833536738,2.719971336564662,True,False,randomized,0.35094165802001953,0.9611250332292159,0.42315953709965604
"Uniform(0,1)",0.5,0.08333333333333333,100000,15,Gaffke,0.4980264104069089,0.502738412061777,0.004712001654868125,1.490065756786591,2.580869597372945,True,False,cornish-fisher,0.022064924240112305,,
"Uniform(0,1)",0.5,0.08333333333333333,500000,15,STaR,0.49941092963798106,0.5015681098414553,0.0021571802034742182,1.525356750117996,2.6419953908725136,True,False,direct-two-arm,0.6318988800048828,,
"Uniform(0,1)",0.5,0.08333333333333333,500000,15,Probit-STaR,0.4996115445012259,0.5015896375807358,0.0019780930795099128,1.3987230303396399,2.422659354264961,True,False,randomized,1.8137257099151611,0.003926862556208888,0.3487280930020429
"Uniform(0,1)",0.5,0.08333333333333333,500000,15,Gaffke,0.49949638540458136,0.5016022399842927,0.002105854579711297,1.4890640535066053,2.579134596397902,True,False,cornish-fisher,0.040627241134643555,,
"Uniform(0,1)",0.5,0.08333333333333333,1000000,15,STaR,0.4994495687373396,0.501011066770262,0.0015614980329223815,1.5614980329223815,2.7045939289404246,True,False,direct-two-arm,1.2132647037506104,,
