distribution,n,method,replications,coverage,mean_width,median_width,q10_width,q90_width,mean_sqrt_n_width,mean_normalized_halfwidth,mean_runtime_seconds,empty_rate
"Beta(2,2)",500,Probit-STaR,50,0.98,0.05711291032909765,0.05626950474634507,0.04991978616254498,0.06465764511235676,1.2770834988871222,2.855645516454883,0.004230976104736328,0.0
"Beta(2,2)",500,STaR,50,0.96,0.053525143308006395,0.05378881421794196,0.05090539104425031,0.05565092427685049,1.1968585894212027,2.6762571654003198,0.0017181110382080078,0.0
"Beta(2,2)",1000,Gaffke,50,1.0,0.03738787954359507,0.0373334936078257,0.03669479632176221,0.038095703185982266,1.1823085624177703,2.643722315946188,0.01664146900177002,0.0
"Beta(2,2)",1000,Probit-STaR,50,1.0,0.03930676164031345,0.039669814807876125,0.03475371633359549,0.04329655465778988,1.2429889422872662,2.7794077702348905,0.0046788549423217776,0.0
"Beta(2,2)",1000,STaR,50,1.0,0.03776731010075379,0.0378516749143456,0.03627355387711939,0.03893110560804634,1.1943072101626528,2.6705521079418197,0.0022167205810546876,0.0
"Beta(2,2)",5000,Gaffke,50,1.0,0.01650014054227624,0.01647796420093739,0.016337707725530958,0.016713405707251938,1.1667361267974607,2.608901291323937,0.42819645881652835,0.0
"Beta(2,2)",5000,Probit-STaR,50,1.0,0.016948194629342283,0.016992425088744545,0.015659052107832007,0.018405368108948817,1.1984183351277353,2.6797448628277403,0.020623974800109864,0.0
"Beta(2,2)",5000,STaR,50,1.0,0.016750372144390926,0.016794799299324925,0.01626362542068639,0.017137491514388092,1.1844301730697075,2.6484663815857075,0.0080318021774292,0.0
"Beta(2,2)",10000,Gaffke,50,0.98,0.01162691868132709,0.011623004373165907,0.011558258953536871,0.011700362338968545,1.162691868132709,2.599858054030959,0.020077719688415527,0.0
"Beta(2,2)",10000,Probit-STaR,50,0.98,0.011627395735113323,0.01170390029090887,0.010960477099893489,0.012387207839933611,1.1627395735113324,2.599964726500453,0.03949784278869629,0.0
"Beta(2,2)",10000,STaR,50,0.98,0.011843970217813271,0.011884307701692354,0.011577380955754502,0.012102822223059407,1.184397021781327,2.648392253051347,0.015138225555419922,0.0
"Beta(2,2)",50000,Gaffke,30,1.0,0.005170656076159571,0.005169320413582812,0.005154221653211355,0.005186360734293916,1.156193847456513,2.5853280380797856,0.020932785669962563,0.0
"Beta(2,2)",50000,Probit-STaR,30,1.0,0.005218766059510751,0.005220937544761661,0.004955560204479759,0.0054200852836359835,1.1669515667734751,2.6093830297553757,0.18410786787668865,0.0
"Beta(2,2)",50000,STaR,30,1.0,0.005286532180290225,0.005318092170950167,0.005154357822724531,0.005388171558526477,1.1821045320369117,2.6432660901451124,0.0914586623509725,0.0
"Beta(2,2)",100000,Gaffke,30,1.0,0.003652510521826639,0.003652212839238722,0.0036459562219608556,0.0036591869947529667,1.1550252426702332,2.582714958338832,0.01927207310994466,0.0
"Beta(2,2)",100000,Probit-STaR,30,0.9666666666666667,0.003648503642057497,0.0036668188280176706,0.0034700470934292404,0.003809799216923099,1.1537581560321395,2.5798816664826725,0.3593753178914388,0.0
"Beta(2,2)",100000,STaR,30,1.0,0.0037379261574580418,0.0037445224342936567,0.0036709530219851795,0.0038081134676891393,1.1820360383088597,2.6431129335131565,0.15706121921539307,0.0
"Beta(2,2)",500000,Gaffke,20,1.0,0.0016308253536932715,0.0016307608486971492,0.001629318929051138,0.0016324046573352124,1.1531676665274622,2.5785612918102143,0.020482444763183595,0.0
"Beta(2,2)",500000,Probit-STaR,20,1.0,0.001625391278266064,0.0016378274652343594,0.0015365510376674552,0.0016961734666724128,1.1493251949434045,2.5699692641466503,1.8188961625099183,0.0
"Beta(2,2)",500000,STaR,20,1.0,0.0016675475724245465,0.0016772171574518657,0.0016258203817505756,0.0016998746120507834,1.1791341964125623,2.636624217773078,0.6364307165145874,0.0
"Beta(2,2)",1000000,Gaffke,20,1.0,0.0011528697975025399,0.0011529339977885134,0.0011524170491627518,0.0011534419492716553,1.15286979750254,2.5778952364220964,0.037968671321868895,0.0
"Beta(2,2)",1000000,Probit-STaR,20,1.0,0.001160725503803059,0.0011638994900882715,0.0011168528246928932,0.0011980660758346918,1.1607255038030588,2.5954611297213304,3.6697899103164673,0.0
"Beta(2,2)",1000000,STaR,20,1.0,0.0011683338983886154,0.0011735889181412607,0.00112542467624826,0.0011975235918138094,1.1683338983886153,2.612474017214276,1.225806677341461,0.0
"Uniform(0,1)",10,Gaffke,50,1.0,0.5110007584770883,0.5145225036003327,0.4658108020931235,0.5598351227348211,1.6159262828611938,2.798866423201505,0.0003221750259399414,0.0
"Uniform(0,1)",10,Probit-STaR,50,0.98,0.6912866208519008,0.7239010514982229,0.5145539246980574,0.7861174710301766,2.1860402378932546,3.7863327594210734,0.0001949930191040039,0.0
"Uniform(0,1)",10,STaR,50,1.0,0.6041648503423374,0.6075887956753251,0.5613355209946042,0.642195319890318,1.910537009296546,3.3091471698423103,0.0003283500671386719,0.0
"Uniform(0,1)",50,Gaffke,50,1.0,0.22630596407704096,0.22752009522973465,0.21082978482966983,0.23954791764538716,1.600224818218349,2.7716706886868514,0.0002791261672973633,0.0
"Uniform(0,1)",50,Probit-STaR,50,1.0,0.284257599972404,0.281611627892055,0.22523070650154128,0.3369893090981261,2.010004765442998,3.4814303772028374,0.0003063201904296875,0.0
"Uniform(0,1)",50,STaR,50,1.0,0.2340961176356393,0.23457823483838597,0.22097355421814768,0.24753821214165,1.6553095222960428,2.867080194869314,0.0001969289779663086,0.0
"Uniform(0,1)",100,Gaffke,50,1.0,0.15809223337464412,0.15874341785828439,0.1497421227013388,0.1675129052876787,1.580922333746441,2.7382378048691978,0.00038275718688964846,0.0
"Uniform(0,1)",100,Probit-STaR,50,0.98,0.17548689683340948,0.1727298133213152,0.1365610741886679,0.2101410189873497,1.754868968334095,3.039522213780632,0.0004984378814697265,0.0
"Uniform(0,1)",100,STaR,50,1.0,0.15923370247478025,0.15955372421098962,0.14881799711393684,0.16870958665217894,1.5923370247478024,2.758008629636255,0.00024381160736083984,0.0
"Uniform(0,1)",500,Gaffke,50,1.0,0.06838947154798239,0.06841560492607085,0.06661017933406144,0.07021396232323754,1.529235073265764,2.648712843612618,0.0043329429626464844,0.0
"Uniform(0,1)",500,Probit-STaR,50,1.0,0.07168133950344076,0.07284649281113875,0.06342366412137262,0.07939655705993152,1.6028434784793455,2.776206341306659,0.0021378374099731445,0.0
"Uniform(0,1)",500,STaR,50,1.0,0.06855604462020173,0.06834279348577837,0.06614674031797121,0.07144108575873967,1.5329597603927985,2.6551641909589394,0.0008297538757324218,0.0
"Uniform(0,1)",1000,Gaffke,50,0.98,0.04792268838228167,0.04795201937263244,0.04681544722539103,0.048813942634431534,1.5154484688650003,2.6248337443266427,0.016525635719299315,0.0
"Uniform(0,1)",1000,Probit-STaR,50,1.0,0.05027593971511883,0.049780430828337774,0.045053159491050335,0.05610775128871269,1.5898648100509245,2.753726628174044,0.004272027015686035,0.0
"Uniform(0,1)",1000,STaR,50,1.0,0.048237460936079085,0.04839945753360986,0.04695089666500252,0.04945971964471857,1.5254024510140778,2.6420745471464784,0.001653742790222168,0.0
"Uniform(0,1)",5000,Gaffke,50,0.98,0.021216301420993372,0.02122054052483216,0.02105810382274844,0.021417451794768255,1.50021906064822,2.598455635525972,0.43259463787078856,0.0
"Uniform(0,1)",5000,Probit-STaR,50,0.98,0.021848352058723056,0.02178728902904281,0.020041249982693476,0.02405613021901848,1.5449117898474136,2.6758657132278927,0.020317230224609375,0.0
"Uniform(0,1)",5000,STaR,50,0.98,0.021401725597728412,0.02147967938580314,0.020640488364547793,0.021921646151253547,1.5133305299247477,2.6211653664747963,0.007896652221679687,0.0
"Uniform(0,1)",10000,Gaffke,50,1.0,0.01495940759715551,0.014960775535860282,0.014888817158308082,0.015062806710850668,1.4959407597155507,2.5910454009405197,0.01976139545440674,0.0
"Uniform(0,1)",10000,Probit-STaR,50,1.0,0.015412228577740845,0.0155115916291661,0.014284739699915904,0.016532458641328372,1.5412228577740845,2.6694762954512163,0.038778886795043946,0.0
"Uniform(0,1)",10000,STaR,50,0.98,0.01523061387815377,0.015342559713905968,0.01471092785565139,0.015546762841564098,1.5230613878153774,2.638019706742599,0.014889039993286134,0.0
"Uniform(0,1)",50000,Gaffke,30,1.0,0.006671761413662393,0.006668301784151259,0.006659723938378515,0.006688159727162463,1.4918512050609205,2.58396208449837,0.01927799383799235,0.0
"Uniform(0,1)",50000,Probit-STaR,30,1.0,0.006857441700035464,0.006914466424324139,0.006472226992201724,0.007139357970957949,1.533370579302102,2.6558757501825627,0.18227359453837078,0.0
"Uniform(0,1)",50000,STaR,30,1.0,0.006794926194102582,0.0068391724614861316,0.006618485658599427,0.0069409252382794055,1.5193916872107303,2.6316635988467847,0.09195653597513835,0.0
"Uniform(0,1)",100000,Gaffke,30,1.0,0.004714084120542861,0.00471345695206557,0.0047069431942477315,0.004721769304180645,1.490724290254719,2.582010210798228,0.01899261474609375,0.0
"Uniform(0,1)",100000,Probit-STaR,30,1.0,0.004694563065063225,0.004696047272201576,0.0044939836790332975,0.004951059856831197,1.484551190490103,2.5713180883657216,0.3576333125432332,0.0
"Uniform(0,1)",100000,STaR,30,1.0,0.0048116066046499,0.004825974910565911,0.004689254868998316,0.004890609220637021,1.521563607540301,2.6354254752075925,0.15557211240132648,0.0
"Uniform(0,1)",500000,Gaffke,20,1.0,0.0021049529116391906,0.002105148224257919,0.0021032846717870647,0.0021059453946293384,1.4884264778984393,2.578030283050892,0.022559452056884765,0.0
"Uniform(0,1)",500000,Probit-STaR,20,1.0,0.0020857500515829826,0.002082547355384823,0.0020175598375507973,0.0021654874818735903,1.4748480053345183,2.554511678681,1.8201707363128663,0.0
"Uniform(0,1)",500000,STaR,20,1.0,0.0021387277997201525,0.0021561110488199087,0.002099704281821618,0.00219272302309127,1.5123089302943042,2.619395904009875,0.6338062405586242,0.0
"Uniform(0,1)",1000000,Gaffke,20,1.0,0.001487883983268709,0.001487959858741783,0.0014871640603019765,0.0014885453224461943,1.487883983268709,2.5770906547893655,0.035163474082946775,0.0
"Uniform(0,1)",1000000,Probit-STaR,20,1.0,0.001493117488730386,0.0014964211617009837,0.0014560674129100782,0.0015297869264857434,1.4931174887303862,2.5861553521506795,3.6435021638870237,0.0
"Uniform(0,1)",1000000,STaR,20,1.0,0.0015219718982158402,0.0015251656259308577,0.0014883726543021615,0.0015546660035083981,1.5219718982158403,2.6361326554018834,1.2321653246879578,0.0
