distribution,true_mean,true_variance,n,rep,method,calibration,lower,upper,width,sqrt_n_width,covered,empty,runtime_seconds,score_evaluations,topology_escalated,backend
Bernoulli(0.1),0.1,0.09,1000,1,Gaffke,not_applicable,0.0673137590580371,0.1147006038288749,0.0473868447708377,1.4985036060468708,True,False,0.0001671558711677,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,10000,1,Original STaR,deterministic_markov,0.0923764135225106,0.1086323843057568,0.0162559707832462,1.62559707832462,True,False,0.0054573121014982,84,False,
Bernoulli(0.1),0.1,0.09,10000,1,Squared-hinge STaR,deterministic_markov,0.0922965608855021,0.1088397627958983,0.0165432019103961,1.654320191039618,True,False,0.0140523570589721,84,False,
Bernoulli(0.1),0.1,0.09,10000,1,Efficient betting,deterministic_markov,0.0927655232293112,0.1084131562710305,0.0156476330417193,1.5647633041719318,True,False,0.0090918149799108,123,False,
Bernoulli(0.1),0.1,0.09,10000,1,Original STaR,randomized_markov,0.0923764135225106,0.1086311924753536,0.016254778952843,1.625477895284308,True,False,0.0056116529740393,84,False,
Bernoulli(0.1),0.1,0.09,10000,1,Squared-hinge STaR,randomized_markov,0.0922965608855021,0.1088391668806967,0.0165426059951946,1.654260599519461,True,False,0.0140843070112168,84,False,
Bernoulli(0.1),0.1,0.09,10000,1,Efficient betting,randomized_markov,0.092768090248641,0.1082959901744784,0.0155278999258374,1.5527899925837447,True,False,0.0096465139649808,123,False,
Bernoulli(0.1),0.1,0.09,10000,1,Gaffke,not_applicable,0.0927041813027041,0.1082793692330038,0.0155751879302996,1.5575187930299674,True,False,0.0002028930466622,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,100000,1,Original STaR,deterministic_markov,0.0975524435938553,0.1026368097140254,0.0050843661201701,1.6078177397930895,True,False,0.0518961399793624,87,False,
Bernoulli(0.1),0.1,0.09,100000,1,Squared-hinge STaR,deterministic_markov,0.0975467982708009,0.1026682353456945,0.0051214370748935,1.619540604989394,True,False,0.1410373121034354,87,False,
Bernoulli(0.1),0.1,0.09,100000,1,Efficient betting,deterministic_markov,0.0975621347317652,0.1024911676168171,0.0049290328850519,1.5586970578634984,True,False,0.0936693050898611,123,False,
Bernoulli(0.1),0.1,0.09,100000,1,Original STaR,randomized_markov,0.0975524435938553,0.1026368097140254,0.0050843661201701,1.6078177397930895,True,False,0.0497153459582477,87,False,
Bernoulli(0.1),0.1,0.09,100000,1,Squared-hinge STaR,randomized_markov,0.0975467982708009,0.1026682353456945,0.0051214370748935,1.619540604989394,True,False,0.1342041890602558,87,False,
Bernoulli(0.1),0.1,0.09,100000,1,Efficient betting,randomized_markov,0.0975632927467507,0.1024665597983752,0.0049032670516244,1.5505491859191656,True,False,0.1004308529663831,123,False,
Bernoulli(0.1),0.1,0.09,100000,1,Gaffke,not_applicable,0.0975605481490044,0.1024576130171925,0.004897064868188,1.54858788330665,True,False,0.000208294019103,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,1000000,1,Original STaR,deterministic_markov,0.0991490374440648,0.1007483313871283,0.0015992939430635,1.5992939430635456,True,False,0.5138717680238187,91,False,
Bernoulli(0.1),0.1,0.09,1000000,1,Squared-hinge STaR,deterministic_markov,0.0991420751955405,0.1007598756282712,0.0016178004327306,1.6178004327306594,True,False,1.3175245351158082,91,False,
Bernoulli(0.1),0.1,0.09,1000000,1,Efficient betting,deterministic_markov,0.0992207907160847,0.1007660345404272,0.0015452438243425,1.5452438243425264,True,False,0.864082066109404,123,False,
Bernoulli(0.1),0.1,0.09,1000000,1,Original STaR,randomized_markov,0.0991490374440648,0.1007483313871283,0.0015992939430635,1.5992939430635456,True,False,0.5143717241007835,91,False,
Bernoulli(0.1),0.1,0.09,1000000,1,Squared-hinge STaR,randomized_markov,0.0991420751955405,0.1007598756282712,0.0016178004327306,1.6178004327306594,True,False,1.3070350571069866,91,False,
Bernoulli(0.1),0.1,0.09,1000000,1,Efficient betting,randomized_markov,0.0992208456450671,0.1007637458328256,0.0015429001877584,1.5429001877584336,True,False,0.8685534428805113,123,False,
Bernoulli(0.1),0.1,0.09,1000000,1,Gaffke,not_applicable,0.0992176935511798,0.1007641152545859,0.001546421703406,1.5464217034060757,True,False,0.0007888521067798,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,10000000,1,Original STaR,deterministic_markov,0.0998530953753034,0.1003594327077291,0.0005063373324257,1.6011792348390654,True,False,5.234432259108871,95,False,
Bernoulli(0.1),0.1,0.09,10000000,1,Squared-hinge STaR,deterministic_markov,0.0998499324143512,0.1003599598678877,0.0005100274535365,1.61284842239116,True,False,12.998448204947636,95,False,
Bernoulli(0.1),0.1,0.09,10000000,1,Efficient betting,deterministic_markov,0.0998593539539457,0.1003488250577775,0.0004894711038318,1.5478435369455517,True,False,8.179416106082499,123,False,
Bernoulli(0.1),0.1,0.09,10000000,1,Original STaR,randomized_markov,0.0998530953753034,0.1003594327077291,0.0005063373324257,1.6011792348390654,True,False,4.906304758042097,95,False,
Bernoulli(0.1),0.1,0.09,10000000,1,Squared-hinge STaR,randomized_markov,0.0998499324143512,0.1003599598678877,0.0005100274535365,1.61284842239116,True,False,13.158265996025875,95,False,
Bernoulli(0.1),0.1,0.09,10000000,1,Efficient betting,randomized_markov,0.099859371332852,0.1003485122374636,0.0004891409046116,1.5467993553278805,True,False,8.192035807063803,123,False,
Bernoulli(0.1),0.1,0.09,10000000,1,Gaffke,not_applicable,0.0998592631741204,0.1003483173635563,0.0004890541894358,1.546525137864858,True,False,0.0031384059693664,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,1000,2,Original STaR,deterministic_markov,0.0748009636122546,0.1262091812072706,0.051408217595016,1.6256705804979423,True,False,0.001645472832024,82,False,
Bernoulli(0.1),0.1,0.09,1000,2,Squared-hinge STaR,deterministic_markov,0.0748377677600025,0.1263755359550911,0.0515377681950886,1.629767330182652,True,False,0.0023841299116611,82,False,
Bernoulli(0.1),0.1,0.09,1000,2,Efficient betting,deterministic_markov,0.0687425054524985,0.1225354478008403,0.0537929423483417,1.701082198628866,True,False,0.0012816539965569,123,False,
Bernoulli(0.1),0.1,0.09,1000,2,Original STaR,randomized_markov,0.0748009636122546,0.1262077090413607,0.0514067454291061,1.625624026524252,True,False,0.0015823328867554,82,False,
Bernoulli(0.1),0.1,0.09,1000,2,Squared-hinge STaR,randomized_markov,0.0748377677600025,0.1263755359550911,0.0515377681950886,1.629767330182652,True,False,0.0024113110266625,82,False,
Bernoulli(0.1),0.1,0.09,1000,2,Efficient betting,randomized_markov,0.0710968384730493,0.1221198440401177,0.0510230055670684,1.6134891065938737,True,False,0.001464920816943,123,False,
Bernoulli(0.1),0.1,0.09,1000,2,Gaffke,not_applicable,0.0725968468040245,0.1213558303831692,0.0487589835791447,1.541894445048462,True,False,0.0001606030855327,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,10000,2,Original STaR,deterministic_markov,0.0969426766234878,0.1134039533870492,0.0164612767635614,1.6461276763561434,True,False,0.0053199229296296,84,False,
Bernoulli(0.1),0.1,0.09,10000,2,Squared-hinge STaR,deterministic_markov,0.0968368632518502,0.1134489544761365,0.0166120912242863,1.6612091224286365,True,False,0.014007044956088,84,False,
Bernoulli(0.1),0.1,0.09,10000,2,Efficient betting,deterministic_markov,0.0972082625728568,0.1132902110293406,0.0160819484564837,1.6081948456483752,True,False,0.0090435361489653,123,False,
Bernoulli(0.1),0.1,0.09,10000,2,Original STaR,randomized_markov,0.0969426766234878,0.1134039533870492,0.0164612767635614,1.6461276763561434,True,False,0.0056503179948776,84,False,
Bernoulli(0.1),0.1,0.09,10000,2,Squared-hinge STaR,randomized_markov,0.0968368632518502,0.1134489544761365,0.0166120912242863,1.6612091224286365,True,False,0.0141653441824018,84,False,
Bernoulli(0.1),0.1,0.09,10000,2,Efficient betting,randomized_markov,0.0972479308925513,0.1130894369395666,0.0158415060470153,1.584150604701534,True,False,0.0095787090249359,123,False,
Bernoulli(0.1),0.1,0.09,10000,2,Gaffke,not_applicable,0.0972434673736499,0.1131355065371927,0.0158920391635427,1.589203916354276,True,False,0.0001785478089004,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,100000,2,Original STaR,deterministic_markov,0.0957041240538611,0.1007290747180292,0.005024950664168,1.58902892287469,True,False,0.0494685119483619,87,False,
Bernoulli(0.1),0.1,0.09,100000,2,Squared-hinge STaR,deterministic_markov,0.0956514852690433,0.1007318746533918,0.0050803893843485,1.6065601855081988,True,False,0.1334017748013138,87,False,
Bernoulli(0.1),0.1,0.09,100000,2,Efficient betting,deterministic_markov,0.0957598571262207,0.1006416808381073,0.0048818237118865,1.543768206497918,True,False,0.1011716509237885,123,False,
Bernoulli(0.1),0.1,0.09,100000,2,Original STaR,randomized_markov,0.0957041240538611,0.1007290747180292,0.005024950664168,1.58902892287469,True,False,0.0503440268803387,87,False,
Bernoulli(0.1),0.1,0.09,100000,2,Squared-hinge STaR,randomized_markov,0.0956514852690433,0.1007318746533918,0.0050803893843485,1.6065601855081988,True,False,0.1361495330929756,87,False,
Bernoulli(0.1),0.1,0.09,100000,2,Efficient betting,randomized_markov,0.0957599719953638,0.1006234166443571,0.0048634446489932,1.5379562364976909,True,False,0.0823589649517089,123,False,
Bernoulli(0.1),0.1,0.09,100000,2,Gaffke,not_applicable,0.0957803070713268,0.1006380266954395,0.0048577196241126,1.5361458246693094,True,False,0.0002862219698727,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,1000000,2,Original STaR,deterministic_markov,0.0993279397020281,0.1009132862611181,0.00158534655909,1.5853465590900118,True,False,0.5194027929101139,91,False,
Bernoulli(0.1),0.1,0.09,1000000,2,Squared-hinge STaR,deterministic_markov,0.0993287137388818,0.1009246586487387,0.0015959449098568,1.5959449098568723,True,False,1.3070626079570502,91,False,
Bernoulli(0.1),0.1,0.09,1000000,2,Efficient betting,deterministic_markov,0.0993481997731677,0.1008962918010834,0.0015480920279156,1.548092027915643,True,False,0.8517059709411114,123,False,
Bernoulli(0.1),0.1,0.09,1000000,2,Original STaR,randomized_markov,0.0993279397020281,0.1009132862611181,0.00158534655909,1.5853465590900118,True,False,0.5126639469526708,91,False,
Bernoulli(0.1),0.1,0.09,1000000,2,Squared-hinge STaR,randomized_markov,0.0993287137388818,0.1009246586487387,0.0015959449098568,1.5959449098568723,True,False,1.2975101901683956,91,False,
Bernoulli(0.1),0.1,0.09,1000000,2,Efficient betting,randomized_markov,0.0993483096955611,0.1008943131980016,0.0015460035024404,1.5460035024404128,True,False,0.8724688249640167,123,False,
Bernoulli(0.1),0.1,0.09,1000000,2,Gaffke,not_applicable,0.0993492397513485,0.100896567795536,0.0015473280441874,1.5473280441874595,True,False,0.0007818490266799,0,False,beta-exact
Bernoulli(0.1),0.1,0.09,10000000,2,Original STaR,deterministic_markov,0.0996740789838488,0.1001799867622838,0.000505907778435,1.5998208658506243,True,False,5.013844002969563,95,False,
Bernoulli(0.1),0.1,0.09,10000000,2,Squared-hinge STaR,deterministic_markov,0.0996720659634222,0.1001822255420107,0.0005101595785884,1.6132662384913052,True,False,13.103763566119596,95,False,
Bernoulli(0.1),0.1,0.09,10000000,2,Efficient betting,deterministic_markov,0.0996935702603521,0.1001822696808482,0.000488699420496,1.545403259972023,True,False,8.317549568135291,123,False,
Bernoulli(0.1),0.1,0.09,10000000,2,Original STaR,randomized_markov,0.0996740789838488,0.1001799867622838,0.000505907778435,1.5998208658506243,True,False,5.018105522962287,95,False,
Bernoulli(0.1),0.1,0.09,10000000,2,Squared-hinge STaR,randomized_markov,0.0996720659634222,0.1001822255420107,0.0005101595785884,1.6132662384913052,True,False,13.161961433012038,95,False,
Bernoulli(0.1),0.1,0.09,10000000,2,Efficient betting,randomized_markov,0.0996936397247521,0.100181980245848,0.0004883405210958,1.5442683204163503,True,False,8.297201092122123,123,False,
Bernoulli(0.1),0.1,0.09,10000000,2,Gaffke,not_applicable,0.0996935434053586,0.1001822372902669,0.0004886938849083,1.5453857549064511,True,False,0.0041528849396854,0,False,beta-exact
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Original STaR,deterministic_markov,0.4937772971922789,0.5041810878236774,0.0104037906313985,0.3289967469474059,True,False,0.0015790569595992,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Squared-hinge STaR,deterministic_markov,0.4937036458061749,0.5041951792878554,0.0104915334816804,0.3317714195002673,True,False,0.0024716351181268,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Efficient betting,deterministic_markov,0.4944865820086922,0.5041277450075707,0.0096411629988785,0.3048803436939551,True,False,0.0014473469927906,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Original STaR,randomized_markov,0.4942797988048689,0.5038234777772026,0.0095436789723336,0.3017976281002944,True,False,0.0011993879452347,88,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Squared-hinge STaR,randomized_markov,0.4942224935172113,0.5038125177495085,0.0095900242322971,0.3032631939026671,True,False,0.0022436529397964,88,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Efficient betting,randomized_markov,0.4949904060509973,0.5038128670251166,0.0088224609741193,0.2789907124616487,True,False,0.0013968020211905,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,0,Gaffke,not_applicable,0.4944294716632196,0.5041652117028101,0.0097357400395905,0.3078711323240399,True,False,0.0210384421516209,0,False,bspline-exact
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Original STaR,deterministic_markov,0.4993573060473602,0.5020759132250547,0.0027186071776945,0.271860717769451,True,False,0.0057765860110521,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Squared-hinge STaR,deterministic_markov,0.4993568101321509,0.5020863274444511,0.0027295173123002,0.2729517312300256,True,False,0.0144409828353673,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Efficient betting,deterministic_markov,0.4992462172257319,0.501893824604376,0.0026476073786441,0.2647607378644112,True,False,0.0105408569797873,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Original STaR,randomized_markov,0.4993681169989242,0.5020397114147717,0.0026715944158474,0.2671594415847467,True,False,0.0059025341179221,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Squared-hinge STaR,randomized_markov,0.4993590913421139,0.5020469517768282,0.0026878604347143,0.2687860434714306,True,False,0.0145813389681279,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Efficient betting,randomized_markov,0.4993066425866259,0.5018206427784044,0.0025140001917785,0.2514000191778553,True,False,0.0110024390742182,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,0,Gaffke,not_applicable,0.4992269090209382,0.5019172985889463,0.0026903895680081,0.26903895680081,True,False,0.0002086949534714,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Original STaR,deterministic_markov,0.4998204626427601,0.5006403962094987,0.0008199335667386,0.2592857600919815,True,False,0.053151458967477,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Squared-hinge STaR,deterministic_markov,0.4998203377052618,0.5006365856158017,0.0008162479105399,0.2581202532659486,True,False,0.1376792420633137,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Efficient betting,deterministic_markov,0.4998635432545416,0.500680720988386,0.0008171777338443,0.2584142892123093,True,False,0.09875104483217,123,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Original STaR,randomized_markov,0.4998207125177566,0.5006403962094987,0.0008196836917421,0.2592067426800462,True,False,0.0510584900621324,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Squared-hinge STaR,randomized_markov,0.4998205563458838,0.5006365856158017,0.0008160292699179,0.2580511130304942,True,False,0.1367793700192123,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Efficient betting,randomized_markov,0.4998640141728043,0.5006749834740425,0.0008109693012381,0.2564510104387732,True,False,0.0908760700840503,123,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,0,Gaffke,not_applicable,0.4998621465785065,0.500683743693663,0.0008215971151564,0.259811820291802,True,False,0.0002311270218342,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Original STaR,deterministic_markov,0.4999392403719669,0.5001801873575586,0.0002409469855916,0.2409469855916834,True,False,0.5273465048521757,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Squared-hinge STaR,deterministic_markov,0.4999546922780463,0.5001800194020578,0.0002253271240114,0.2253271240114651,True,False,1.3552901491057128,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Efficient betting,deterministic_markov,0.4999131742102186,0.5001703118021019,0.0002571375918832,0.257137591883283,True,False,0.841323170112446,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Original STaR,randomized_markov,0.4999392403719669,0.5001801873575586,0.0002409469855916,0.2409469855916834,True,False,0.5182488688733429,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Squared-hinge STaR,randomized_markov,0.4999546922780463,0.5001800194020578,0.0002253271240114,0.2253271240114651,True,False,1.3428732950706035,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Efficient betting,randomized_markov,0.499913551160121,0.500170254043649,0.0002567028835279,0.2567028835279705,True,False,0.8399314780253917,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,0,Gaffke,not_applicable,0.4999132454972482,0.5001708419617016,0.0002575964644533,0.2575964644533912,True,False,0.0010642330162227,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Original STaR,deterministic_markov,0.4999545461652055,0.5000380329560977,8.348679089220656e-05,0.2640084137575737,True,False,5.2548777759075165,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Squared-hinge STaR,deterministic_markov,0.4999541372375702,0.5000381921569328,8.405491936258613e-05,0.2658049937275606,True,False,13.428762543015182,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Efficient betting,deterministic_markov,0.4999586732607617,0.5000398066166838,8.11333559220806e-05,0.2565661989268853,True,False,8.422734378837049,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Original STaR,randomized_markov,0.4999545461652055,0.5000380329560977,8.348679089220656e-05,0.2640084137575737,True,False,5.379112041089684,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Squared-hinge STaR,randomized_markov,0.4999541372375702,0.5000381921569328,8.405491936258613e-05,0.2658049937275606,True,False,13.500728050945328,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Efficient betting,randomized_markov,0.4999586732607617,0.5000397768415653,8.11035808035987e-05,0.2564720417348812,True,False,8.259406788973138,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,0,Gaffke,not_applicable,0.499958648150989,0.5000398183000336,8.117014904462927e-05,0.2566825489963689,True,False,0.0053341288585215,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Original STaR,deterministic_markov,0.4966841842248615,0.5071846618060635,0.0105004775812019,0.3320542567613393,True,False,0.0015270879957824,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Squared-hinge STaR,deterministic_markov,0.4966460050016271,0.5072621198141611,0.0106161148125339,0.3357110270945887,True,False,0.0024198871105909,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Efficient betting,deterministic_markov,0.4961994020694121,0.5056848597439052,0.009485457674493,0.2999565090052207,True,False,0.0014115499798208,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Original STaR,randomized_markov,0.4972031162270623,0.5069056174992885,0.0097025012722261,0.3068200302091606,True,False,0.0014171700458973,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Squared-hinge STaR,randomized_markov,0.4971985347202743,0.506953998210971,0.0097554634906966,0.3084948426121831,True,False,0.0023372201249003,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Efficient betting,randomized_markov,0.4965307742321794,0.5055008476353691,0.0089700734031896,0.2836586273297724,True,False,0.0014041049871593,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,1,Gaffke,not_applicable,0.4963839235226405,0.5059411537879607,0.0095572302653201,0.3022261576110712,True,False,0.0205681228544563,0,False,bspline-exact
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Original STaR,deterministic_markov,0.4993675112910573,0.5021490713735807,0.0027815600825233,0.2781560082523393,True,False,0.0056875380687415,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Squared-hinge STaR,deterministic_markov,0.4993344010104318,0.5021593503860734,0.0028249493756415,0.2824949375641594,True,False,0.0146191611420363,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Efficient betting,deterministic_markov,0.4994353778628149,0.5021168924383916,0.0026815145755767,0.2681514575576749,True,False,0.0094396739732474,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Original STaR,randomized_markov,0.4993916274357518,0.5021490713735807,0.0027574439378288,0.275744393782884,True,False,0.0056083479430526,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Squared-hinge STaR,randomized_markov,0.4993637554980311,0.5021593503860734,0.0027955948880422,0.2795594888042263,True,False,0.0146038820967078,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Efficient betting,randomized_markov,0.4994583992014449,0.5020704240032174,0.0026120248017724,0.2612024801772472,True,False,0.0098270471207797,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,1,Gaffke,not_applicable,0.4994294749346316,0.5021109597118251,0.0026814847771934,0.2681484777193488,True,False,0.00020661088638,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Original STaR,deterministic_markov,0.4993807024705972,0.5002196549339706,0.0008389524633733,0.2653000632868931,True,False,0.0513518871739506,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Squared-hinge STaR,deterministic_markov,0.4993743266444029,0.50022037377712,0.000846047132717,0.2675435947240721,True,False,0.1407426230143755,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Efficient betting,deterministic_markov,0.4994063368019676,0.5002257795256861,0.0008194427237184,0.2591305419002471,True,False,0.0922576279845088,123,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Original STaR,randomized_markov,0.499380858740847,0.5002196549339706,0.0008387961931235,0.2652506462948876,True,False,0.0507796159945428,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Squared-hinge STaR,randomized_markov,0.4993743266444029,0.50022037377712,0.000846047132717,0.2675435947240721,True,False,0.1423971829935908,94,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Efficient betting,randomized_markov,0.4994109912512556,0.5002255294932865,0.0008145382420308,0.2575796086126873,True,False,0.0945602329447865,123,False,
"Beta(50,50)",0.5,0.0024752475247524,100000,1,Gaffke,not_applicable,0.4994077783178188,0.5002298861516181,0.0008221078337993,0.259973323707302,True,False,0.0002368979621678,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Original STaR,deterministic_markov,0.4998469979471144,0.5001150749276483,0.0002680769805338,0.2680769805338823,True,False,0.5308576030656695,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Squared-hinge STaR,deterministic_markov,0.4998456847638648,0.5001176617999145,0.0002719770360496,0.2719770360496421,True,False,1.3168590490240604,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Efficient betting,deterministic_markov,0.4998603587702122,0.5001172262240943,0.000256867453882,0.256867453882037,True,False,0.8985105780884624,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Original STaR,randomized_markov,0.4998469979471144,0.5001150749276483,0.0002680769805338,0.2680769805338823,True,False,0.5206730498466641,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Squared-hinge STaR,randomized_markov,0.4998456847638648,0.5001176617999145,0.0002719770360496,0.2719770360496421,True,False,1.3321850169450045,98,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Efficient betting,randomized_markov,0.4998604772529114,0.5001171259695025,0.0002566487165911,0.2566487165911457,True,False,0.8469600540120155,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000000,1,Gaffke,not_applicable,0.499860177769458,0.5001176138177584,0.0002574360483003,0.2574360483003635,True,False,0.0007390878163278,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Original STaR,deterministic_markov,0.4999503233202857,0.5000352799080368,8.495658775098391e-05,0.268656319529071,True,False,5.337325926870108,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Squared-hinge STaR,deterministic_markov,0.4999497709854452,0.500035869689307,8.609870386178109e-05,0.2722680077915633,True,False,13.144809541059658,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Efficient betting,deterministic_markov,0.4999522826567201,0.5000333801018243,8.109744510420569e-05,0.2564526389497611,True,False,8.164205444045365,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Original STaR,randomized_markov,0.4999503233202857,0.5000352799080368,8.495658775098391e-05,0.268656319529071,True,False,5.365670644911006,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Squared-hinge STaR,randomized_markov,0.4999497709854452,0.500035869689307,8.609870386178109e-05,0.2722680077915633,True,False,13.07841481291689,100,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Efficient betting,randomized_markov,0.4999522855372147,0.5000333695400108,8.108400279605021e-05,0.25641013063898,True,False,8.205003616167232,123,False,
"Beta(50,50)",0.5,0.0024752475247524,10000000,1,Gaffke,not_applicable,0.499952261362121,0.500033404263329,8.114290120792012e-05,0.2565963837710556,True,False,0.0053496190812438,0,False,cornish-fisher-moments
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Original STaR,deterministic_markov,0.4929861596619845,0.5034290794638204,0.0104429198018359,0.3302341199627575,True,False,0.0016821210738271,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Squared-hinge STaR,deterministic_markov,0.4929418846750138,0.5034743032005119,0.010532418525498,0.3330643181072615,True,False,0.0023933670017868,89,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Efficient betting,deterministic_markov,0.4936486496977947,0.5030446777019429,0.0093960280041481,0.2971284945183428,True,False,0.001443349989131,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Original STaR,randomized_markov,0.4952385231241543,0.5033569744850396,0.0081184513608852,0.2567279737369113,True,False,0.0013951591681689,88,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Squared-hinge STaR,randomized_markov,0.4952321981260156,0.5034173782172638,0.0081851800912482,0.258838121470093,True,False,0.0022472909186035,88,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Efficient betting,randomized_markov,0.4954113780252093,0.5028485054519807,0.0074371274267713,0.2351826191750469,True,False,0.0013159390073269,123,False,
"Beta(50,50)",0.5,0.0024752475247524,1000,2,Gaffke,not_applicable,0.4934741457939876,0.5032848152458405,0.0098106694518528,0.3102406083889072,True,False,0.0160986790433526,0,False,bspline-exact
"Beta(50,50)",0.5,0.0024752475247524,10000,2,Original STaR,deterministic_markov,0.4985780697582874,0.5012162952480064,0.0026382254897189,0.2638225489718926,True,False,0.0054588050115853,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,2,Squared-hinge STaR,deterministic_markov,0.4986123708294383,0.5012301930958001,0.0026178222663617,0.2617822266361758,True,False,0.014274891000241,90,False,
"Beta(50,50)",0.5,0.0024752475247524,10000,2,Efficient betting,deterministic_markov,0.4984176834389709,0.501059593791771,0.0026419103528,0.2641910352800036,True,False,0.009844240033999,123,False,
