distribution,true_mean,true_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
Bernoulli(0.5),0.5,0.25,32,500,0.05,aGRAPA,0.4254367606245481,0.5827102991507549,0.1572735385262068,1.7942897215484197
Bernoulli(0.5),0.5,0.25,32,1000,0.1,aGRAPA,0.44328556398086993,0.5596490827336392,0.11636351875276929,1.8774516200960665
Bernoulli(0.5),0.5,0.25,32,2000,0.2,aGRAPA,0.44939131909128743,0.5347988497118352,0.08540753062054779,1.9487811588819206
Bernoulli(0.5),0.5,0.25,32,5000,0.5,aGRAPA,0.4755565490093962,0.531401450293156,0.055844901283759796,2.0147466333013577
Bernoulli(0.5),0.5,0.25,32,10000,1.0,aGRAPA,0.47981626706620484,0.5203294274099846,0.04051316034377972,2.0670359589942655
Bernoulli(0.5),0.5,0.25,32,10,0.001,PRECiSE-A-CO96,0.06277124881744384,0.8327602982521057,0.769989049434662,1.242328526854498
Bernoulli(0.5),0.5,0.25,32,20,0.002,PRECiSE-A-CO96,0.11931731700897216,0.7388283371925352,0.619511020183563,1.4135655194355756
Bernoulli(0.5),0.5,0.25,32,40,0.004,PRECiSE-A-CO96,0.27759750634431846,0.7640762537717816,0.4864787474274631,1.5698052487403995
Bernoulli(0.5),0.5,0.25,32,75,0.0075,PRECiSE-A-CO96,0.27047493139902756,0.6452720880508422,0.3747971566518147,1.6560705272490892
Bernoulli(0.5),0.5,0.25,32,125,0.0125,PRECiSE-A-CO96,0.2865170345306396,0.5859168434143065,0.2993998088836669,1.7078842529635347
Bernoulli(0.5),0.5,0.25,32,200,0.02,PRECiSE-A-CO96,0.3486735427379607,0.5937676697969436,0.24509412705898292,1.7684786112340156
Bernoulli(0.5),0.5,0.25,32,350,0.035,PRECiSE-A-CO96,0.39064671652657645,0.5814812251499724,0.1908345086233959,1.8215573206302265
Bernoulli(0.5),0.5,0.25,32,500,0.05,PRECiSE-A-CO96,0.4267068152427673,0.5890106265544891,0.16230381131172178,1.851678693909656
Bernoulli(0.5),0.5,0.25,32,1000,0.1,PRECiSE-A-CO96,0.4439264281988144,0.562017642080784,0.11809121388196958,1.905326885936392
Bernoulli(0.5),0.5,0.25,32,2000,0.2,PRECiSE-A-CO96,0.44970022559165956,0.5353732912242413,0.0856730656325817,1.9548399879420206
Bernoulli(0.5),0.5,0.25,32,5000,0.5,PRECiSE-A-CO96,0.4758385140776635,0.5317456348538399,0.05590712077617638,2.0169913594982054
Bernoulli(0.5),0.5,0.25,32,10000,1.0,PRECiSE-A-CO96,0.479992621421814,0.5204069484710694,0.040414327049255405,2.061993351308415
Bernoulli(0.5),0.5,0.25,32,10,0.001,Hedged-CS,0.0287819504737854,0.8343040347099304,0.805522084236145,1.2996588263074669
Bernoulli(0.5),0.5,0.25,32,20,0.002,Hedged-CS,0.11792397499084473,0.6945710778236389,0.5766471028327942,1.315761035542731
Bernoulli(0.5),0.5,0.25,32,40,0.004,Hedged-CS,0.2561444044113159,0.6945710778236389,0.438426673412323,1.414747297286772
Bernoulli(0.5),0.5,0.25,32,75,0.0075,Hedged-CS,0.2886418104171753,0.6279470920562744,0.3393052816390991,1.4992469037978304
Bernoulli(0.5),0.5,0.25,32,125,0.0125,Hedged-CS,0.2989582419395447,0.5804692506790161,0.28151100873947144,1.6058400994131417
Bernoulli(0.5),0.5,0.25,32,200,0.02,Hedged-CS,0.343498170375824,0.575935423374176,0.23243725299835205,1.6771528363984496
Bernoulli(0.5),0.5,0.25,32,350,0.035,Hedged-CS,0.3786483407020569,0.563973605632782,0.1853252649307251,1.7689703789292113
Bernoulli(0.5),0.5,0.25,32,500,0.05,Hedged-CS,0.4031115770339966,0.5626208186149597,0.15950924158096313,1.8197962310933504
Bernoulli(0.5),0.5,0.25,32,1000,0.1,Hedged-CS,0.4284212589263916,0.5510223507881165,0.12260109186172485,1.978090908632514
Bernoulli(0.5),0.5,0.25,32,2000,0.2,Hedged-CS,0.43998366594314575,0.5341455340385437,0.09416186809539795,2.148532724177469
Bernoulli(0.5),0.5,0.25,32,5000,0.5,Hedged-CS,0.46290159225463867,0.5278742909431458,0.06497269868850708,2.344055104941892
Bernoulli(0.5),0.5,0.25,32,10000,1.0,Hedged-CS,0.4711682200431824,0.5203754305839539,0.049207210540771484,2.5106180995626293
Bernoulli(0.5),0.5,0.25,33,10,0.001,Stitched GE,0.0,1.0,1.0,1.6134366167501148
Bernoulli(0.5),0.5,0.25,33,20,0.002,Stitched GE,0.15865027904510498,0.8584781289100647,0.6998278498649597,1.5968279592778276
Bernoulli(0.5),0.5,0.25,33,40,0.004,Stitched GE,0.2640998363494873,0.7468097805976868,0.48270994424819946,1.5576437986389031
Bernoulli(0.5),0.5,0.25,33,75,0.0075,Stitched GE,0.3536216616630554,0.711230456829071,0.3576087951660156,1.5801224087451402
Bernoulli(0.5),0.5,0.25,33,125,0.0125,Stitched GE,0.41083186864852905,0.6934313178062439,0.28259944915771484,1.6120489552488821
Bernoulli(0.5),0.5,0.25,33,200,0.02,Stitched GE,0.425805926322937,0.642153799533844,0.21634787321090698,1.561059789357506
Bernoulli(0.5),0.5,0.25,33,350,0.035,Stitched GE,0.43400734663009644,0.6024054288864136,0.16839808225631714,1.6073967005592145
Bernoulli(0.5),0.5,0.25,33,500,0.05,Stitched GE,0.43306392431259155,0.5436604619026184,0.11059653759002686,1.2617649001619036
Bernoulli(0.5),0.5,0.25,33,1000,0.1,Stitched GE,0.4334478974342346,0.5246313810348511,0.09118348360061646,1.471187712840682
Bernoulli(0.5),0.5,0.25,33,2000,0.2,Stitched GE,0.4524528384208679,0.5138585567474365,0.061405718326568604,1.4011212600688072
Bernoulli(0.5),0.5,0.25,33,5000,0.5,Stitched GE,0.4675945043563843,0.5120672583580017,0.04447275400161743,1.604467540252508
Bernoulli(0.5),0.5,0.25,33,10000,1.0,Stitched GE,0.478357195854187,0.5098260641098022,0.031468868255615234,1.6055840058203954
Bernoulli(0.5),0.5,0.25,33,10,0.001,aGRAPA,0.08043292956393963,0.9206448051088937,0.840211875544954,1.3556286058325193
Bernoulli(0.5),0.5,0.25,33,20,0.002,aGRAPA,0.21713867673541087,0.7993325571944495,0.5821938804590386,1.3284173618081019
Bernoulli(0.5),0.5,0.25,33,40,0.004,aGRAPA,0.28886620546403285,0.7278259923253053,0.43895978686127246,1.416467586805606
Bernoulli(0.5),0.5,0.25,33,75,0.0075,aGRAPA,0.3674513009781148,0.7103803873468937,0.3429290863687789,1.5152589681980513
Bernoulli(0.5),0.5,0.25,33,125,0.0125,aGRAPA,0.4118924986159344,0.6910036733385514,0.279111174722617,1.5921505825681108
Bernoulli(0.5),0.5,0.25,33,200,0.02,aGRAPA,0.41671669459238386,0.6506260492189617,0.23390935462657786,1.6877747973337012
Bernoulli(0.5),0.5,0.25,33,350,0.035,aGRAPA,0.4230959849960737,0.6087651600468571,0.1856691750507834,1.7722530765993023
Bernoulli(0.5),0.5,0.25,33,500,0.05,aGRAPA,0.39975483284453384,0.5542693495711277,0.1545145167265939,1.7628128151154374
Bernoulli(0.5),0.5,0.25,33,1000,0.1,aGRAPA,0.42071468912207155,0.535467636729825,0.11475294760775345,1.8514660755035695
Bernoulli(0.5),0.5,0.25,33,2000,0.2,aGRAPA,0.4462337999948739,0.5309528712756812,0.08471907128080736,1.933072279580595
Bernoulli(0.5),0.5,0.25,33,5000,0.5,aGRAPA,0.46452711398009755,0.5202269388788919,0.05569982489879438,2.00951263428871
Bernoulli(0.5),0.5,0.25,33,10000,1.0,aGRAPA,0.4740007239090707,0.5143711915465832,0.04037046763751245,2.05975558510001
Bernoulli(0.5),0.5,0.25,33,10,0.001,PRECiSE-A-CO96,0.10889413952827454,0.8911058604717255,0.7822117209434509,1.2620490326212865
Bernoulli(0.5),0.5,0.25,33,20,0.002,PRECiSE-A-CO96,0.18462979793548584,0.8153702020645142,0.6307404041290283,1.439188098264133
Bernoulli(0.5),0.5,0.25,33,40,0.004,PRECiSE-A-CO96,0.2564748227596283,0.7435251772403717,0.4870503544807434,1.5716497522407096
Bernoulli(0.5),0.5,0.25,33,75,0.0075,PRECiSE-A-CO96,0.35472791194915765,0.7295250686009724,0.3747971566518148,1.6560705272490897
Bernoulli(0.5),0.5,0.25,33,125,0.0125,PRECiSE-A-CO96,0.4062739849090576,0.7062842297554015,0.3000102448463439,1.7113663993683235
Bernoulli(0.5),0.5,0.25,33,200,0.02,PRECiSE-A-CO96,0.4111077511310577,0.6560441750288011,0.2449364238977434,1.7673407028274672
Bernoulli(0.5),0.5,0.25,33,350,0.035,PRECiSE-A-CO96,0.4185187748500279,0.6093532834734235,0.19083450862339563,1.8215573206302238
Bernoulli(0.5),0.5,0.25,33,500,0.05,PRECiSE-A-CO96,0.3914588522911071,0.5535300874710083,0.16207123517990119,1.8490252980064814
Bernoulli(0.5),0.5,0.25,33,1000,0.1,PRECiSE-A-CO96,0.4172449586391449,0.5352025861740115,0.1179576275348666,1.9031715548972539
Bernoulli(0.5),0.5,0.25,33,2000,0.2,PRECiSE-A-CO96,0.44522979545593266,0.5308878479003908,0.08565805244445812,1.9544974254309937
Bernoulli(0.5),0.5,0.25,33,5000,0.5,PRECiSE-A-CO96,0.46426527390480044,0.5201672311544421,0.05590195724964164,2.016805072165563
Bernoulli(0.5),0.5,0.25,33,10000,1.0,PRECiSE-A-CO96,0.47390067926645274,0.514312189203501,0.04041150993704823,2.0618496184526385
Bernoulli(0.5),0.5,0.25,33,10,0.001,Hedged-CS,0.11035007238388062,0.9107552766799927,0.8004052042961121,1.2914030648487036
Bernoulli(0.5),0.5,0.25,33,20,0.002,Hedged-CS,0.21909791231155396,0.8120972514152527,0.5929993391036987,1.353072651648229
Bernoulli(0.5),0.5,0.25,33,40,0.004,Hedged-CS,0.2925715446472168,0.7344366312026978,0.44186508655548096,1.4258426206241437
Bernoulli(0.5),0.5,0.25,33,75,0.0075,Hedged-CS,0.3543868064880371,0.697398841381073,0.3430120348930359,1.515625482734949
Bernoulli(0.5),0.5,0.25,33,125,0.0125,Hedged-CS,0.39789390563964844,0.6783804297447205,0.280486524105072,1.5999960703838054
Bernoulli(0.5),0.5,0.25,33,200,0.02,Hedged-CS,0.41741859912872314,0.6477184891700745,0.23029989004135132,1.6617306770866107
Bernoulli(0.5),0.5,0.25,33,350,0.035,Hedged-CS,0.42942190170288086,0.6146306991577148,0.18520879745483398,1.7678586712781414
Bernoulli(0.5),0.5,0.25,33,500,0.05,Hedged-CS,0.42942190170288086,0.5798454880714417,0.1504235863685608,1.7161405372371976
Bernoulli(0.5),0.5,0.25,33,1000,0.1,Hedged-CS,0.4311501979827881,0.5553202033042908,0.12417000532150269,2.003404332877691
Bernoulli(0.5),0.5,0.25,33,2000,0.2,Hedged-CS,0.44774001836776733,0.5419008135795593,0.09416079521179199,2.1485082437207486
Bernoulli(0.5),0.5,0.25,33,5000,0.5,Hedged-CS,0.4612056612968445,0.5260596871376038,0.06485402584075928,2.3397736805867972
Bernoulli(0.5),0.5,0.25,33,10000,1.0,Hedged-CS,0.4705047011375427,0.5194500088691711,0.04894530773162842,2.4972554657995127
Bernoulli(0.5),0.5,0.25,34,10,0.001,Stitched GE,0.031339168548583984,0.9671131372451782,0.9357739686965942,1.509811986096661
Bernoulli(0.5),0.5,0.25,34,20,0.002,Stitched GE,0.20974916219711304,0.8805366158485413,0.6707874536514282,1.5305652110444996
Bernoulli(0.5),0.5,0.25,34,40,0.004,Stitched GE,0.3155022859573364,0.8004853129386902,0.48498302698135376,1.5649787484680502
Bernoulli(0.5),0.5,0.25,34,75,0.0075,Stitched GE,0.40599381923675537,0.762345552444458,0.35635173320770264,1.5745679822423209
Bernoulli(0.5),0.5,0.25,34,125,0.0125,Stitched GE,0.45307546854019165,0.7292455434799194,0.2761700749397278,1.5753734910117743
Bernoulli(0.5),0.5,0.25,34,200,0.02,Stitched GE,0.45161134004592896,0.6479679346084595,0.19635659456253052,1.4168125602414656
Bernoulli(0.5),0.5,0.25,34,350,0.035,Stitched GE,0.4529007077217102,0.6183211803436279,0.16542047262191772,1.5789747622701433
Bernoulli(0.5),0.5,0.25,34,500,0.05,Stitched GE,0.470791220664978,0.6133629679679871,0.14257174730300903,1.6265611059953407
Bernoulli(0.5),0.5,0.25,34,1000,0.1,Stitched GE,0.47379493713378906,0.574298620223999,0.10050368309020996,1.6215632241599411
Bernoulli(0.5),0.5,0.25,34,2000,0.2,Stitched GE,0.4737344980239868,0.5397246479988098,0.065990149974823,1.5057262516355665
Bernoulli(0.5),0.5,0.25,34,5000,0.5,Stitched GE,0.4802094101905823,0.5200802087783813,0.03987079858779907,1.438440311920925
Bernoulli(0.5),0.5,0.25,34,10000,1.0,Stitched GE,0.4813191890716553,0.512792706489563,0.031473517417907715,1.6058212123369004
Bernoulli(0.5),0.5,0.25,34,10,0.001,aGRAPA,0.08318618352653133,0.9387947437337203,0.855608560207189,1.380470180643124
Bernoulli(0.5),0.5,0.25,34,20,0.002,aGRAPA,0.2697683916659646,0.8530983401565785,0.5833299484906138,1.3310095781607534
Bernoulli(0.5),0.5,0.25,34,40,0.004,aGRAPA,0.35445253382973174,0.7945087550381135,0.4400562212083817,1.4200056414525832
Bernoulli(0.5),0.5,0.25,34,75,0.0075,aGRAPA,0.41424642193616984,0.7558477125126629,0.3416012905764931,1.5093919987219389
Bernoulli(0.5),0.5,0.25,34,125,0.0125,aGRAPA,0.45163517109697654,0.7276495513041186,0.27601438020714203,1.5744853522282394
Bernoulli(0.5),0.5,0.25,34,200,0.02,aGRAPA,0.4307489044188332,0.659021911383505,0.2282730069646718,1.6471056862245599
Bernoulli(0.5),0.5,0.25,34,350,0.035,aGRAPA,0.4451218607334381,0.6232933685537051,0.17817150782026697,1.7006861952741386
Bernoulli(0.5),0.5,0.25,34,500,0.05,aGRAPA,0.46829343113724303,0.6209862516156535,0.15269282047841043,1.7420295931918444
Bernoulli(0.5),0.5,0.25,34,1000,0.1,aGRAPA,0.4680676461462562,0.5797776710130299,0.11171002486677373,1.8023704457811862
Bernoulli(0.5),0.5,0.25,34,2000,0.2,aGRAPA,0.46487958257947776,0.5458418396756218,0.08096225709614407,1.8473513993807082
Bernoulli(0.5),0.5,0.25,34,5000,0.5,aGRAPA,0.46954803969080305,0.5225663684861597,0.05301832879535662,1.9127708526323954
Bernoulli(0.5),0.5,0.25,34,10000,1.0,aGRAPA,0.47799580071478387,0.516588011824904,0.03859221111012012,1.9690265440860426
Bernoulli(0.5),0.5,0.25,34,10,0.001,PRECiSE-A-CO96,0.10889413952827454,0.8911058604717255,0.7822117209434509,1.2620490326212865
Bernoulli(0.5),0.5,0.25,34,20,0.002,PRECiSE-A-CO96,0.22147762775421145,0.8494290739297867,0.6279514461755753,1.432824410339762
Bernoulli(0.5),0.5,0.25,34,40,0.004,PRECiSE-A-CO96,0.3215728610754013,0.8034545838832854,0.4818817228078841,1.5549712330417385
Bernoulli(0.5),0.5,0.25,34,75,0.0075,PRECiSE-A-CO96,0.3927942053476969,0.7636781509717305,0.37088394562403365,1.6387796985034626
Bernoulli(0.5),0.5,0.25,34,125,0.0125,PRECiSE-A-CO96,0.4377453889846802,0.7348448777198793,0.2970994887351991,1.6947623990351997
Bernoulli(0.5),0.5,0.25,34,200,0.02,PRECiSE-A-CO96,0.4159953618049621,0.6607496929168701,0.24475433111190803,1.7660268108918502
Bernoulli(0.5),0.5,0.25,34,350,0.035,PRECiSE-A-CO96,0.43539055722100406,0.625927964619228,0.1905374073982239,1.818721424148064
Bernoulli(0.5),0.5,0.25,34,500,0.05,PRECiSE-A-CO96,0.46237374877929693,0.6240722103118896,0.1616984615325927,1.8447724279426578
Bernoulli(0.5),0.5,0.25,34,1000,0.1,PRECiSE-A-CO96,0.46380119603872305,0.5817699251770975,0.11796872913837442,1.9033506722332953
Bernoulli(0.5),0.5,0.25,34,2000,0.2,PRECiSE-A-CO96,0.4616383196413516,0.5473175657093524,0.08567924606800081,1.954981009652998
Bernoulli(0.5),0.5,0.25,34,5000,0.5,PRECiSE-A-CO96,0.467655869436264,0.5235624671936037,0.05590659775733964,2.016972490265451
Bernoulli(0.5),0.5,0.25,34,10000,1.0,PRECiSE-A-CO96,0.4768963466227054,0.5173099829673766,0.04041363634467121,2.0619581106310534
Bernoulli(0.5),0.5,0.25,34,10,0.001,Hedged-CS,0.24474048614501953,0.9558699131011963,0.7111294269561768,1.1473622566996218
Bernoulli(0.5),0.5,0.25,34,20,0.002,Hedged-CS,0.286504864692688,0.8806115984916687,0.5941067337989807,1.355599442789398
Bernoulli(0.5),0.5,0.25,34,40,0.004,Hedged-CS,0.34818851947784424,0.8044334650039673,0.45624494552612305,1.472244602638017
Bernoulli(0.5),0.5,0.25,34,75,0.0075,Hedged-CS,0.4144800901412964,0.7638259530067444,0.349345862865448,1.5436119966228385
Bernoulli(0.5),0.5,0.25,34,125,0.0125,Hedged-CS,0.44705045223236084,0.7353984713554382,0.2883480191230774,1.644840867032355
Bernoulli(0.5),0.5,0.25,34,200,0.02,Hedged-CS,0.4534217119216919,0.6804616451263428,0.22703993320465088,1.6382084327618276
Bernoulli(0.5),0.5,0.25,34,350,0.035,Hedged-CS,0.46040064096450806,0.648074209690094,0.18767356872558594,1.7913854546901373
Bernoulli(0.5),0.5,0.25,34,500,0.05,Hedged-CS,0.4731408953666687,0.6365494728088379,0.1634085774421692,1.864282661056019
Bernoulli(0.5),0.5,0.25,34,1000,0.1,Hedged-CS,0.47996968030929565,0.6027151942253113,0.12274551391601562,1.9804210669391042
Bernoulli(0.5),0.5,0.25,34,2000,0.2,Hedged-CS,0.48087453842163086,0.5727920532226562,0.09191751480102539,2.097322328768899
Bernoulli(0.5),0.5,0.25,34,5000,0.5,Hedged-CS,0.48536455631256104,0.5474938154220581,0.06212925910949707,2.2414708011449003
Bernoulli(0.5),0.5,0.25,34,10000,1.0,Hedged-CS,0.48537248373031616,0.5349154472351074,0.04954296350479126,2.527748667607152
Bernoulli(0.5),0.5,0.25,35,10,0.001,Stitched GE,0.0,1.0,1.0,1.6134366167501148
Bernoulli(0.5),0.5,0.25,35,20,0.002,Stitched GE,0.23946881294250488,0.9082083702087402,0.6687395572662354,1.5258924358667028
Bernoulli(0.5),0.5,0.25,35,40,0.004,Stitched GE,0.2884938716888428,0.7515725493431091,0.46307867765426636,1.4942961899272331
Bernoulli(0.5),0.5,0.25,35,75,0.0075,Stitched GE,0.3548111915588379,0.7164292335510254,0.3616180419921875,1.5978375791712018
Bernoulli(0.5),0.5,0.25,35,125,0.0125,Stitched GE,0.3799625635147095,0.656299352645874,0.27633678913116455,1.5763244887540977
Bernoulli(0.5),0.5,0.25,35,200,0.02,Stitched GE,0.42405229806900024,0.6432125568389893,0.219160258769989,1.5813525795906358
Bernoulli(0.5),0.5,0.25,35,350,0.035,Stitched GE,0.4248644709587097,0.584972620010376,0.16010814905166626,1.5282674664107523
Bernoulli(0.5),0.5,0.25,35,500,0.05,Stitched GE,0.42427772283554077,0.5549620389938354,0.13068431615829468,1.4909407357890623
Bernoulli(0.5),0.5,0.25,35,1000,0.1,Stitched GE,0.4454864263534546,0.542512059211731,0.09702563285827637,1.5654470881689622
Bernoulli(0.5),0.5,0.25,35,2000,0.2,Stitched GE,0.46246337890625,0.5270121097564697,0.06454873085021973,1.4728367580315551
Bernoulli(0.5),0.5,0.25,35,5000,0.5,Stitched GE,0.4777827858924866,0.5235932469367981,0.04581046104431152,1.6527287189573794
Bernoulli(0.5),0.5,0.25,35,10000,1.0,Stitched GE,0.481742799282074,0.5132211446762085,0.03147834539413452,1.6060675421809634
Bernoulli(0.5),0.5,0.25,35,10,0.001,aGRAPA,0.07440887296300769,0.9161122355411189,0.8417033625781112,1.358035025625223
Bernoulli(0.5),0.5,0.25,35,20,0.002,aGRAPA,0.26213770099112316,0.850794082373648,0.5886563813825247,1.3431631341626495
Bernoulli(0.5),0.5,0.25,35,40,0.004,aGRAPA,0.29422098949434977,0.7337973907737431,0.4395764012793933,1.4184573233668305
Bernoulli(0.5),0.5,0.25,35,75,0.0075,aGRAPA,0.3607410149460587,0.7046549812541903,0.34391396630813165,1.5196107371789356
Bernoulli(0.5),0.5,0.25,35,125,0.0125,aGRAPA,0.36810973463344776,0.650351241214046,0.2822415065805982,1.6100071219785068
Bernoulli(0.5),0.5,0.25,35,200,0.02,aGRAPA,0.41652724265979396,0.6484442976316702,0.23191705497187626,1.67339934342631
Bernoulli(0.5),0.5,0.25,35,350,0.035,aGRAPA,0.40993228375459895,0.5948267119754195,0.18489442822082053,1.7648579478569482
Bernoulli(0.5),0.5,0.25,35,500,0.05,aGRAPA,0.4064561297336481,0.5639128329145509,0.15745670318090277,1.7963793957577732
Bernoulli(0.5),0.5,0.25,35,1000,0.1,aGRAPA,0.44017032731311506,0.556736562348963,0.1165662350358479,1.8807223188353717
Bernoulli(0.5),0.5,0.25,35,2000,0.2,aGRAPA,0.45506359480464187,0.540274881038366,0.08521128623372409,1.9443033644673102
Bernoulli(0.5),0.5,0.25,35,5000,0.5,aGRAPA,0.4742791495391364,0.5301269904931485,0.055847840954012073,2.014852689371073
Bernoulli(0.5),0.5,0.25,35,10000,1.0,aGRAPA,0.47719413997389604,0.5176824917600822,0.04048835178618615,2.0657701930011525
Bernoulli(0.5),0.5,0.25,35,10,0.001,PRECiSE-A-CO96,0.10889413952827454,0.8911058604717255,0.7822117209434509,1.2620490326212865
Bernoulli(0.5),0.5,0.25,35,20,0.002,PRECiSE-A-CO96,0.2611716628074645,0.8806826829910278,0.6195110201835633,1.4135655194355765
Bernoulli(0.5),0.5,0.25,35,40,0.004,PRECiSE-A-CO96,0.27759750634431846,0.7640762537717816,0.4864787474274631,1.5698052487403995
Bernoulli(0.5),0.5,0.25,35,75,0.0075,PRECiSE-A-CO96,0.35472791194915765,0.7295250686009724,0.3747971566518148,1.6560705272490897
Bernoulli(0.5),0.5,0.25,35,125,0.0125,PRECiSE-A-CO96,0.36022509765625,0.6622864742279053,0.3020613765716553,1.723066792857133
Bernoulli(0.5),0.5,0.25,35,200,0.02,PRECiSE-A-CO96,0.4159953618049621,0.6607496929168701,0.24475433111190803,1.7660268108918502
Bernoulli(0.5),0.5,0.25,35,350,0.035,PRECiSE-A-CO96,0.40733286993844164,0.5982415594373431,0.1909086894989015,1.82226539338815
Bernoulli(0.5),0.5,0.25,35,500,0.05,PRECiSE-A-CO96,0.40316164541244504,0.5654034650325774,0.1622418196201324,1.8509714480748984
Bernoulli(0.5),0.5,0.25,35,1000,0.1,PRECiSE-A-CO96,0.43996278727054594,0.558055872619152,0.11809308534860607,1.9053570808643756
Bernoulli(0.5),0.5,0.25,35,2000,0.2,PRECiSE-A-CO96,0.4551688113212585,0.540850805044174,0.08568199372291552,1.9550437041026558
Bernoulli(0.5),0.5,0.25,35,5000,0.5,PRECiSE-A-CO96,0.4744409330368041,0.5303490583419801,0.05590812530517597,2.0170276004328915
Bernoulli(0.5),0.5,0.25,35,10000,1.0,PRECiSE-A-CO96,0.47729580566287033,0.5177096326649189,0.04041382700204854,2.061967838227011
Bernoulli(0.5),0.5,0.25,35,10,0.001,Hedged-CS,0.06614077091217041,0.8762663006782532,0.8101255297660828,1.307086193888683
Bernoulli(0.5),0.5,0.25,35,20,0.002,Hedged-CS,0.2371482253074646,0.826586127281189,0.5894379019737244,1.344946364039854
Bernoulli(0.5),0.5,0.25,35,40,0.004,Hedged-CS,0.29330646991729736,0.7398946285247803,0.4465881586074829,1.4410833754086418
Bernoulli(0.5),0.5,0.25,35,75,0.0075,Hedged-CS,0.3665432929992676,0.7076242566108704,0.3410809636116028,1.5070928933637617
Bernoulli(0.5),0.5,0.25,35,125,0.0125,Hedged-CS,0.38663822412490845,0.6635074019432068,0.27686917781829834,1.5793614254128148
Bernoulli(0.5),0.5,0.25,35,200,0.02,Hedged-CS,0.4223558306694031,0.6437776684761047,0.22142183780670166,1.597671021007549
