distribution,true_mean,true_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
Bernoulli(0.5),0.5,0.25,28,125,0.0125,aGRAPA,0.4006400222565101,0.6445023269442924,0.24386230468778236,1.391078343104379
Bernoulli(0.5),0.5,0.25,28,200,0.02,aGRAPA,0.3945338910967005,0.5884891338615967,0.19395524276489623,1.399485587363235
Bernoulli(0.5),0.5,0.25,28,350,0.035,aGRAPA,0.42607069340701337,0.5863684949812411,0.16029780157422774,1.5300777414146804
Bernoulli(0.5),0.5,0.25,28,500,0.05,aGRAPA,0.4302213196766726,0.5679208027526337,0.13769948307596108,1.5709748089921518
Bernoulli(0.5),0.5,0.25,28,1000,0.1,aGRAPA,0.4516470019735147,0.554717769146,0.10307076717248531,1.6629814987261353
Bernoulli(0.5),0.5,0.25,28,2000,0.2,aGRAPA,0.4520549379304306,0.527049885458731,0.07499494752830038,1.7111926746109296
Bernoulli(0.5),0.5,0.25,28,5000,0.5,aGRAPA,0.4607057719050405,0.5102195002225621,0.049513728317521655,1.7863334903760546
Bernoulli(0.5),0.5,0.25,28,10000,1.0,aGRAPA,0.4734083880443371,0.5097371013318811,0.036328713287544,1.8535398392062437
Bernoulli(0.5),0.5,0.25,28,10,0.001,PRECiSE-A-CO96,0.43924707770347593,0.9996576309204102,0.5604105532169342,0.9041869069733905
Bernoulli(0.5),0.5,0.25,28,20,0.002,PRECiSE-A-CO96,0.5122309565544126,0.9882237434387207,0.475992786884308,1.0860936595451323
Bernoulli(0.5),0.5,0.25,28,40,0.004,PRECiSE-A-CO96,0.4422628760337829,0.8912771224975583,0.4490142464637754,1.4489120533742321
Bernoulli(0.5),0.5,0.25,28,75,0.0075,PRECiSE-A-CO96,0.35472791194915765,0.7295250686009724,0.3747971566518148,1.6560705272490897
Bernoulli(0.5),0.5,0.25,28,125,0.0125,PRECiSE-A-CO96,0.3526834058761597,0.6548204622268676,0.3021370563507079,1.7234984975512462
Bernoulli(0.5),0.5,0.25,28,200,0.02,PRECiSE-A-CO96,0.35340343415737147,0.5986309170722961,0.24522748291492463,1.7694408414667253
Bernoulli(0.5),0.5,0.25,28,350,0.035,PRECiSE-A-CO96,0.4045441150665283,0.5954558849334717,0.19091176986694336,1.8222947961780196
Bernoulli(0.5),0.5,0.25,28,500,0.05,PRECiSE-A-CO96,0.41294953274726875,0.5752623969316484,0.16231286418437962,1.851781975596535
Bernoulli(0.5),0.5,0.25,28,1000,0.1,PRECiSE-A-CO96,0.4419441273808479,0.5600372127294542,0.1180930853486063,1.9053570808643792
Bernoulli(0.5),0.5,0.25,28,2000,0.2,PRECiSE-A-CO96,0.44522979545593266,0.5308878479003908,0.08565805244445812,1.9544974254309937
Bernoulli(0.5),0.5,0.25,28,5000,0.5,PRECiSE-A-CO96,0.45689021787643436,0.5127731542587279,0.05588293638229358,2.016118846072025
Bernoulli(0.5),0.5,0.25,28,10000,1.0,PRECiSE-A-CO96,0.47110536134839065,0.5115135984420776,0.040408237093686905,2.061682633580103
Bernoulli(0.5),0.5,0.25,28,10,0.001,Hedged-CS,0.44355714321136475,1.0,0.5564428567886353,0.8977852802718244
Bernoulli(0.5),0.5,0.25,28,20,0.002,Hedged-CS,0.5550315976142883,1.0,0.44496840238571167,1.0153039580545389
Bernoulli(0.5),0.5,0.25,28,40,0.004,Hedged-CS,0.5685652494430542,0.9287513494491577,0.3601861000061035,1.1622748851885325
Bernoulli(0.5),0.5,0.25,28,75,0.0075,Hedged-CS,0.5685652494430542,0.8207812309265137,0.2522159814834595,1.1144360249882832
Bernoulli(0.5),0.5,0.25,28,125,0.0125,Hedged-CS,0.5685652494430542,0.7514098882675171,0.1828446388244629,1.0430116189835041
Bernoulli(0.5),0.5,0.25,28,200,0.02,Hedged-CS,0.5685652494430542,0.7000027894973755,0.1314375400543213,0.9483886092600771
Bernoulli(0.5),0.5,0.25,28,350,0.035,Hedged-CS,0.5685652494430542,0.665783703327179,0.09721845388412476,0.9279715060469351
Bernoulli(0.5),0.5,0.25,28,500,0.05,Hedged-CS,0.5685652494430542,0.6410173773765564,0.0724521279335022,0.8265860212316134
Bernoulli(0.5),0.5,0.25,28,1000,0.1,Hedged-CS,0.5685652494430542,0.6068568825721741,0.03829163312911987,0.6178112300568379
Bernoulli(0.5),0.5,0.25,28,2000,0.2,Hedged-CS,0.5685652494430542,0.5728010535240173,0.004235804080963135,0.09665020315796553
Bernoulli(0.5),0.5,0.25,28,5000,0.5,Hedged-CS,0.5685652494430542,0.5427563190460205,0.0,0.0
Bernoulli(0.5),0.5,0.25,28,10000,1.0,Hedged-CS,0.5685652494430542,0.5302831530570984,0.0,0.0
Bernoulli(0.5),0.5,0.25,29,10,0.001,Stitched GE,0.0,0.9232247471809387,0.9232247471809387,1.489564612591594
Bernoulli(0.5),0.5,0.25,29,20,0.002,Stitched GE,0.10033458471298218,0.7897630333900452,0.689428448677063,1.5730991885811698
Bernoulli(0.5),0.5,0.25,29,40,0.004,Stitched GE,0.14282643795013428,0.6154601573944092,0.4726337194442749,1.5251290985243877
Bernoulli(0.5),0.5,0.25,29,75,0.0075,Stitched GE,0.22510403394699097,0.5803842544555664,0.35528022050857544,1.5698334196419803
Bernoulli(0.5),0.5,0.25,29,125,0.0125,Stitched GE,0.3464275598526001,0.5856969952583313,0.2392694354057312,1.3648789639131151
Bernoulli(0.5),0.5,0.25,29,200,0.02,Stitched GE,0.39389365911483765,0.5858896970748901,0.1919960379600525,1.385348929606604
Bernoulli(0.5),0.5,0.25,29,350,0.035,Stitched GE,0.3997947573661804,0.5487409830093384,0.14894622564315796,1.4217244546475774
Bernoulli(0.5),0.5,0.25,29,500,0.05,Stitched GE,0.4092816114425659,0.5478243231773376,0.13854271173477173,1.5805949684264542
Bernoulli(0.5),0.5,0.25,29,1000,0.1,Stitched GE,0.42516791820526123,0.5241850018501282,0.09901708364486694,1.5975778843643726
Bernoulli(0.5),0.5,0.25,29,2000,0.2,Stitched GE,0.44616442918777466,0.5171746015548706,0.07101017236709595,1.620270308630855
Bernoulli(0.5),0.5,0.25,29,5000,0.5,Stitched GE,0.463287353515625,0.5088689923286438,0.0455816388130188,1.6444733758638537
Bernoulli(0.5),0.5,0.25,29,10000,1.0,Stitched GE,0.4825250506401062,0.5089751482009888,0.02645009756088257,1.3495195712532253
Bernoulli(0.5),0.5,0.25,29,10,0.001,aGRAPA,0.006053365148050061,0.8350643449940567,0.8290109798460066,1.3375566705714386
Bernoulli(0.5),0.5,0.25,29,20,0.002,aGRAPA,0.15669384766988595,0.7410631436458877,0.5843692959760017,1.333381102992743
Bernoulli(0.5),0.5,0.25,29,40,0.004,aGRAPA,0.17951363396113618,0.6082498535200007,0.42873621955886454,1.3834774311265776
Bernoulli(0.5),0.5,0.25,29,75,0.0075,aGRAPA,0.23583025713389164,0.5765187005011624,0.3406884433672708,1.5053585119885295
Bernoulli(0.5),0.5,0.25,29,125,0.0125,aGRAPA,0.3205525896143313,0.5970498722104717,0.27649728259614037,1.5772400012340748
Bernoulli(0.5),0.5,0.25,29,200,0.02,aGRAPA,0.3712357945358469,0.5963317524768288,0.22509595794098192,1.6241816638799311
Bernoulli(0.5),0.5,0.25,29,350,0.035,aGRAPA,0.3835151821497864,0.5626183648250056,0.17910318267521919,1.7095792364998974
Bernoulli(0.5),0.5,0.25,29,500,0.05,aGRAPA,0.40016706010469355,0.5538394831951381,0.15367242309044454,1.7532056048365618
Bernoulli(0.5),0.5,0.25,29,1000,0.1,aGRAPA,0.41809060385862135,0.5315358208392126,0.11344521698059123,1.8303666707164783
Bernoulli(0.5),0.5,0.25,29,2000,0.2,aGRAPA,0.43977030209940043,0.5228172546639104,0.08304695256450995,1.8949188120109537
Bernoulli(0.5),0.5,0.25,29,5000,0.5,aGRAPA,0.4603826823807376,0.5149244087398794,0.05454172635914184,1.9677312884512395
Bernoulli(0.5),0.5,0.25,29,10000,1.0,aGRAPA,0.47834102041383897,0.5177581306998776,0.03941711028603867,2.0111140101020126
Bernoulli(0.5),0.5,0.25,29,10,0.001,PRECiSE-A-CO96,0.06277124881744384,0.8327602982521057,0.769989049434662,1.242328526854498
Bernoulli(0.5),0.5,0.25,29,20,0.002,PRECiSE-A-CO96,0.15057092607021333,0.7785223722457885,0.6279514461755751,1.4328244103397616
Bernoulli(0.5),0.5,0.25,29,40,0.004,PRECiSE-A-CO96,0.15952236950397491,0.632076770067215,0.47255440056324005,1.5248731465502652
Bernoulli(0.5),0.5,0.25,29,75,0.0075,PRECiSE-A-CO96,0.2252049922943115,0.5942485809326172,0.3690435886383057,1.6306479373372158
Bernoulli(0.5),0.5,0.25,29,125,0.0125,PRECiSE-A-CO96,0.3155430135726929,0.6169222145080566,0.30137920093536374,1.71917541753755
Bernoulli(0.5),0.5,0.25,29,200,0.02,PRECiSE-A-CO96,0.3676659208536148,0.6131478351354601,0.2454819142818453,1.771276693005991
Bernoulli(0.5),0.5,0.25,29,350,0.035,PRECiSE-A-CO96,0.3795845406396048,0.5702457768576485,0.19066123621804376,1.8199033974445866
Bernoulli(0.5),0.5,0.25,29,500,0.05,PRECiSE-A-CO96,0.39730442762374885,0.5594726127386094,0.16216818511486053,1.8501313726420014
Bernoulli(0.5),0.5,0.25,29,1000,0.1,PRECiSE-A-CO96,0.4162600427865982,0.5342061385512351,0.11794609576463694,1.902985497093809
Bernoulli(0.5),0.5,0.25,29,2000,0.2,PRECiSE-A-CO96,0.438778610855341,0.5244027343094351,0.08562412345409409,1.9537232527476145
Bernoulli(0.5),0.5,0.25,29,5000,0.5,PRECiSE-A-CO96,0.4598793701648712,0.5157714933872222,0.05589212322235099,2.0164502846573003
Bernoulli(0.5),0.5,0.25,29,10000,1.0,PRECiSE-A-CO96,0.4779949346423149,0.518408996784687,0.04041406214237209,2.0619798354027448
Bernoulli(0.5),0.5,0.25,29,10,0.001,Hedged-CS,0.023091673851013184,0.8272152543067932,0.80412358045578,1.2974024290995625
Bernoulli(0.5),0.5,0.25,29,20,0.002,Hedged-CS,0.13513004779815674,0.7501122951507568,0.6149822473526001,1.4032320194482648
Bernoulli(0.5),0.5,0.25,29,40,0.004,Hedged-CS,0.17378920316696167,0.6067817807197571,0.4329925775527954,1.397212158809388
Bernoulli(0.5),0.5,0.25,29,75,0.0075,Hedged-CS,0.23684215545654297,0.5703000426292419,0.333457887172699,1.4734097343712735
Bernoulli(0.5),0.5,0.25,29,125,0.0125,Hedged-CS,0.3058817982673645,0.5613505244255066,0.2554687261581421,1.457285547899848
Bernoulli(0.5),0.5,0.25,29,200,0.02,Hedged-CS,0.34623628854751587,0.5613505244255066,0.21511423587799072,1.5521584694300923
Bernoulli(0.5),0.5,0.25,29,350,0.035,Hedged-CS,0.3636493682861328,0.5474056005477905,0.18375623226165771,1.7539936173085549
Bernoulli(0.5),0.5,0.25,29,500,0.05,Hedged-CS,0.38070428371429443,0.5415202379226685,0.16081595420837402,1.834704149223457
Bernoulli(0.5),0.5,0.25,29,1000,0.1,Hedged-CS,0.40197741985321045,0.5250952839851379,0.12311786413192749,1.9864287016651743
Bernoulli(0.5),0.5,0.25,29,2000,0.2,Hedged-CS,0.4242289066314697,0.5184257626533508,0.0941968560218811,2.1493310590716326
Bernoulli(0.5),0.5,0.25,29,5000,0.5,Hedged-CS,0.44537508487701416,0.5100460052490234,0.06467092037200928,2.3331676858008343
Bernoulli(0.5),0.5,0.25,29,10000,1.0,Hedged-CS,0.4610412120819092,0.5087352991104126,0.04769408702850342,2.4334165017678027
Bernoulli(0.5),0.5,0.25,30,10,0.001,Stitched GE,0.17191052436828613,1.0,0.8280894756317139,1.336069881929609
Bernoulli(0.5),0.5,0.25,30,20,0.002,Stitched GE,0.26273125410079956,0.9417812824249268,0.6790500283241272,1.5494182907776546
Bernoulli(0.5),0.5,0.25,30,40,0.004,Stitched GE,0.39315080642700195,0.855005145072937,0.46185433864593506,1.4903454031525187
Bernoulli(0.5),0.5,0.25,30,75,0.0075,Stitched GE,0.3888700008392334,0.7152494192123413,0.3263794183731079,1.4421329667944451
Bernoulli(0.5),0.5,0.25,30,125,0.0125,Stitched GE,0.4021744132041931,0.6760259866714478,0.27385157346725464,1.5621479242685163
Bernoulli(0.5),0.5,0.25,30,200,0.02,Stitched GE,0.45987367630004883,0.6672717332839966,0.20739805698394775,1.4964823196246488
Bernoulli(0.5),0.5,0.25,30,350,0.035,Stitched GE,0.4586321711540222,0.6021777391433716,0.14354556798934937,1.370173990549248
Bernoulli(0.5),0.5,0.25,30,500,0.05,Stitched GE,0.4587388038635254,0.5747552514076233,0.1160164475440979,1.3235991337744906
Bernoulli(0.5),0.5,0.25,30,1000,0.1,Stitched GE,0.46521371603012085,0.5656235814094543,0.1004098653793335,1.6200495348596635
Bernoulli(0.5),0.5,0.25,30,2000,0.2,Stitched GE,0.4702286124229431,0.5412675738334656,0.07103896141052246,1.6209272008861888
Bernoulli(0.5),0.5,0.25,30,5000,0.5,Stitched GE,0.475050687789917,0.5212574005126953,0.04620671272277832,1.6670245045488772
Bernoulli(0.5),0.5,0.25,30,10000,1.0,Stitched GE,0.48112767934799194,0.5125908851623535,0.03146320581436157,1.6052951004477292
Bernoulli(0.5),0.5,0.25,30,10,0.001,aGRAPA,0.2453693490178756,0.9999999925494242,0.7546306435315486,1.2175487123955038
Bernoulli(0.5),0.5,0.25,30,20,0.002,aGRAPA,0.2974855371490137,0.8712374727631439,0.5737519356141302,1.3091550052705156
Bernoulli(0.5),0.5,0.25,30,40,0.004,aGRAPA,0.40837544414671856,0.832602877259842,0.4242274331131234,1.3689281488292468
Bernoulli(0.5),0.5,0.25,30,75,0.0075,aGRAPA,0.37980636292871917,0.723854961015776,0.3440485980870568,1.5202056182156563
Bernoulli(0.5),0.5,0.25,30,125,0.0125,aGRAPA,0.41213850541639374,0.6941366537965968,0.2819981483802031,1.6086189192276967
Bernoulli(0.5),0.5,0.25,30,200,0.02,aGRAPA,0.44247706673405146,0.6756385561210085,0.23316148938695708,1.6823785697854317
Bernoulli(0.5),0.5,0.25,30,350,0.035,aGRAPA,0.4341358024184826,0.6193639406200007,0.18522813820151807,1.7680432829553636
Bernoulli(0.5),0.5,0.25,30,500,0.05,aGRAPA,0.4382412824203925,0.5963129171082324,0.1580716346878399,1.8033949769718356
Bernoulli(0.5),0.5,0.25,30,1000,0.1,aGRAPA,0.46183680362513346,0.578378245862681,0.11654144223754759,1.8803223027492773
Bernoulli(0.5),0.5,0.25,30,2000,0.2,aGRAPA,0.46450332604547356,0.5491932482382903,0.08468992219281674,1.932407172030219
Bernoulli(0.5),0.5,0.25,30,5000,0.5,aGRAPA,0.4711115345882504,0.5264976176086412,0.05538608302039083,1.998193599270145
Bernoulli(0.5),0.5,0.25,30,10000,1.0,aGRAPA,0.47704320046828264,0.5171684452118329,0.04012524474355028,2.047243983055459
Bernoulli(0.5),0.5,0.25,30,10,0.001,PRECiSE-A-CO96,0.23891639113426205,0.9711362659931184,0.7322198748588564,1.1813903576094658
Bernoulli(0.5),0.5,0.25,30,20,0.002,PRECiSE-A-CO96,0.2611716628074645,0.8806826829910278,0.6195110201835633,1.4135655194355765
Bernoulli(0.5),0.5,0.25,30,40,0.004,PRECiSE-A-CO96,0.392032977938652,0.8580673456192016,0.4660343676805496,1.5038338269595701
Bernoulli(0.5),0.5,0.25,30,75,0.0075,PRECiSE-A-CO96,0.35472791194915765,0.7295250686009724,0.3747971566518148,1.6560705272490897
Bernoulli(0.5),0.5,0.25,30,125,0.0125,PRECiSE-A-CO96,0.39850349950790404,0.6990468635559081,0.300543364048004,1.7144075031447843
Bernoulli(0.5),0.5,0.25,30,200,0.02,PRECiSE-A-CO96,0.43566841602325446,0.6794492697715762,0.2437808537483217,1.7590026772796703
Bernoulli(0.5),0.5,0.25,30,350,0.035,PRECiSE-A-CO96,0.42694072263581406,0.6176545696599142,0.1907138470241001,1.8204055791496017
Bernoulli(0.5),0.5,0.25,30,500,0.05,PRECiSE-A-CO96,0.4326221669912338,0.5948833560943603,0.16226118910312648,1.8511924290776383
Bernoulli(0.5),0.5,0.25,30,1000,0.1,PRECiSE-A-CO96,0.4598187065720558,0.5778270019292833,0.11800829535722746,1.9039890480961337
Bernoulli(0.5),0.5,0.25,30,2000,0.2,PRECiSE-A-CO96,0.46313233566284173,0.5488088463544845,0.08567651069164273,1.9549185953685624
Bernoulli(0.5),0.5,0.25,30,5000,0.5,PRECiSE-A-CO96,0.47044911227226266,0.5263575689315796,0.05590845665931693,2.0170395548750086
Bernoulli(0.5),0.5,0.25,30,10000,1.0,PRECiSE-A-CO96,0.47669659696221356,0.5171101637244224,0.04041356676220886,2.061954560440188
Bernoulli(0.5),0.5,0.25,30,10,0.001,Hedged-CS,0.27140772342681885,1.0,0.7285922765731812,1.1755374577044975
Bernoulli(0.5),0.5,0.25,30,20,0.002,Hedged-CS,0.31533926725387573,0.8826436400413513,0.5673043727874756,1.2944433178279695
Bernoulli(0.5),0.5,0.25,30,40,0.004,Hedged-CS,0.41341251134872437,0.8210856318473816,0.4076731204986572,1.3155094805546308
Bernoulli(0.5),0.5,0.25,30,75,0.0075,Hedged-CS,0.4230459928512573,0.7479572296142578,0.3249112367630005,1.435645691611067
Bernoulli(0.5),0.5,0.25,30,125,0.0125,Hedged-CS,0.43674248456954956,0.7153456807136536,0.278603196144104,1.5892528899532763
Bernoulli(0.5),0.5,0.25,30,200,0.02,Hedged-CS,0.46558284759521484,0.6934131383895874,0.22783029079437256,1.6439112641981473
Bernoulli(0.5),0.5,0.25,30,350,0.035,Hedged-CS,0.46558284759521484,0.6482790112495422,0.1826961636543274,1.7438750295018626
Bernoulli(0.5),0.5,0.25,30,500,0.05,Hedged-CS,0.46558284759521484,0.6229458451271057,0.15736299753189087,1.7953103342713421
Bernoulli(0.5),0.5,0.25,30,1000,0.1,Hedged-CS,0.47443336248397827,0.5993008613586426,0.1248674988746643,2.0146579492638717
Bernoulli(0.5),0.5,0.25,30,2000,0.2,Hedged-CS,0.4776034951210022,0.5733067989349365,0.09570330381393433,2.183704340357982
Bernoulli(0.5),0.5,0.25,30,5000,0.5,Hedged-CS,0.4807692766189575,0.5467337369918823,0.0659644603729248,2.3798354263102635
Bernoulli(0.5),0.5,0.25,30,10000,1.0,Hedged-CS,0.4837213158607483,0.5335966348648071,0.04987531900405884,2.544705892428075
Bernoulli(0.5),0.5,0.25,31,10,0.001,Stitched GE,0.006681621074676514,0.9854516983032227,0.9787700772285461,1.5791834819798742
Bernoulli(0.5),0.5,0.25,31,20,0.002,Stitched GE,0.2249886393547058,0.8964863419532776,0.6714977025985718,1.5321858172793976
Bernoulli(0.5),0.5,0.25,31,40,0.004,Stitched GE,0.28743863105773926,0.748149037361145,0.46071040630340576,1.4866540784954756
Bernoulli(0.5),0.5,0.25,31,75,0.0075,Stitched GE,0.31519097089767456,0.6563453674316406,0.34115439653396606,1.507417362470043
Bernoulli(0.5),0.5,0.25,31,125,0.0125,Stitched GE,0.3303110599517822,0.6117008924484253,0.28138983249664307,1.6051488665171305
Bernoulli(0.5),0.5,0.25,31,200,0.02,Stitched GE,0.38836801052093506,0.5810962915420532,0.19272828102111816,1.3906324352020176
Bernoulli(0.5),0.5,0.25,31,350,0.035,Stitched GE,0.41814857721328735,0.5796594619750977,0.1615108847618103,1.5416568870147838
Bernoulli(0.5),0.5,0.25,31,500,0.05,Stitched GE,0.43972015380859375,0.578542172908783,0.1388220191001892,1.5837815078762412
Bernoulli(0.5),0.5,0.25,31,1000,0.1,Stitched GE,0.4704309105873108,0.5671048164367676,0.09667390584945679,1.5597721958176671
Bernoulli(0.5),0.5,0.25,31,2000,0.2,Stitched GE,0.47600042819976807,0.5470368266105652,0.07103639841079712,1.6208687197951344
Bernoulli(0.5),0.5,0.25,31,5000,0.5,Stitched GE,0.48252272605895996,0.5250964760780334,0.042573750019073486,1.5359561490152758
Bernoulli(0.5),0.5,0.25,31,10000,1.0,Stitched GE,0.4836019277572632,0.5140167474746704,0.030414819717407227,1.5518050309758469
Bernoulli(0.5),0.5,0.25,31,10,0.001,aGRAPA,0.07270257375434211,0.916607673468815,0.8439050997144729,1.3615873889414876
Bernoulli(0.5),0.5,0.25,31,20,0.002,aGRAPA,0.23692645881633362,0.8214083736859393,0.5844819148696057,1.3336380704713655
Bernoulli(0.5),0.5,0.25,31,40,0.004,aGRAPA,0.28353932824481665,0.7225759385282478,0.4390366102834311,1.4167154862502755
Bernoulli(0.5),0.5,0.25,31,75,0.0075,aGRAPA,0.30816244985551816,0.650359024648622,0.3421965747931039,1.5120223085547897
Bernoulli(0.5),0.5,0.25,31,125,0.0125,aGRAPA,0.33880336961320645,0.6197042573613282,0.2809008877481217,1.6023597497181505
Bernoulli(0.5),0.5,0.25,31,200,0.02,aGRAPA,0.378620443737639,0.6124143762801426,0.23379393254250364,1.6869419683736657
Bernoulli(0.5),0.5,0.25,31,350,0.035,aGRAPA,0.4122267420284901,0.597249463427806,0.18502272139931597,1.7660825344380706
Bernoulli(0.5),0.5,0.25,31,500,0.05,aGRAPA,0.431595108122909,0.5899387228767937,0.1583436147538847,1.8064979213167223
Bernoulli(0.5),0.5,0.25,31,1000,0.1,aGRAPA,0.4618732242899674,0.5780437368559997,0.11617051256603234,1.8743375876066595
Bernoulli(0.5),0.5,0.25,31,2000,0.2,aGRAPA,0.46866289806798117,0.5538774829429779,0.08521458487499672,1.94437863101483
Bernoulli(0.5),0.5,0.25,31,5000,0.5,aGRAPA,0.4762313682091237,0.5321357394608641,0.055904371251740415,2.0168921634216934
Bernoulli(0.5),0.5,0.25,31,10000,1.0,aGRAPA,0.4780928743169768,0.5185611094876548,0.04046823517067799,2.064743816207148
Bernoulli(0.5),0.5,0.25,31,10,0.001,PRECiSE-A-CO96,0.10889413952827454,0.8911058604717255,0.7822117209434509,1.2620490326212865
Bernoulli(0.5),0.5,0.25,31,20,0.002,PRECiSE-A-CO96,0.22147762775421145,0.8494290739297867,0.6279514461755753,1.432824410339762
Bernoulli(0.5),0.5,0.25,31,40,0.004,PRECiSE-A-CO96,0.2564748227596283,0.7435251772403717,0.4870503544807434,1.5716497522407096
Bernoulli(0.5),0.5,0.25,31,75,0.0075,PRECiSE-A-CO96,0.2821222782135009,0.6576972007751468,0.37557492256164593,1.6595071467044689
Bernoulli(0.5),0.5,0.25,31,125,0.0125,PRECiSE-A-CO96,0.3228952150344848,0.6245777931213379,0.30168257808685306,1.7209059899840369
Bernoulli(0.5),0.5,0.25,31,200,0.02,PRECiSE-A-CO96,0.3724443340301513,0.6179625606536865,0.24551822662353517,1.771538704994499
Bernoulli(0.5),0.5,0.25,31,350,0.035,PRECiSE-A-CO96,0.4101246949604579,0.6010241132123129,0.19089941825185497,1.8221768972977375
Bernoulli(0.5),0.5,0.25,31,500,0.05,PRECiSE-A-CO96,0.4306490783691407,0.5929270839691161,0.1622780055999754,1.851384283776981
Bernoulli(0.5),0.5,0.25,31,1000,0.1,PRECiSE-A-CO96,0.4618094853162765,0.5797989269495012,0.11798944163322467,1.9036848552094519
Bernoulli(0.5),0.5,0.25,31,2000,0.2,PRECiSE-A-CO96,0.4686136079728603,0.5542736704945564,0.08566006252169617,1.9545432902466715
Bernoulli(0.5),0.5,0.25,31,5000,0.5,PRECiSE-A-CO96,0.4762378613710404,0.5321446209788321,0.05590675960779168,2.0169783294315313
Bernoulli(0.5),0.5,0.25,31,10000,1.0,PRECiSE-A-CO96,0.4780947995603086,0.5185088868618011,0.040414087301492485,2.061981119054924
Bernoulli(0.5),0.5,0.25,31,10,0.001,Hedged-CS,0.09211164712905884,0.8297268748283386,0.7376152276992798,1.1900954174424916
Bernoulli(0.5),0.5,0.25,31,20,0.002,Hedged-CS,0.2064247727394104,0.8070476651191711,0.6006228923797607,1.3704676481786027
Bernoulli(0.5),0.5,0.25,31,40,0.004,Hedged-CS,0.2746548056602478,0.723132848739624,0.4484780430793762,1.447181793025402
Bernoulli(0.5),0.5,0.25,31,75,0.0075,Hedged-CS,0.3272054195404053,0.6610124111175537,0.33380699157714844,1.4749522794650154
Bernoulli(0.5),0.5,0.25,31,125,0.0125,Hedged-CS,0.3413223624229431,0.6253131031990051,0.283990740776062,1.6199853833151356
Bernoulli(0.5),0.5,0.25,31,200,0.02,Hedged-CS,0.3769892454147339,0.6055219769477844,0.22853273153305054,1.6489797309007888
Bernoulli(0.5),0.5,0.25,31,350,0.035,Hedged-CS,0.4065541625022888,0.5949590802192688,0.18840491771697998,1.7983663415266915
Bernoulli(0.5),0.5,0.25,31,500,0.05,Hedged-CS,0.42349761724472046,0.5836474895477295,0.16014987230300903,1.8271050074497974
Bernoulli(0.5),0.5,0.25,31,1000,0.1,Hedged-CS,0.4505314826965332,0.5732606053352356,0.12272912263870239,1.9801566040689793
Bernoulli(0.5),0.5,0.25,31,2000,0.2,Hedged-CS,0.4629642367362976,0.5565792322158813,0.09361499547958374,2.1360544913768735
Bernoulli(0.5),0.5,0.25,31,5000,0.5,Hedged-CS,0.4739372730255127,0.5386902689933777,0.06475299596786499,2.336128771354308
Bernoulli(0.5),0.5,0.25,31,10000,1.0,Hedged-CS,0.4786055088043213,0.527622401714325,0.04901689291000366,2.500907837931853
Bernoulli(0.5),0.5,0.25,32,10,0.001,Stitched GE,0.0,0.9360343217849731,0.9360343217849731,1.5102320493027355
Bernoulli(0.5),0.5,0.25,32,20,0.002,Stitched GE,0.057370662689208984,0.7298444509506226,0.6724737882614136,1.5344129948308152
Bernoulli(0.5),0.5,0.25,32,40,0.004,Stitched GE,0.2891698479652405,0.7347884178161621,0.44561856985092163,1.4379546354025916
Bernoulli(0.5),0.5,0.25,32,75,0.0075,Stitched GE,0.2924010753631592,0.6462126970291138,0.3538116216659546,1.5633443008841346
Bernoulli(0.5),0.5,0.25,32,125,0.0125,Stitched GE,0.29723578691482544,0.5705980062484741,0.2733622193336487,1.5593564721896909
Bernoulli(0.5),0.5,0.25,32,200,0.02,Stitched GE,0.3683985471725464,0.5724863409996033,0.20408779382705688,1.4725970896488663
Bernoulli(0.5),0.5,0.25,32,350,0.035,Stitched GE,0.40475404262542725,0.5702714920043945,0.16551744937896729,1.5799004267267915
Bernoulli(0.5),0.5,0.25,32,500,0.05,Stitched GE,0.4362345337867737,0.5723787546157837,0.13614422082901,1.553231257914412
Bernoulli(0.5),0.5,0.25,32,1000,0.1,Stitched GE,0.4563133716583252,0.5567200779914856,0.1004067063331604,1.6199985656519666
Bernoulli(0.5),0.5,0.25,32,2000,0.2,Stitched GE,0.45778822898864746,0.528115451335907,0.07032722234725952,1.604687137902874
Bernoulli(0.5),0.5,0.25,32,5000,0.5,Stitched GE,0.4798617362976074,0.5260490775108337,0.04618734121322632,1.6663256281473675
Bernoulli(0.5),0.5,0.25,32,10000,1.0,Stitched GE,0.48453086614608765,0.515953540802002,0.03142267465591431,1.603227146201275
Bernoulli(0.5),0.5,0.25,32,10,0.001,aGRAPA,0.007561785314177309,0.833317999888243,0.8257562145740657,1.3323053131027625
Bernoulli(0.5),0.5,0.25,32,20,0.002,aGRAPA,0.12982260437848472,0.7014053569373082,0.5715827525588235,1.3042054849675244
Bernoulli(0.5),0.5,0.25,32,40,0.004,aGRAPA,0.28187305456020156,0.7180667729841784,0.43619371842397686,1.407541834603267
Bernoulli(0.5),0.5,0.25,32,75,0.0075,aGRAPA,0.28619174968173605,0.6284029488447194,0.3422111991629833,1.5120869274760036
Bernoulli(0.5),0.5,0.25,32,125,0.0125,aGRAPA,0.2999965018998246,0.5785986918917783,0.2786021899919537,1.5892471504993333
Bernoulli(0.5),0.5,0.25,32,200,0.02,aGRAPA,0.35151361868595254,0.5855277576250363,0.23401413893908374,1.6885308693688947
Bernoulli(0.5),0.5,0.25,32,350,0.035,aGRAPA,0.390397604846948,0.5758294851854009,0.18543188033845287,1.7699880464246733
