distribution,replication,n,component_count,topology_uncertain
"Beta(20,80)",21,5000,1,0
"Beta(20,80)",21,10000,1,0
"Beta(20,80)",22,10,1,0
"Beta(20,80)",22,20,1,0
"Beta(20,80)",22,40,1,0
"Beta(20,80)",22,75,1,0
"Beta(20,80)",22,125,1,0
"Beta(20,80)",22,200,1,0
"Beta(20,80)",22,350,1,0
"Beta(20,80)",22,500,1,0
"Beta(20,80)",22,1000,1,0
"Beta(20,80)",22,2000,1,0
"Beta(20,80)",22,5000,1,0
"Beta(20,80)",22,10000,1,0
"Beta(20,80)",23,10,1,0
"Beta(20,80)",23,20,1,0
"Beta(20,80)",23,40,1,0
"Beta(20,80)",23,75,1,0
"Beta(20,80)",23,125,1,0
"Beta(20,80)",23,200,1,0
"Beta(20,80)",23,350,1,0
"Beta(20,80)",23,500,1,0
"Beta(20,80)",23,1000,1,0
"Beta(20,80)",23,2000,1,0
"Beta(20,80)",23,5000,1,0
"Beta(20,80)",23,10000,1,0
"Beta(20,80)",24,10,1,0
"Beta(20,80)",24,20,1,0
"Beta(20,80)",24,40,1,0
"Beta(20,80)",24,75,1,0
"Beta(20,80)",24,125,1,0
"Beta(20,80)",24,200,1,0
"Beta(20,80)",24,350,1,0
"Beta(20,80)",24,500,1,0
"Beta(20,80)",24,1000,1,0
"Beta(20,80)",24,2000,1,0
"Beta(20,80)",24,5000,1,0
"Beta(20,80)",24,10000,1,0
"Beta(20,80)",25,10,1,0
"Beta(20,80)",25,20,1,0
"Beta(20,80)",25,40,1,0
"Beta(20,80)",25,75,1,0
"Beta(20,80)",25,125,1,0
"Beta(20,80)",25,200,1,0
"Beta(20,80)",25,350,1,0
"Beta(20,80)",25,500,1,0
"Beta(20,80)",25,1000,1,0
"Beta(20,80)",25,2000,1,0
"Beta(20,80)",25,5000,1,0
"Beta(20,80)",25,10000,1,0
"Beta(20,80)",26,10,1,0
"Beta(20,80)",26,20,1,0
"Beta(20,80)",26,40,1,0
"Beta(20,80)",26,75,1,0
"Beta(20,80)",26,125,1,0
"Beta(20,80)",26,200,1,0
"Beta(20,80)",26,350,1,0
"Beta(20,80)",26,500,1,0
"Beta(20,80)",26,1000,1,0
"Beta(20,80)",26,2000,1,0
"Beta(20,80)",26,5000,1,0
"Beta(20,80)",26,10000,1,0
"Beta(20,80)",27,10,1,0
"Beta(20,80)",27,20,1,0
"Beta(20,80)",27,40,1,0
"Beta(20,80)",27,75,1,0
"Beta(20,80)",27,125,1,0
"Beta(20,80)",27,200,1,0
"Beta(20,80)",27,350,1,0
"Beta(20,80)",27,500,1,0
"Beta(20,80)",27,1000,1,0
"Beta(20,80)",27,2000,1,0
"Beta(20,80)",27,5000,1,0
"Beta(20,80)",27,10000,1,0
"Beta(20,80)",28,10,1,0
"Beta(20,80)",28,20,1,0
"Beta(20,80)",28,40,1,0
"Beta(20,80)",28,75,1,0
"Beta(20,80)",28,125,1,0
"Beta(20,80)",28,200,1,0
"Beta(20,80)",28,350,1,0
"Beta(20,80)",28,500,1,0
"Beta(20,80)",28,1000,1,0
"Beta(20,80)",28,2000,1,0
"Beta(20,80)",28,5000,1,0
"Beta(20,80)",28,10000,1,0
"Beta(20,80)",29,10,1,0
"Beta(20,80)",29,20,1,0
"Beta(20,80)",29,40,1,0
"Beta(20,80)",29,75,1,0
"Beta(20,80)",29,125,1,0
"Beta(20,80)",29,200,1,0
"Beta(20,80)",29,350,1,0
"Beta(20,80)",29,500,1,0
"Beta(20,80)",29,1000,1,0
"Beta(20,80)",29,2000,1,0
"Beta(20,80)",29,5000,1,0
"Beta(20,80)",29,10000,1,0
"Beta(20,80)",30,10,1,0
"Beta(20,80)",30,20,1,0
"Beta(20,80)",30,40,1,0
"Beta(20,80)",30,75,1,0
"Beta(20,80)",30,125,1,0
"Beta(20,80)",30,200,1,0
"Beta(20,80)",30,350,1,0
"Beta(20,80)",30,500,1,0
"Beta(20,80)",30,1000,1,0
"Beta(20,80)",30,2000,1,0
"Beta(20,80)",30,5000,1,0
"Beta(20,80)",30,10000,1,0
"Beta(20,80)",31,10,1,0
"Beta(20,80)",31,20,1,0
"Beta(20,80)",31,40,1,0
"Beta(20,80)",31,75,1,0
"Beta(20,80)",31,125,1,0
"Beta(20,80)",31,200,1,0
"Beta(20,80)",31,350,1,0
"Beta(20,80)",31,500,1,0
"Beta(20,80)",31,1000,1,0
"Beta(20,80)",31,2000,1,0
"Beta(20,80)",31,5000,1,0
"Beta(20,80)",31,10000,1,0
"Beta(20,80)",32,10,1,0
"Beta(20,80)",32,20,1,0
"Beta(20,80)",32,40,1,0
"Beta(20,80)",32,75,1,0
"Beta(20,80)",32,125,1,0
"Beta(20,80)",32,200,1,0
"Beta(20,80)",32,350,1,0
"Beta(20,80)",32,500,1,0
"Beta(20,80)",32,1000,1,0
"Beta(20,80)",32,2000,1,0
"Beta(20,80)",32,5000,1,0
"Beta(20,80)",32,10000,1,0
"Beta(20,80)",33,10,1,0
"Beta(20,80)",33,20,1,0
"Beta(20,80)",33,40,1,0
"Beta(20,80)",33,75,1,0
"Beta(20,80)",33,125,1,0
"Beta(20,80)",33,200,1,0
"Beta(20,80)",33,350,1,0
"Beta(20,80)",33,500,1,0
"Beta(20,80)",33,1000,1,0
"Beta(20,80)",33,2000,1,0
"Beta(20,80)",33,5000,1,0
"Beta(20,80)",33,10000,1,0
"Beta(20,80)",34,10,1,0
"Beta(20,80)",34,20,1,0
"Beta(20,80)",34,40,1,0
"Beta(20,80)",34,75,1,0
"Beta(20,80)",34,125,1,0
"Beta(20,80)",34,200,1,0
"Beta(20,80)",34,350,1,0
"Beta(20,80)",34,500,1,0
"Beta(20,80)",34,1000,1,0
"Beta(20,80)",34,2000,1,0
"Beta(20,80)",34,5000,1,0
"Beta(20,80)",34,10000,1,0
"Beta(20,80)",35,10,1,0
"Beta(20,80)",35,20,1,0
"Beta(20,80)",35,40,1,0
"Beta(20,80)",35,75,1,0
"Beta(20,80)",35,125,1,0
"Beta(20,80)",35,200,1,0
"Beta(20,80)",35,350,1,0
"Beta(20,80)",35,500,1,0
"Beta(20,80)",35,1000,1,0
"Beta(20,80)",35,2000,1,0
"Beta(20,80)",35,5000,1,0
"Beta(20,80)",35,10000,1,0
"Beta(20,80)",36,10,1,0
"Beta(20,80)",36,20,1,0
"Beta(20,80)",36,40,1,0
"Beta(20,80)",36,75,1,0
"Beta(20,80)",36,125,1,0
"Beta(20,80)",36,200,1,0
"Beta(20,80)",36,350,1,0
"Beta(20,80)",36,500,1,0
"Beta(20,80)",36,1000,1,0
"Beta(20,80)",36,2000,1,0
"Beta(20,80)",36,5000,1,0
"Beta(20,80)",36,10000,1,0
"Beta(20,80)",37,10,1,0
"Beta(20,80)",37,20,1,0
"Beta(20,80)",37,40,1,0
"Beta(20,80)",37,75,1,0
"Beta(20,80)",37,125,1,0
"Beta(20,80)",37,200,1,0
"Beta(20,80)",37,350,1,0
"Beta(20,80)",37,500,1,0
"Beta(20,80)",37,1000,1,0
"Beta(20,80)",37,2000,1,0
"Beta(20,80)",37,5000,1,0
"Beta(20,80)",37,10000,1,0
"Beta(20,80)",38,10,1,0
"Beta(20,80)",38,20,1,0
"Beta(20,80)",38,40,1,0
"Beta(20,80)",38,75,1,0
"Beta(20,80)",38,125,1,0
"Beta(20,80)",38,200,1,0
"Beta(20,80)",38,350,1,0
"Beta(20,80)",38,500,1,0
"Beta(20,80)",38,1000,1,0
"Beta(20,80)",38,2000,1,0
"Beta(20,80)",38,5000,1,0
"Beta(20,80)",38,10000,1,0
"Beta(20,80)",39,10,1,0
"Beta(20,80)",39,20,1,0
"Beta(20,80)",39,40,1,0
"Beta(20,80)",39,75,1,0
"Beta(20,80)",39,125,1,0
"Beta(20,80)",39,200,1,0
"Beta(20,80)",39,350,1,0
"Beta(20,80)",39,500,1,0
"Beta(20,80)",39,1000,1,0
"Beta(20,80)",39,2000,1,0
"Beta(20,80)",39,5000,1,0
"Beta(20,80)",39,10000,1,0
"Uniform(0.45,0.55)",0,10,1,0
"Uniform(0.45,0.55)",0,20,1,0
"Uniform(0.45,0.55)",0,40,1,0
"Uniform(0.45,0.55)",0,75,1,0
"Uniform(0.45,0.55)",0,125,1,0
"Uniform(0.45,0.55)",0,200,1,0
"Uniform(0.45,0.55)",0,350,1,0
"Uniform(0.45,0.55)",0,500,1,0
"Uniform(0.45,0.55)",0,1000,1,0
"Uniform(0.45,0.55)",0,2000,1,0
"Uniform(0.45,0.55)",0,5000,1,0
"Uniform(0.45,0.55)",0,10000,1,0
"Uniform(0.45,0.55)",1,10,1,0
"Uniform(0.45,0.55)",1,20,1,0
"Uniform(0.45,0.55)",1,40,1,0
"Uniform(0.45,0.55)",1,75,1,0
"Uniform(0.45,0.55)",1,125,1,0
"Uniform(0.45,0.55)",1,200,1,0
"Uniform(0.45,0.55)",1,350,1,0
"Uniform(0.45,0.55)",1,500,1,0
"Uniform(0.45,0.55)",1,1000,1,0
"Uniform(0.45,0.55)",1,2000,1,0
"Uniform(0.45,0.55)",1,5000,1,0
"Uniform(0.45,0.55)",1,10000,1,0
"Uniform(0.45,0.55)",2,10,1,0
"Uniform(0.45,0.55)",2,20,1,0
"Uniform(0.45,0.55)",2,40,1,0
"Uniform(0.45,0.55)",2,75,1,0
"Uniform(0.45,0.55)",2,125,1,0
"Uniform(0.45,0.55)",2,200,1,0
"Uniform(0.45,0.55)",2,350,1,0
"Uniform(0.45,0.55)",2,500,1,0
"Uniform(0.45,0.55)",2,1000,1,0
"Uniform(0.45,0.55)",2,2000,1,0
"Uniform(0.45,0.55)",2,5000,1,0
"Uniform(0.45,0.55)",2,10000,1,0
"Uniform(0.45,0.55)",3,10,1,0
"Uniform(0.45,0.55)",3,20,1,0
"Uniform(0.45,0.55)",3,40,1,0
"Uniform(0.45,0.55)",3,75,1,0
"Uniform(0.45,0.55)",3,125,1,0
"Uniform(0.45,0.55)",3,200,1,0
"Uniform(0.45,0.55)",3,350,1,0
"Uniform(0.45,0.55)",3,500,1,0
"Uniform(0.45,0.55)",3,1000,1,0
"Uniform(0.45,0.55)",3,2000,1,0
"Uniform(0.45,0.55)",3,5000,1,0
"Uniform(0.45,0.55)",3,10000,1,0
"Uniform(0.45,0.55)",4,10,1,0
"Uniform(0.45,0.55)",4,20,1,0
"Uniform(0.45,0.55)",4,40,1,0
"Uniform(0.45,0.55)",4,75,1,0
"Uniform(0.45,0.55)",4,125,1,0
"Uniform(0.45,0.55)",4,200,1,0
"Uniform(0.45,0.55)",4,350,1,0
"Uniform(0.45,0.55)",4,500,1,0
"Uniform(0.45,0.55)",4,1000,1,0
"Uniform(0.45,0.55)",4,2000,1,0
"Uniform(0.45,0.55)",4,5000,1,0
"Uniform(0.45,0.55)",4,10000,1,0
"Uniform(0.45,0.55)",5,10,1,0
"Uniform(0.45,0.55)",5,20,1,0
"Uniform(0.45,0.55)",5,40,1,0
"Uniform(0.45,0.55)",5,75,1,0
"Uniform(0.45,0.55)",5,125,1,0
"Uniform(0.45,0.55)",5,200,1,0
"Uniform(0.45,0.55)",5,350,1,0
"Uniform(0.45,0.55)",5,500,1,0
"Uniform(0.45,0.55)",5,1000,1,0
"Uniform(0.45,0.55)",5,2000,1,0
"Uniform(0.45,0.55)",5,5000,1,0
"Uniform(0.45,0.55)",5,10000,1,0
"Uniform(0.45,0.55)",6,10,1,0
"Uniform(0.45,0.55)",6,20,1,0
"Uniform(0.45,0.55)",6,40,1,0
"Uniform(0.45,0.55)",6,75,1,0
"Uniform(0.45,0.55)",6,125,1,0
"Uniform(0.45,0.55)",6,200,1,0
"Uniform(0.45,0.55)",6,350,1,0
"Uniform(0.45,0.55)",6,500,1,0
"Uniform(0.45,0.55)",6,1000,1,0
"Uniform(0.45,0.55)",6,2000,1,0
"Uniform(0.45,0.55)",6,5000,1,0
"Uniform(0.45,0.55)",6,10000,1,0
"Uniform(0.45,0.55)",7,10,1,0
"Uniform(0.45,0.55)",7,20,1,0
"Uniform(0.45,0.55)",7,40,1,0
"Uniform(0.45,0.55)",7,75,1,0
"Uniform(0.45,0.55)",7,125,1,0
"Uniform(0.45,0.55)",7,200,1,0
"Uniform(0.45,0.55)",7,350,1,0
"Uniform(0.45,0.55)",7,500,1,0
"Uniform(0.45,0.55)",7,1000,1,0
"Uniform(0.45,0.55)",7,2000,1,0
"Uniform(0.45,0.55)",7,5000,1,0
"Uniform(0.45,0.55)",7,10000,1,0
"Uniform(0.45,0.55)",8,10,1,0
"Uniform(0.45,0.55)",8,20,1,0
"Uniform(0.45,0.55)",8,40,1,0
"Uniform(0.45,0.55)",8,75,1,0
"Uniform(0.45,0.55)",8,125,1,0
"Uniform(0.45,0.55)",8,200,1,0
"Uniform(0.45,0.55)",8,350,1,0
"Uniform(0.45,0.55)",8,500,1,0
"Uniform(0.45,0.55)",8,1000,1,0
"Uniform(0.45,0.55)",8,2000,1,0
"Uniform(0.45,0.55)",8,5000,1,0
"Uniform(0.45,0.55)",8,10000,1,0
"Uniform(0.45,0.55)",9,10,1,0
"Uniform(0.45,0.55)",9,20,1,0
"Uniform(0.45,0.55)",9,40,1,0
"Uniform(0.45,0.55)",9,75,1,0
"Uniform(0.45,0.55)",9,125,1,0
"Uniform(0.45,0.55)",9,200,1,0
"Uniform(0.45,0.55)",9,350,1,0
"Uniform(0.45,0.55)",9,500,1,0
"Uniform(0.45,0.55)",9,1000,1,0
"Uniform(0.45,0.55)",9,2000,1,0
"Uniform(0.45,0.55)",9,5000,1,0
"Uniform(0.45,0.55)",9,10000,1,0
"Uniform(0.45,0.55)",10,10,1,0
"Uniform(0.45,0.55)",10,20,1,0
"Uniform(0.45,0.55)",10,40,1,0
"Uniform(0.45,0.55)",10,75,1,0
"Uniform(0.45,0.55)",10,125,1,0
"Uniform(0.45,0.55)",10,200,1,0
"Uniform(0.45,0.55)",10,350,1,0
"Uniform(0.45,0.55)",10,500,1,0
"Uniform(0.45,0.55)",10,1000,1,0
"Uniform(0.45,0.55)",10,2000,1,0
"Uniform(0.45,0.55)",10,5000,1,0
"Uniform(0.45,0.55)",10,10000,1,0
"Uniform(0.45,0.55)",11,10,1,0
"Uniform(0.45,0.55)",11,20,1,0
"Uniform(0.45,0.55)",11,40,1,0
"Uniform(0.45,0.55)",11,75,1,0
"Uniform(0.45,0.55)",11,125,1,0
"Uniform(0.45,0.55)",11,200,1,0
"Uniform(0.45,0.55)",11,350,1,0
"Uniform(0.45,0.55)",11,500,1,0
"Uniform(0.45,0.55)",11,1000,1,0
"Uniform(0.45,0.55)",11,2000,1,0
"Uniform(0.45,0.55)",11,5000,1,0
"Uniform(0.45,0.55)",11,10000,1,0
"Uniform(0.45,0.55)",12,10,1,0
"Uniform(0.45,0.55)",12,20,1,0
"Uniform(0.45,0.55)",12,40,1,0
"Uniform(0.45,0.55)",12,75,1,0
"Uniform(0.45,0.55)",12,125,1,0
"Uniform(0.45,0.55)",12,200,1,0
"Uniform(0.45,0.55)",12,350,1,0
"Uniform(0.45,0.55)",12,500,1,0
"Uniform(0.45,0.55)",12,1000,1,0
"Uniform(0.45,0.55)",12,2000,1,0
"Uniform(0.45,0.55)",12,5000,1,0
"Uniform(0.45,0.55)",12,10000,1,0
"Uniform(0.45,0.55)",13,10,1,0
"Uniform(0.45,0.55)",13,20,1,0
"Uniform(0.45,0.55)",13,40,1,0
"Uniform(0.45,0.55)",13,75,1,0
"Uniform(0.45,0.55)",13,125,1,0
"Uniform(0.45,0.55)",13,200,1,0
"Uniform(0.45,0.55)",13,350,1,0
"Uniform(0.45,0.55)",13,500,1,0
"Uniform(0.45,0.55)",13,1000,1,0
"Uniform(0.45,0.55)",13,2000,1,0
"Uniform(0.45,0.55)",13,5000,1,0
"Uniform(0.45,0.55)",13,10000,1,0
"Uniform(0.45,0.55)",14,10,1,0
"Uniform(0.45,0.55)",14,20,1,0
"Uniform(0.45,0.55)",14,40,1,0
"Uniform(0.45,0.55)",14,75,1,0
"Uniform(0.45,0.55)",14,125,1,0
"Uniform(0.45,0.55)",14,200,1,0
"Uniform(0.45,0.55)",14,350,1,0
"Uniform(0.45,0.55)",14,500,1,0
"Uniform(0.45,0.55)",14,1000,1,0
"Uniform(0.45,0.55)",14,2000,1,0
"Uniform(0.45,0.55)",14,5000,1,0
"Uniform(0.45,0.55)",14,10000,1,0
"Uniform(0.45,0.55)",15,10,1,0
"Uniform(0.45,0.55)",15,20,1,0
"Uniform(0.45,0.55)",15,40,1,0
"Uniform(0.45,0.55)",15,75,1,0
"Uniform(0.45,0.55)",15,125,1,0
"Uniform(0.45,0.55)",15,200,1,0
"Uniform(0.45,0.55)",15,350,1,0
"Uniform(0.45,0.55)",15,500,1,0
"Uniform(0.45,0.55)",15,1000,1,0
"Uniform(0.45,0.55)",15,2000,1,0
"Uniform(0.45,0.55)",15,5000,1,0
"Uniform(0.45,0.55)",15,10000,1,0
"Uniform(0.45,0.55)",16,10,1,0
"Uniform(0.45,0.55)",16,20,1,0
"Uniform(0.45,0.55)",16,40,1,0
"Uniform(0.45,0.55)",16,75,1,0
"Uniform(0.45,0.55)",16,125,1,0
"Uniform(0.45,0.55)",16,200,1,0
"Uniform(0.45,0.55)",16,350,1,0
"Uniform(0.45,0.55)",16,500,1,0
"Uniform(0.45,0.55)",16,1000,1,0
"Uniform(0.45,0.55)",16,2000,1,0
"Uniform(0.45,0.55)",16,5000,1,0
"Uniform(0.45,0.55)",16,10000,1,0
"Uniform(0.45,0.55)",17,10,1,0
"Uniform(0.45,0.55)",17,20,1,0
"Uniform(0.45,0.55)",17,40,1,0
"Uniform(0.45,0.55)",17,75,1,0
"Uniform(0.45,0.55)",17,125,1,0
"Uniform(0.45,0.55)",17,200,1,0
"Uniform(0.45,0.55)",17,350,1,0
"Uniform(0.45,0.55)",17,500,1,0
"Uniform(0.45,0.55)",17,1000,1,0
"Uniform(0.45,0.55)",17,2000,1,0
"Uniform(0.45,0.55)",17,5000,1,0
"Uniform(0.45,0.55)",17,10000,1,0
"Uniform(0.45,0.55)",18,10,1,0
"Uniform(0.45,0.55)",18,20,1,0
"Uniform(0.45,0.55)",18,40,1,0
"Uniform(0.45,0.55)",18,75,1,0
"Uniform(0.45,0.55)",18,125,1,0
"Uniform(0.45,0.55)",18,200,1,0
"Uniform(0.45,0.55)",18,350,1,0
"Uniform(0.45,0.55)",18,500,1,0
"Uniform(0.45,0.55)",18,1000,1,0
"Uniform(0.45,0.55)",18,2000,1,0
"Uniform(0.45,0.55)",18,5000,1,0
"Uniform(0.45,0.55)",18,10000,1,0
"Uniform(0.45,0.55)",19,10,1,0
"Uniform(0.45,0.55)",19,20,1,0
"Uniform(0.45,0.55)",19,40,1,0
"Uniform(0.45,0.55)",19,75,1,0
"Uniform(0.45,0.55)",19,125,1,0
"Uniform(0.45,0.55)",19,200,1,0
"Uniform(0.45,0.55)",19,350,1,0
"Uniform(0.45,0.55)",19,500,1,0
"Uniform(0.45,0.55)",19,1000,1,0
"Uniform(0.45,0.55)",19,2000,1,0
"Uniform(0.45,0.55)",19,5000,1,0
"Uniform(0.45,0.55)",19,10000,1,0
"Uniform(0.45,0.55)",20,10,1,0
"Uniform(0.45,0.55)",20,20,1,0
"Uniform(0.45,0.55)",20,40,1,0
"Uniform(0.45,0.55)",20,75,1,0
"Uniform(0.45,0.55)",20,125,1,0
"Uniform(0.45,0.55)",20,200,1,0
"Uniform(0.45,0.55)",20,350,1,0
"Uniform(0.45,0.55)",20,500,1,0
"Uniform(0.45,0.55)",20,1000,1,0
"Uniform(0.45,0.55)",20,2000,1,0
"Uniform(0.45,0.55)",20,5000,1,0
"Uniform(0.45,0.55)",20,10000,1,0
"Uniform(0.45,0.55)",21,10,1,0
"Uniform(0.45,0.55)",21,20,1,0
"Uniform(0.45,0.55)",21,40,1,0
"Uniform(0.45,0.55)",21,75,1,0
"Uniform(0.45,0.55)",21,125,1,0
"Uniform(0.45,0.55)",21,200,1,0
"Uniform(0.45,0.55)",21,350,1,0
"Uniform(0.45,0.55)",21,500,1,0
"Uniform(0.45,0.55)",21,1000,1,0
"Uniform(0.45,0.55)",21,2000,1,0
"Uniform(0.45,0.55)",21,5000,1,0
"Uniform(0.45,0.55)",21,10000,1,0
"Uniform(0.45,0.55)",22,10,1,0
"Uniform(0.45,0.55)",22,20,1,0
"Uniform(0.45,0.55)",22,40,1,0
"Uniform(0.45,0.55)",22,75,1,0
"Uniform(0.45,0.55)",22,125,1,0
"Uniform(0.45,0.55)",22,200,1,0
"Uniform(0.45,0.55)",22,350,1,0
"Uniform(0.45,0.55)",22,500,1,0
"Uniform(0.45,0.55)",22,1000,1,0
"Uniform(0.45,0.55)",22,2000,1,0
"Uniform(0.45,0.55)",22,5000,1,0
"Uniform(0.45,0.55)",22,10000,1,0
"Uniform(0.45,0.55)",23,10,1,0
"Uniform(0.45,0.55)",23,20,1,0
"Uniform(0.45,0.55)",23,40,1,0
"Uniform(0.45,0.55)",23,75,1,0
"Uniform(0.45,0.55)",23,125,1,0
"Uniform(0.45,0.55)",23,200,1,0
"Uniform(0.45,0.55)",23,350,1,0
"Uniform(0.45,0.55)",23,500,1,0
"Uniform(0.45,0.55)",23,1000,1,0
"Uniform(0.45,0.55)",23,2000,1,0
"Uniform(0.45,0.55)",23,5000,1,0
"Uniform(0.45,0.55)",23,10000,1,0
"Uniform(0.45,0.55)",24,10,1,0
"Uniform(0.45,0.55)",24,20,1,0
"Uniform(0.45,0.55)",24,40,1,0
"Uniform(0.45,0.55)",24,75,1,0
"Uniform(0.45,0.55)",24,125,1,0
"Uniform(0.45,0.55)",24,200,1,0
"Uniform(0.45,0.55)",24,350,1,0
"Uniform(0.45,0.55)",24,500,1,0
"Uniform(0.45,0.55)",24,1000,1,0
"Uniform(0.45,0.55)",24,2000,1,0
"Uniform(0.45,0.55)",24,5000,1,0
"Uniform(0.45,0.55)",24,10000,1,0
"Uniform(0.45,0.55)",25,10,1,0
"Uniform(0.45,0.55)",25,20,1,0
"Uniform(0.45,0.55)",25,40,1,0
"Uniform(0.45,0.55)",25,75,1,0
"Uniform(0.45,0.55)",25,125,1,0
"Uniform(0.45,0.55)",25,200,1,0
"Uniform(0.45,0.55)",25,350,1,0
"Uniform(0.45,0.55)",25,500,1,0
"Uniform(0.45,0.55)",25,1000,1,0
"Uniform(0.45,0.55)",25,2000,1,0
"Uniform(0.45,0.55)",25,5000,1,0
"Uniform(0.45,0.55)",25,10000,1,0
"Uniform(0.45,0.55)",26,10,1,0
"Uniform(0.45,0.55)",26,20,1,0
"Uniform(0.45,0.55)",26,40,1,0
"Uniform(0.45,0.55)",26,75,1,0
"Uniform(0.45,0.55)",26,125,1,0
"Uniform(0.45,0.55)",26,200,1,0
"Uniform(0.45,0.55)",26,350,1,0
"Uniform(0.45,0.55)",26,500,1,0
"Uniform(0.45,0.55)",26,1000,1,0
"Uniform(0.45,0.55)",26,2000,1,0
"Uniform(0.45,0.55)",26,5000,1,0
"Uniform(0.45,0.55)",26,10000,1,0
"Uniform(0.45,0.55)",27,10,1,0
"Uniform(0.45,0.55)",27,20,1,0
"Uniform(0.45,0.55)",27,40,1,0
"Uniform(0.45,0.55)",27,75,1,0
"Uniform(0.45,0.55)",27,125,1,0
"Uniform(0.45,0.55)",27,200,1,0
"Uniform(0.45,0.55)",27,350,1,0
"Uniform(0.45,0.55)",27,500,1,0
"Uniform(0.45,0.55)",27,1000,1,0
"Uniform(0.45,0.55)",27,2000,1,0
"Uniform(0.45,0.55)",27,5000,1,0
"Uniform(0.45,0.55)",27,10000,1,0
"Uniform(0.45,0.55)",28,10,1,0
"Uniform(0.45,0.55)",28,20,1,0
"Uniform(0.45,0.55)",28,40,1,0
"Uniform(0.45,0.55)",28,75,1,0
"Uniform(0.45,0.55)",28,125,1,0
"Uniform(0.45,0.55)",28,200,1,0
"Uniform(0.45,0.55)",28,350,1,0
"Uniform(0.45,0.55)",28,500,1,0
"Uniform(0.45,0.55)",28,1000,1,0
"Uniform(0.45,0.55)",28,2000,1,0
"Uniform(0.45,0.55)",28,5000,1,0
"Uniform(0.45,0.55)",28,10000,1,0
"Uniform(0.45,0.55)",29,10,1,0
"Uniform(0.45,0.55)",29,20,1,0
"Uniform(0.45,0.55)",29,40,1,0
"Uniform(0.45,0.55)",29,75,1,0
"Uniform(0.45,0.55)",29,125,1,0
"Uniform(0.45,0.55)",29,200,1,0
"Uniform(0.45,0.55)",29,350,1,0
"Uniform(0.45,0.55)",29,500,1,0
"Uniform(0.45,0.55)",29,1000,1,0
"Uniform(0.45,0.55)",29,2000,1,0
"Uniform(0.45,0.55)",29,5000,1,0
"Uniform(0.45,0.55)",29,10000,1,0
"Uniform(0.45,0.55)",30,10,1,0
"Uniform(0.45,0.55)",30,20,1,0
"Uniform(0.45,0.55)",30,40,1,0
"Uniform(0.45,0.55)",30,75,1,0
"Uniform(0.45,0.55)",30,125,1,0
"Uniform(0.45,0.55)",30,200,1,0
"Uniform(0.45,0.55)",30,350,1,0
"Uniform(0.45,0.55)",30,500,1,0
"Uniform(0.45,0.55)",30,1000,1,0
"Uniform(0.45,0.55)",30,2000,1,0
"Uniform(0.45,0.55)",30,5000,1,0
"Uniform(0.45,0.55)",30,10000,1,0
"Uniform(0.45,0.55)",31,10,1,0
"Uniform(0.45,0.55)",31,20,1,0
"Uniform(0.45,0.55)",31,40,1,0
"Uniform(0.45,0.55)",31,75,1,0
"Uniform(0.45,0.55)",31,125,1,0
"Uniform(0.45,0.55)",31,200,1,0
"Uniform(0.45,0.55)",31,350,1,0
"Uniform(0.45,0.55)",31,500,1,0
"Uniform(0.45,0.55)",31,1000,1,0
"Uniform(0.45,0.55)",31,2000,1,0
"Uniform(0.45,0.55)",31,5000,1,0
"Uniform(0.45,0.55)",31,10000,1,0
"Uniform(0.45,0.55)",32,10,1,0
"Uniform(0.45,0.55)",32,20,1,0
"Uniform(0.45,0.55)",32,40,1,0
"Uniform(0.45,0.55)",32,75,1,0
"Uniform(0.45,0.55)",32,125,1,0
"Uniform(0.45,0.55)",32,200,1,0
"Uniform(0.45,0.55)",32,350,1,0
"Uniform(0.45,0.55)",32,500,1,0
"Uniform(0.45,0.55)",32,1000,1,0
"Uniform(0.45,0.55)",32,2000,1,0
"Uniform(0.45,0.55)",32,5000,1,0
"Uniform(0.45,0.55)",32,10000,1,0
"Uniform(0.45,0.55)",33,10,1,0
"Uniform(0.45,0.55)",33,20,1,0
"Uniform(0.45,0.55)",33,40,1,0
"Uniform(0.45,0.55)",33,75,1,0
"Uniform(0.45,0.55)",33,125,1,0
"Uniform(0.45,0.55)",33,200,1,0
"Uniform(0.45,0.55)",33,350,1,0
"Uniform(0.45,0.55)",33,500,1,0
"Uniform(0.45,0.55)",33,1000,1,0
"Uniform(0.45,0.55)",33,2000,1,0
"Uniform(0.45,0.55)",33,5000,1,0
"Uniform(0.45,0.55)",33,10000,1,0
"Uniform(0.45,0.55)",34,10,1,0
"Uniform(0.45,0.55)",34,20,1,0
"Uniform(0.45,0.55)",34,40,1,0
"Uniform(0.45,0.55)",34,75,1,0
"Uniform(0.45,0.55)",34,125,1,0
"Uniform(0.45,0.55)",34,200,1,0
"Uniform(0.45,0.55)",34,350,1,0
"Uniform(0.45,0.55)",34,500,1,0
"Uniform(0.45,0.55)",34,1000,1,0
"Uniform(0.45,0.55)",34,2000,1,0
"Uniform(0.45,0.55)",34,5000,1,0
"Uniform(0.45,0.55)",34,10000,1,0
"Uniform(0.45,0.55)",35,10,1,0
"Uniform(0.45,0.55)",35,20,1,0
"Uniform(0.45,0.55)",35,40,1,0
"Uniform(0.45,0.55)",35,75,1,0
"Uniform(0.45,0.55)",35,125,1,0
"Uniform(0.45,0.55)",35,200,1,0
"Uniform(0.45,0.55)",35,350,1,0
