distribution,replication,n,component_count,topology_uncertain
Bernoulli(0.1),33,5000,1,0
Bernoulli(0.1),33,10000,1,0
Bernoulli(0.1),34,10,1,0
Bernoulli(0.1),34,20,1,0
Bernoulli(0.1),34,40,1,0
Bernoulli(0.1),34,75,1,0
Bernoulli(0.1),34,125,1,0
Bernoulli(0.1),34,200,1,0
Bernoulli(0.1),34,350,1,0
Bernoulli(0.1),34,500,1,0
Bernoulli(0.1),34,1000,1,0
Bernoulli(0.1),34,2000,1,0
Bernoulli(0.1),34,5000,1,0
Bernoulli(0.1),34,10000,1,0
Bernoulli(0.1),35,10,1,0
Bernoulli(0.1),35,20,1,0
Bernoulli(0.1),35,40,1,0
Bernoulli(0.1),35,75,1,0
Bernoulli(0.1),35,125,1,0
Bernoulli(0.1),35,200,1,0
Bernoulli(0.1),35,350,1,0
Bernoulli(0.1),35,500,1,0
Bernoulli(0.1),35,1000,1,0
Bernoulli(0.1),35,2000,1,0
Bernoulli(0.1),35,5000,1,0
Bernoulli(0.1),35,10000,1,0
Bernoulli(0.1),36,10,1,0
Bernoulli(0.1),36,20,1,0
Bernoulli(0.1),36,40,1,0
Bernoulli(0.1),36,75,1,0
Bernoulli(0.1),36,125,1,0
Bernoulli(0.1),36,200,1,0
Bernoulli(0.1),36,350,1,0
Bernoulli(0.1),36,500,1,0
Bernoulli(0.1),36,1000,1,0
Bernoulli(0.1),36,2000,1,0
Bernoulli(0.1),36,5000,1,0
Bernoulli(0.1),36,10000,1,0
Bernoulli(0.1),37,10,1,0
Bernoulli(0.1),37,20,1,0
Bernoulli(0.1),37,40,1,0
Bernoulli(0.1),37,75,1,0
Bernoulli(0.1),37,125,1,0
Bernoulli(0.1),37,200,1,0
Bernoulli(0.1),37,350,1,0
Bernoulli(0.1),37,500,1,0
Bernoulli(0.1),37,1000,1,0
Bernoulli(0.1),37,2000,1,0
Bernoulli(0.1),37,5000,1,0
Bernoulli(0.1),37,10000,1,0
Bernoulli(0.1),38,10,1,0
Bernoulli(0.1),38,20,1,0
Bernoulli(0.1),38,40,1,0
Bernoulli(0.1),38,75,1,0
Bernoulli(0.1),38,125,1,0
Bernoulli(0.1),38,200,1,0
Bernoulli(0.1),38,350,1,0
Bernoulli(0.1),38,500,1,0
Bernoulli(0.1),38,1000,1,0
Bernoulli(0.1),38,2000,1,0
Bernoulli(0.1),38,5000,1,0
Bernoulli(0.1),38,10000,1,0
Bernoulli(0.1),39,10,1,0
Bernoulli(0.1),39,20,1,0
Bernoulli(0.1),39,40,1,0
Bernoulli(0.1),39,75,1,0
Bernoulli(0.1),39,125,1,0
Bernoulli(0.1),39,200,1,0
Bernoulli(0.1),39,350,1,0
Bernoulli(0.1),39,500,1,0
Bernoulli(0.1),39,1000,1,0
Bernoulli(0.1),39,2000,1,0
Bernoulli(0.1),39,5000,1,0
Bernoulli(0.1),39,10000,1,0
"Beta(2,2)",0,10,1,0
"Beta(2,2)",0,20,1,0
"Beta(2,2)",0,40,1,0
"Beta(2,2)",0,75,1,0
"Beta(2,2)",0,125,1,0
"Beta(2,2)",0,200,1,0
"Beta(2,2)",0,350,1,0
"Beta(2,2)",0,500,1,0
"Beta(2,2)",0,1000,1,0
"Beta(2,2)",0,2000,1,0
"Beta(2,2)",0,5000,1,0
"Beta(2,2)",0,10000,1,0
"Beta(2,2)",1,10,1,0
"Beta(2,2)",1,20,1,0
"Beta(2,2)",1,40,1,0
"Beta(2,2)",1,75,1,0
"Beta(2,2)",1,125,1,0
"Beta(2,2)",1,200,1,0
"Beta(2,2)",1,350,1,0
"Beta(2,2)",1,500,1,0
"Beta(2,2)",1,1000,1,0
"Beta(2,2)",1,2000,1,0
"Beta(2,2)",1,5000,1,0
"Beta(2,2)",1,10000,1,0
"Beta(2,2)",2,10,1,0
"Beta(2,2)",2,20,1,0
"Beta(2,2)",2,40,1,0
"Beta(2,2)",2,75,1,0
"Beta(2,2)",2,125,1,0
"Beta(2,2)",2,200,1,0
"Beta(2,2)",2,350,1,0
"Beta(2,2)",2,500,1,0
"Beta(2,2)",2,1000,1,0
"Beta(2,2)",2,2000,1,0
"Beta(2,2)",2,5000,1,0
"Beta(2,2)",2,10000,1,0
"Beta(2,2)",3,10,1,0
"Beta(2,2)",3,20,1,0
"Beta(2,2)",3,40,1,0
"Beta(2,2)",3,75,1,0
"Beta(2,2)",3,125,1,0
"Beta(2,2)",3,200,1,0
"Beta(2,2)",3,350,1,0
"Beta(2,2)",3,500,1,0
"Beta(2,2)",3,1000,1,0
"Beta(2,2)",3,2000,1,0
"Beta(2,2)",3,5000,1,0
"Beta(2,2)",3,10000,1,0
"Beta(2,2)",4,10,1,0
"Beta(2,2)",4,20,1,0
"Beta(2,2)",4,40,1,0
"Beta(2,2)",4,75,1,0
"Beta(2,2)",4,125,1,0
"Beta(2,2)",4,200,1,0
"Beta(2,2)",4,350,1,0
"Beta(2,2)",4,500,1,0
"Beta(2,2)",4,1000,1,0
"Beta(2,2)",4,2000,1,0
"Beta(2,2)",4,5000,1,0
"Beta(2,2)",4,10000,1,0
"Beta(2,2)",5,10,1,0
"Beta(2,2)",5,20,1,0
"Beta(2,2)",5,40,1,0
"Beta(2,2)",5,75,1,0
"Beta(2,2)",5,125,1,0
"Beta(2,2)",5,200,1,0
"Beta(2,2)",5,350,1,0
"Beta(2,2)",5,500,1,0
"Beta(2,2)",5,1000,1,0
"Beta(2,2)",5,2000,1,0
"Beta(2,2)",5,5000,1,0
"Beta(2,2)",5,10000,1,0
"Beta(2,2)",6,10,1,0
"Beta(2,2)",6,20,1,0
"Beta(2,2)",6,40,1,0
"Beta(2,2)",6,75,1,0
"Beta(2,2)",6,125,1,0
"Beta(2,2)",6,200,1,0
"Beta(2,2)",6,350,1,0
"Beta(2,2)",6,500,1,0
"Beta(2,2)",6,1000,1,0
"Beta(2,2)",6,2000,1,0
"Beta(2,2)",6,5000,1,0
"Beta(2,2)",6,10000,1,0
"Beta(2,2)",7,10,1,0
"Beta(2,2)",7,20,1,0
"Beta(2,2)",7,40,1,0
"Beta(2,2)",7,75,1,0
"Beta(2,2)",7,125,1,0
"Beta(2,2)",7,200,1,0
"Beta(2,2)",7,350,1,0
"Beta(2,2)",7,500,1,0
"Beta(2,2)",7,1000,1,0
"Beta(2,2)",7,2000,1,0
"Beta(2,2)",7,5000,1,0
"Beta(2,2)",7,10000,1,0
"Beta(2,2)",8,10,1,0
"Beta(2,2)",8,20,1,0
"Beta(2,2)",8,40,1,0
"Beta(2,2)",8,75,1,0
"Beta(2,2)",8,125,1,0
"Beta(2,2)",8,200,1,0
"Beta(2,2)",8,350,1,0
"Beta(2,2)",8,500,1,0
"Beta(2,2)",8,1000,1,0
"Beta(2,2)",8,2000,1,0
"Beta(2,2)",8,5000,1,0
"Beta(2,2)",8,10000,1,0
"Beta(2,2)",9,10,1,0
"Beta(2,2)",9,20,1,0
"Beta(2,2)",9,40,1,0
"Beta(2,2)",9,75,1,0
"Beta(2,2)",9,125,1,0
"Beta(2,2)",9,200,1,0
"Beta(2,2)",9,350,1,0
"Beta(2,2)",9,500,1,0
"Beta(2,2)",9,1000,1,0
"Beta(2,2)",9,2000,1,0
"Beta(2,2)",9,5000,1,0
"Beta(2,2)",9,10000,1,0
"Beta(2,2)",10,10,1,0
"Beta(2,2)",10,20,1,0
"Beta(2,2)",10,40,1,0
"Beta(2,2)",10,75,1,0
"Beta(2,2)",10,125,1,0
"Beta(2,2)",10,200,1,0
"Beta(2,2)",10,350,1,0
"Beta(2,2)",10,500,1,0
"Beta(2,2)",10,1000,1,0
"Beta(2,2)",10,2000,1,0
"Beta(2,2)",10,5000,1,0
"Beta(2,2)",10,10000,1,0
"Beta(2,2)",11,10,1,0
"Beta(2,2)",11,20,1,0
"Beta(2,2)",11,40,1,0
"Beta(2,2)",11,75,1,0
"Beta(2,2)",11,125,1,0
"Beta(2,2)",11,200,1,0
"Beta(2,2)",11,350,1,0
"Beta(2,2)",11,500,1,0
"Beta(2,2)",11,1000,1,0
"Beta(2,2)",11,2000,1,0
"Beta(2,2)",11,5000,1,0
"Beta(2,2)",11,10000,1,0
"Beta(2,2)",12,10,1,0
"Beta(2,2)",12,20,1,0
"Beta(2,2)",12,40,1,0
"Beta(2,2)",12,75,1,0
"Beta(2,2)",12,125,1,0
"Beta(2,2)",12,200,1,0
"Beta(2,2)",12,350,1,0
"Beta(2,2)",12,500,1,0
"Beta(2,2)",12,1000,1,0
"Beta(2,2)",12,2000,1,0
"Beta(2,2)",12,5000,1,0
"Beta(2,2)",12,10000,1,0
"Beta(2,2)",13,10,1,0
"Beta(2,2)",13,20,1,0
"Beta(2,2)",13,40,1,0
"Beta(2,2)",13,75,1,0
"Beta(2,2)",13,125,1,0
"Beta(2,2)",13,200,1,0
"Beta(2,2)",13,350,1,0
"Beta(2,2)",13,500,1,0
"Beta(2,2)",13,1000,1,0
"Beta(2,2)",13,2000,1,0
"Beta(2,2)",13,5000,1,0
"Beta(2,2)",13,10000,1,0
"Beta(2,2)",14,10,1,0
"Beta(2,2)",14,20,1,0
"Beta(2,2)",14,40,1,0
"Beta(2,2)",14,75,1,0
"Beta(2,2)",14,125,1,0
"Beta(2,2)",14,200,1,0
"Beta(2,2)",14,350,1,0
"Beta(2,2)",14,500,1,0
"Beta(2,2)",14,1000,1,0
"Beta(2,2)",14,2000,1,0
"Beta(2,2)",14,5000,1,0
"Beta(2,2)",14,10000,1,0
"Beta(2,2)",15,10,1,0
"Beta(2,2)",15,20,1,0
"Beta(2,2)",15,40,1,0
"Beta(2,2)",15,75,1,0
"Beta(2,2)",15,125,1,0
"Beta(2,2)",15,200,1,0
"Beta(2,2)",15,350,1,0
"Beta(2,2)",15,500,1,0
"Beta(2,2)",15,1000,1,0
"Beta(2,2)",15,2000,1,0
"Beta(2,2)",15,5000,1,0
"Beta(2,2)",15,10000,1,0
"Beta(2,2)",16,10,1,0
"Beta(2,2)",16,20,1,0
"Beta(2,2)",16,40,1,0
"Beta(2,2)",16,75,1,0
"Beta(2,2)",16,125,1,0
"Beta(2,2)",16,200,1,0
"Beta(2,2)",16,350,1,0
"Beta(2,2)",16,500,1,0
"Beta(2,2)",16,1000,1,0
"Beta(2,2)",16,2000,1,0
"Beta(2,2)",16,5000,1,0
"Beta(2,2)",16,10000,1,0
"Beta(2,2)",17,10,1,0
"Beta(2,2)",17,20,1,0
"Beta(2,2)",17,40,1,0
"Beta(2,2)",17,75,1,0
"Beta(2,2)",17,125,1,0
"Beta(2,2)",17,200,1,0
"Beta(2,2)",17,350,1,0
"Beta(2,2)",17,500,1,0
"Beta(2,2)",17,1000,1,0
"Beta(2,2)",17,2000,1,0
"Beta(2,2)",17,5000,1,0
"Beta(2,2)",17,10000,1,0
"Beta(2,2)",18,10,1,0
"Beta(2,2)",18,20,1,0
"Beta(2,2)",18,40,1,0
"Beta(2,2)",18,75,1,0
"Beta(2,2)",18,125,1,0
"Beta(2,2)",18,200,1,0
"Beta(2,2)",18,350,1,0
"Beta(2,2)",18,500,1,0
"Beta(2,2)",18,1000,1,0
"Beta(2,2)",18,2000,1,0
"Beta(2,2)",18,5000,1,0
"Beta(2,2)",18,10000,1,0
"Beta(2,2)",19,10,1,0
"Beta(2,2)",19,20,1,0
"Beta(2,2)",19,40,1,0
"Beta(2,2)",19,75,1,0
"Beta(2,2)",19,125,1,0
"Beta(2,2)",19,200,1,0
"Beta(2,2)",19,350,1,0
"Beta(2,2)",19,500,1,0
"Beta(2,2)",19,1000,1,0
"Beta(2,2)",19,2000,1,0
"Beta(2,2)",19,5000,1,0
"Beta(2,2)",19,10000,1,0
"Beta(2,2)",20,10,1,0
"Beta(2,2)",20,20,1,0
"Beta(2,2)",20,40,1,0
"Beta(2,2)",20,75,1,0
"Beta(2,2)",20,125,1,0
"Beta(2,2)",20,200,1,0
"Beta(2,2)",20,350,1,0
"Beta(2,2)",20,500,1,0
"Beta(2,2)",20,1000,1,0
"Beta(2,2)",20,2000,1,0
"Beta(2,2)",20,5000,1,0
"Beta(2,2)",20,10000,1,0
"Beta(2,2)",21,10,1,0
"Beta(2,2)",21,20,1,0
"Beta(2,2)",21,40,1,0
"Beta(2,2)",21,75,1,0
"Beta(2,2)",21,125,1,0
"Beta(2,2)",21,200,1,0
"Beta(2,2)",21,350,1,0
"Beta(2,2)",21,500,1,0
"Beta(2,2)",21,1000,1,0
"Beta(2,2)",21,2000,1,0
"Beta(2,2)",21,5000,1,0
"Beta(2,2)",21,10000,1,0
"Beta(2,2)",22,10,1,0
"Beta(2,2)",22,20,1,0
"Beta(2,2)",22,40,1,0
"Beta(2,2)",22,75,1,0
"Beta(2,2)",22,125,1,0
"Beta(2,2)",22,200,1,0
"Beta(2,2)",22,350,1,0
"Beta(2,2)",22,500,1,0
"Beta(2,2)",22,1000,1,0
"Beta(2,2)",22,2000,1,0
"Beta(2,2)",22,5000,1,0
"Beta(2,2)",22,10000,1,0
"Beta(2,2)",23,10,1,0
"Beta(2,2)",23,20,1,0
"Beta(2,2)",23,40,1,0
"Beta(2,2)",23,75,1,0
"Beta(2,2)",23,125,1,0
"Beta(2,2)",23,200,1,0
"Beta(2,2)",23,350,1,0
"Beta(2,2)",23,500,1,0
"Beta(2,2)",23,1000,1,0
"Beta(2,2)",23,2000,1,0
"Beta(2,2)",23,5000,1,0
"Beta(2,2)",23,10000,1,0
"Beta(2,2)",24,10,1,0
"Beta(2,2)",24,20,1,0
"Beta(2,2)",24,40,1,0
"Beta(2,2)",24,75,1,0
"Beta(2,2)",24,125,1,0
"Beta(2,2)",24,200,1,0
"Beta(2,2)",24,350,1,0
"Beta(2,2)",24,500,1,0
"Beta(2,2)",24,1000,1,0
"Beta(2,2)",24,2000,1,0
"Beta(2,2)",24,5000,1,0
"Beta(2,2)",24,10000,1,0
"Beta(2,2)",25,10,1,0
"Beta(2,2)",25,20,1,0
"Beta(2,2)",25,40,1,0
"Beta(2,2)",25,75,1,0
"Beta(2,2)",25,125,1,0
"Beta(2,2)",25,200,1,0
"Beta(2,2)",25,350,1,0
"Beta(2,2)",25,500,1,0
"Beta(2,2)",25,1000,1,0
"Beta(2,2)",25,2000,1,0
"Beta(2,2)",25,5000,1,0
"Beta(2,2)",25,10000,1,0
"Beta(2,2)",26,10,1,0
"Beta(2,2)",26,20,1,0
"Beta(2,2)",26,40,1,0
"Beta(2,2)",26,75,1,0
"Beta(2,2)",26,125,1,0
"Beta(2,2)",26,200,1,0
"Beta(2,2)",26,350,1,0
"Beta(2,2)",26,500,1,0
"Beta(2,2)",26,1000,1,0
"Beta(2,2)",26,2000,1,0
"Beta(2,2)",26,5000,1,0
"Beta(2,2)",26,10000,1,0
"Beta(2,2)",27,10,1,0
"Beta(2,2)",27,20,1,0
"Beta(2,2)",27,40,1,0
"Beta(2,2)",27,75,1,0
"Beta(2,2)",27,125,1,0
"Beta(2,2)",27,200,1,0
"Beta(2,2)",27,350,1,0
"Beta(2,2)",27,500,1,0
"Beta(2,2)",27,1000,1,0
"Beta(2,2)",27,2000,1,0
"Beta(2,2)",27,5000,1,0
"Beta(2,2)",27,10000,1,0
"Beta(2,2)",28,10,1,0
"Beta(2,2)",28,20,1,0
"Beta(2,2)",28,40,1,0
"Beta(2,2)",28,75,1,0
"Beta(2,2)",28,125,1,0
"Beta(2,2)",28,200,1,0
"Beta(2,2)",28,350,1,0
"Beta(2,2)",28,500,1,0
"Beta(2,2)",28,1000,1,0
"Beta(2,2)",28,2000,1,0
"Beta(2,2)",28,5000,1,0
"Beta(2,2)",28,10000,1,0
"Beta(2,2)",29,10,1,0
"Beta(2,2)",29,20,1,0
"Beta(2,2)",29,40,1,0
"Beta(2,2)",29,75,1,0
"Beta(2,2)",29,125,1,0
"Beta(2,2)",29,200,1,0
"Beta(2,2)",29,350,1,0
"Beta(2,2)",29,500,1,0
"Beta(2,2)",29,1000,1,0
"Beta(2,2)",29,2000,1,0
"Beta(2,2)",29,5000,1,0
"Beta(2,2)",29,10000,1,0
"Beta(2,2)",30,10,1,0
"Beta(2,2)",30,20,1,0
"Beta(2,2)",30,40,1,0
"Beta(2,2)",30,75,1,0
"Beta(2,2)",30,125,1,0
"Beta(2,2)",30,200,1,0
"Beta(2,2)",30,350,1,0
"Beta(2,2)",30,500,1,0
"Beta(2,2)",30,1000,1,0
"Beta(2,2)",30,2000,1,0
"Beta(2,2)",30,5000,1,0
"Beta(2,2)",30,10000,1,0
"Beta(2,2)",31,10,1,0
"Beta(2,2)",31,20,1,0
"Beta(2,2)",31,40,1,0
"Beta(2,2)",31,75,1,0
"Beta(2,2)",31,125,1,0
"Beta(2,2)",31,200,1,0
"Beta(2,2)",31,350,1,0
"Beta(2,2)",31,500,1,0
"Beta(2,2)",31,1000,1,0
"Beta(2,2)",31,2000,1,0
"Beta(2,2)",31,5000,1,0
"Beta(2,2)",31,10000,1,0
"Beta(2,2)",32,10,1,0
"Beta(2,2)",32,20,1,0
"Beta(2,2)",32,40,1,0
"Beta(2,2)",32,75,1,0
"Beta(2,2)",32,125,1,0
"Beta(2,2)",32,200,1,0
"Beta(2,2)",32,350,1,0
"Beta(2,2)",32,500,1,0
"Beta(2,2)",32,1000,1,0
"Beta(2,2)",32,2000,1,0
"Beta(2,2)",32,5000,1,0
"Beta(2,2)",32,10000,1,0
"Beta(2,2)",33,10,1,0
"Beta(2,2)",33,20,1,0
"Beta(2,2)",33,40,1,0
"Beta(2,2)",33,75,1,0
"Beta(2,2)",33,125,1,0
"Beta(2,2)",33,200,1,0
"Beta(2,2)",33,350,1,0
"Beta(2,2)",33,500,1,0
"Beta(2,2)",33,1000,1,0
"Beta(2,2)",33,2000,1,0
"Beta(2,2)",33,5000,1,0
"Beta(2,2)",33,10000,1,0
"Beta(2,2)",34,10,1,0
"Beta(2,2)",34,20,1,0
"Beta(2,2)",34,40,1,0
"Beta(2,2)",34,75,1,0
"Beta(2,2)",34,125,1,0
"Beta(2,2)",34,200,1,0
"Beta(2,2)",34,350,1,0
"Beta(2,2)",34,500,1,0
"Beta(2,2)",34,1000,1,0
"Beta(2,2)",34,2000,1,0
"Beta(2,2)",34,5000,1,0
"Beta(2,2)",34,10000,1,0
"Beta(2,2)",35,10,1,0
"Beta(2,2)",35,20,1,0
"Beta(2,2)",35,40,1,0
"Beta(2,2)",35,75,1,0
"Beta(2,2)",35,125,1,0
"Beta(2,2)",35,200,1,0
"Beta(2,2)",35,350,1,0
"Beta(2,2)",35,500,1,0
"Beta(2,2)",35,1000,1,0
"Beta(2,2)",35,2000,1,0
"Beta(2,2)",35,5000,1,0
"Beta(2,2)",35,10000,1,0
"Beta(2,2)",36,10,1,0
"Beta(2,2)",36,20,1,0
"Beta(2,2)",36,40,1,0
"Beta(2,2)",36,75,1,0
"Beta(2,2)",36,125,1,0
"Beta(2,2)",36,200,1,0
"Beta(2,2)",36,350,1,0
"Beta(2,2)",36,500,1,0
"Beta(2,2)",36,1000,1,0
"Beta(2,2)",36,2000,1,0
"Beta(2,2)",36,5000,1,0
"Beta(2,2)",36,10000,1,0
"Beta(2,2)",37,10,1,0
"Beta(2,2)",37,20,1,0
"Beta(2,2)",37,40,1,0
"Beta(2,2)",37,75,1,0
"Beta(2,2)",37,125,1,0
"Beta(2,2)",37,200,1,0
"Beta(2,2)",37,350,1,0
"Beta(2,2)",37,500,1,0
"Beta(2,2)",37,1000,1,0
"Beta(2,2)",37,2000,1,0
"Beta(2,2)",37,5000,1,0
"Beta(2,2)",37,10000,1,0
"Beta(2,2)",38,10,1,0
"Beta(2,2)",38,20,1,0
"Beta(2,2)",38,40,1,0
"Beta(2,2)",38,75,1,0
"Beta(2,2)",38,125,1,0
"Beta(2,2)",38,200,1,0
"Beta(2,2)",38,350,1,0
"Beta(2,2)",38,500,1,0
"Beta(2,2)",38,1000,1,0
"Beta(2,2)",38,2000,1,0
"Beta(2,2)",38,5000,1,0
"Beta(2,2)",38,10000,1,0
"Beta(2,2)",39,10,1,0
"Beta(2,2)",39,20,1,0
"Beta(2,2)",39,40,1,0
"Beta(2,2)",39,75,1,0
"Beta(2,2)",39,125,1,0
"Beta(2,2)",39,200,1,0
"Beta(2,2)",39,350,1,0
"Beta(2,2)",39,500,1,0
"Beta(2,2)",39,1000,1,0
"Beta(2,2)",39,2000,1,0
"Beta(2,2)",39,5000,1,0
"Beta(2,2)",39,10000,1,0
"Beta(1,5)",0,10,1,0
"Beta(1,5)",0,20,1,0
"Beta(1,5)",0,40,1,0
"Beta(1,5)",0,75,1,0
"Beta(1,5)",0,125,1,0
"Beta(1,5)",0,200,1,0
"Beta(1,5)",0,350,1,0
"Beta(1,5)",0,500,1,0
"Beta(1,5)",0,1000,1,0
"Beta(1,5)",0,2000,1,0
"Beta(1,5)",0,5000,1,0
"Beta(1,5)",0,10000,1,0
"Beta(1,5)",1,10,1,0
"Beta(1,5)",1,20,1,0
"Beta(1,5)",1,40,1,0
"Beta(1,5)",1,75,1,0
"Beta(1,5)",1,125,1,0
"Beta(1,5)",1,200,1,0
"Beta(1,5)",1,350,1,0
"Beta(1,5)",1,500,1,0
"Beta(1,5)",1,1000,1,0
"Beta(1,5)",1,2000,1,0
"Beta(1,5)",1,5000,1,0
"Beta(1,5)",1,10000,1,0
"Beta(1,5)",2,10,1,0
"Beta(1,5)",2,20,1,0
"Beta(1,5)",2,40,1,0
"Beta(1,5)",2,75,1,0
"Beta(1,5)",2,125,1,0
"Beta(1,5)",2,200,1,0
"Beta(1,5)",2,350,1,0
"Beta(1,5)",2,500,1,0
"Beta(1,5)",2,1000,1,0
"Beta(1,5)",2,2000,1,0
"Beta(1,5)",2,5000,1,0
"Beta(1,5)",2,10000,1,0
"Beta(1,5)",3,10,1,0
"Beta(1,5)",3,20,1,0
"Beta(1,5)",3,40,1,0
"Beta(1,5)",3,75,1,0
"Beta(1,5)",3,125,1,0
"Beta(1,5)",3,200,1,0
"Beta(1,5)",3,350,1,0
"Beta(1,5)",3,500,1,0
"Beta(1,5)",3,1000,1,0
"Beta(1,5)",3,2000,1,0
"Beta(1,5)",3,5000,1,0
"Beta(1,5)",3,10000,1,0
"Beta(1,5)",4,10,1,0
"Beta(1,5)",4,20,1,0
"Beta(1,5)",4,40,1,0
"Beta(1,5)",4,75,1,0
"Beta(1,5)",4,125,1,0
"Beta(1,5)",4,200,1,0
"Beta(1,5)",4,350,1,0
"Beta(1,5)",4,500,1,0
"Beta(1,5)",4,1000,1,0
"Beta(1,5)",4,2000,1,0
"Beta(1,5)",4,5000,1,0
"Beta(1,5)",4,10000,1,0
"Beta(1,5)",5,10,1,0
"Beta(1,5)",5,20,1,0
"Beta(1,5)",5,40,1,0
"Beta(1,5)",5,75,1,0
"Beta(1,5)",5,125,1,0
"Beta(1,5)",5,200,1,0
"Beta(1,5)",5,350,1,0
"Beta(1,5)",5,500,1,0
"Beta(1,5)",5,1000,1,0
"Beta(1,5)",5,2000,1,0
"Beta(1,5)",5,5000,1,0
"Beta(1,5)",5,10000,1,0
"Beta(1,5)",6,10,1,0
"Beta(1,5)",6,20,1,0
"Beta(1,5)",6,40,1,0
"Beta(1,5)",6,75,1,0
"Beta(1,5)",6,125,1,0
"Beta(1,5)",6,200,1,0
"Beta(1,5)",6,350,1,0
"Beta(1,5)",6,500,1,0
"Beta(1,5)",6,1000,1,0
"Beta(1,5)",6,2000,1,0
"Beta(1,5)",6,5000,1,0
"Beta(1,5)",6,10000,1,0
"Beta(1,5)",7,10,1,0
"Beta(1,5)",7,20,1,0
"Beta(1,5)",7,40,1,0
"Beta(1,5)",7,75,1,0
"Beta(1,5)",7,125,1,0
"Beta(1,5)",7,200,1,0
"Beta(1,5)",7,350,1,0
"Beta(1,5)",7,500,1,0
"Beta(1,5)",7,1000,1,0
"Beta(1,5)",7,2000,1,0
"Beta(1,5)",7,5000,1,0
"Beta(1,5)",7,10000,1,0
"Beta(1,5)",8,10,1,0
"Beta(1,5)",8,20,1,0
"Beta(1,5)",8,40,1,0
"Beta(1,5)",8,75,1,0
"Beta(1,5)",8,125,1,0
"Beta(1,5)",8,200,1,0
"Beta(1,5)",8,350,1,0
"Beta(1,5)",8,500,1,0
"Beta(1,5)",8,1000,1,0
"Beta(1,5)",8,2000,1,0
"Beta(1,5)",8,5000,1,0
"Beta(1,5)",8,10000,1,0
"Beta(1,5)",9,10,1,0
"Beta(1,5)",9,20,1,0
"Beta(1,5)",9,40,1,0
"Beta(1,5)",9,75,1,0
"Beta(1,5)",9,125,1,0
"Beta(1,5)",9,200,1,0
"Beta(1,5)",9,350,1,0
"Beta(1,5)",9,500,1,0
"Beta(1,5)",9,1000,1,0
"Beta(1,5)",9,2000,1,0
"Beta(1,5)",9,5000,1,0
"Beta(1,5)",9,10000,1,0
"Beta(1,5)",10,10,1,0
"Beta(1,5)",10,20,1,0
"Beta(1,5)",10,40,1,0
"Beta(1,5)",10,75,1,0
"Beta(1,5)",10,125,1,0
"Beta(1,5)",10,200,1,0
"Beta(1,5)",10,350,1,0
"Beta(1,5)",10,500,1,0
"Beta(1,5)",10,1000,1,0
"Beta(1,5)",10,2000,1,0
"Beta(1,5)",10,5000,1,0
"Beta(1,5)",10,10000,1,0
"Beta(1,5)",11,10,1,0
"Beta(1,5)",11,20,1,0
"Beta(1,5)",11,40,1,0
"Beta(1,5)",11,75,1,0
"Beta(1,5)",11,125,1,0
"Beta(1,5)",11,200,1,0
"Beta(1,5)",11,350,1,0
"Beta(1,5)",11,500,1,0
"Beta(1,5)",11,1000,1,0
"Beta(1,5)",11,2000,1,0
"Beta(1,5)",11,5000,1,0
"Beta(1,5)",11,10000,1,0
"Beta(1,5)",12,10,1,0
"Beta(1,5)",12,20,1,0
"Beta(1,5)",12,40,1,0
"Beta(1,5)",12,75,1,0
"Beta(1,5)",12,125,1,0
"Beta(1,5)",12,200,1,0
"Beta(1,5)",12,350,1,0
"Beta(1,5)",12,500,1,0
"Beta(1,5)",12,1000,1,0
"Beta(1,5)",12,2000,1,0
"Beta(1,5)",12,5000,1,0
"Beta(1,5)",12,10000,1,0
"Beta(1,5)",13,10,1,0
"Beta(1,5)",13,20,1,0
"Beta(1,5)",13,40,1,0
"Beta(1,5)",13,75,1,0
"Beta(1,5)",13,125,1,0
"Beta(1,5)",13,200,1,0
"Beta(1,5)",13,350,1,0
"Beta(1,5)",13,500,1,0
"Beta(1,5)",13,1000,1,0
"Beta(1,5)",13,2000,1,0
"Beta(1,5)",13,5000,1,0
"Beta(1,5)",13,10000,1,0
"Beta(1,5)",14,10,1,0
"Beta(1,5)",14,20,1,0
"Beta(1,5)",14,40,1,0
"Beta(1,5)",14,75,1,0
"Beta(1,5)",14,125,1,0
"Beta(1,5)",14,200,1,0
"Beta(1,5)",14,350,1,0
"Beta(1,5)",14,500,1,0
"Beta(1,5)",14,1000,1,0
"Beta(1,5)",14,2000,1,0
"Beta(1,5)",14,5000,1,0
"Beta(1,5)",14,10000,1,0
"Beta(1,5)",15,10,1,0
"Beta(1,5)",15,20,1,0
"Beta(1,5)",15,40,1,0
"Beta(1,5)",15,75,1,0
"Beta(1,5)",15,125,1,0
"Beta(1,5)",15,200,1,0
"Beta(1,5)",15,350,1,0
"Beta(1,5)",15,500,1,0
"Beta(1,5)",15,1000,1,0
"Beta(1,5)",15,2000,1,0
"Beta(1,5)",15,5000,1,0
"Beta(1,5)",15,10000,1,0
"Beta(1,5)",16,10,1,0
"Beta(1,5)",16,20,1,0
"Beta(1,5)",16,40,1,0
"Beta(1,5)",16,75,1,0
"Beta(1,5)",16,125,1,0
"Beta(1,5)",16,200,1,0
"Beta(1,5)",16,350,1,0
"Beta(1,5)",16,500,1,0
"Beta(1,5)",16,1000,1,0
"Beta(1,5)",16,2000,1,0
"Beta(1,5)",16,5000,1,0
"Beta(1,5)",16,10000,1,0
