distribution,replication,method,simultaneously_covered
"Beta(2,2)",22,Stitched GE,1
"Beta(2,2)",22,aGRAPA,1
"Beta(2,2)",22,PRECiSE-A-CO96,1
"Beta(2,2)",22,Hedged-CS,1
"Beta(2,2)",23,Stitched GE,1
"Beta(2,2)",23,aGRAPA,1
"Beta(2,2)",23,PRECiSE-A-CO96,1
"Beta(2,2)",23,Hedged-CS,1
"Beta(2,2)",24,Stitched GE,1
"Beta(2,2)",24,aGRAPA,1
"Beta(2,2)",24,PRECiSE-A-CO96,1
"Beta(2,2)",24,Hedged-CS,1
"Beta(2,2)",25,Stitched GE,1
"Beta(2,2)",25,aGRAPA,1
"Beta(2,2)",25,PRECiSE-A-CO96,1
"Beta(2,2)",25,Hedged-CS,1
"Beta(2,2)",26,Stitched GE,1
"Beta(2,2)",26,aGRAPA,1
"Beta(2,2)",26,PRECiSE-A-CO96,1
"Beta(2,2)",26,Hedged-CS,1
"Beta(2,2)",27,Stitched GE,1
"Beta(2,2)",27,aGRAPA,1
"Beta(2,2)",27,PRECiSE-A-CO96,1
"Beta(2,2)",27,Hedged-CS,1
"Beta(2,2)",28,Stitched GE,1
"Beta(2,2)",28,aGRAPA,1
"Beta(2,2)",28,PRECiSE-A-CO96,1
"Beta(2,2)",28,Hedged-CS,1
"Beta(2,2)",29,Stitched GE,1
"Beta(2,2)",29,aGRAPA,1
"Beta(2,2)",29,PRECiSE-A-CO96,1
"Beta(2,2)",29,Hedged-CS,1
"Beta(2,2)",30,Stitched GE,1
"Beta(2,2)",30,aGRAPA,0
"Beta(2,2)",30,PRECiSE-A-CO96,1
"Beta(2,2)",30,Hedged-CS,0
"Beta(2,2)",31,Stitched GE,1
"Beta(2,2)",31,aGRAPA,1
"Beta(2,2)",31,PRECiSE-A-CO96,1
"Beta(2,2)",31,Hedged-CS,1
"Beta(2,2)",32,Stitched GE,1
"Beta(2,2)",32,aGRAPA,1
"Beta(2,2)",32,PRECiSE-A-CO96,1
"Beta(2,2)",32,Hedged-CS,1
"Beta(2,2)",33,Stitched GE,1
"Beta(2,2)",33,aGRAPA,1
"Beta(2,2)",33,PRECiSE-A-CO96,1
"Beta(2,2)",33,Hedged-CS,1
"Beta(2,2)",34,Stitched GE,1
"Beta(2,2)",34,aGRAPA,1
"Beta(2,2)",34,PRECiSE-A-CO96,1
"Beta(2,2)",34,Hedged-CS,1
"Beta(2,2)",35,Stitched GE,1
"Beta(2,2)",35,aGRAPA,1
"Beta(2,2)",35,PRECiSE-A-CO96,1
"Beta(2,2)",35,Hedged-CS,1
"Beta(2,2)",36,Stitched GE,1
"Beta(2,2)",36,aGRAPA,1
"Beta(2,2)",36,PRECiSE-A-CO96,1
"Beta(2,2)",36,Hedged-CS,1
"Beta(2,2)",37,Stitched GE,1
"Beta(2,2)",37,aGRAPA,1
"Beta(2,2)",37,PRECiSE-A-CO96,1
"Beta(2,2)",37,Hedged-CS,1
"Beta(2,2)",38,Stitched GE,1
"Beta(2,2)",38,aGRAPA,1
"Beta(2,2)",38,PRECiSE-A-CO96,1
"Beta(2,2)",38,Hedged-CS,1
"Beta(2,2)",39,Stitched GE,1
"Beta(2,2)",39,aGRAPA,1
"Beta(2,2)",39,PRECiSE-A-CO96,1
"Beta(2,2)",39,Hedged-CS,1
"Beta(1,5)",0,Stitched GE,1
"Beta(1,5)",0,aGRAPA,1
"Beta(1,5)",0,PRECiSE-A-CO96,1
"Beta(1,5)",0,Hedged-CS,1
"Beta(1,5)",1,Stitched GE,1
"Beta(1,5)",1,aGRAPA,1
"Beta(1,5)",1,PRECiSE-A-CO96,1
"Beta(1,5)",1,Hedged-CS,1
"Beta(1,5)",2,Stitched GE,1
"Beta(1,5)",2,aGRAPA,1
"Beta(1,5)",2,PRECiSE-A-CO96,1
"Beta(1,5)",2,Hedged-CS,1
"Beta(1,5)",3,Stitched GE,1
"Beta(1,5)",3,aGRAPA,1
"Beta(1,5)",3,PRECiSE-A-CO96,1
"Beta(1,5)",3,Hedged-CS,1
"Beta(1,5)",4,Stitched GE,1
"Beta(1,5)",4,aGRAPA,1
"Beta(1,5)",4,PRECiSE-A-CO96,1
"Beta(1,5)",4,Hedged-CS,1
"Beta(1,5)",5,Stitched GE,0
"Beta(1,5)",5,aGRAPA,0
"Beta(1,5)",5,PRECiSE-A-CO96,1
"Beta(1,5)",5,Hedged-CS,1
"Beta(1,5)",6,Stitched GE,1
"Beta(1,5)",6,aGRAPA,1
"Beta(1,5)",6,PRECiSE-A-CO96,1
"Beta(1,5)",6,Hedged-CS,1
"Beta(1,5)",7,Stitched GE,1
"Beta(1,5)",7,aGRAPA,1
"Beta(1,5)",7,PRECiSE-A-CO96,1
"Beta(1,5)",7,Hedged-CS,1
"Beta(1,5)",8,Stitched GE,1
"Beta(1,5)",8,aGRAPA,1
"Beta(1,5)",8,PRECiSE-A-CO96,1
"Beta(1,5)",8,Hedged-CS,1
"Beta(1,5)",9,Stitched GE,1
"Beta(1,5)",9,aGRAPA,1
"Beta(1,5)",9,PRECiSE-A-CO96,1
"Beta(1,5)",9,Hedged-CS,1
"Beta(1,5)",10,Stitched GE,1
"Beta(1,5)",10,aGRAPA,1
"Beta(1,5)",10,PRECiSE-A-CO96,1
"Beta(1,5)",10,Hedged-CS,1
"Beta(1,5)",11,Stitched GE,1
"Beta(1,5)",11,aGRAPA,1
"Beta(1,5)",11,PRECiSE-A-CO96,1
"Beta(1,5)",11,Hedged-CS,1
"Beta(1,5)",12,Stitched GE,1
"Beta(1,5)",12,aGRAPA,1
"Beta(1,5)",12,PRECiSE-A-CO96,1
"Beta(1,5)",12,Hedged-CS,1
"Beta(1,5)",13,Stitched GE,0
"Beta(1,5)",13,aGRAPA,0
"Beta(1,5)",13,PRECiSE-A-CO96,1
"Beta(1,5)",13,Hedged-CS,1
"Beta(1,5)",14,Stitched GE,1
"Beta(1,5)",14,aGRAPA,1
"Beta(1,5)",14,PRECiSE-A-CO96,1
"Beta(1,5)",14,Hedged-CS,1
"Beta(1,5)",15,Stitched GE,1
"Beta(1,5)",15,aGRAPA,1
"Beta(1,5)",15,PRECiSE-A-CO96,1
"Beta(1,5)",15,Hedged-CS,1
"Beta(1,5)",16,Stitched GE,1
"Beta(1,5)",16,aGRAPA,1
"Beta(1,5)",16,PRECiSE-A-CO96,1
"Beta(1,5)",16,Hedged-CS,1
"Beta(1,5)",17,Stitched GE,1
"Beta(1,5)",17,aGRAPA,1
"Beta(1,5)",17,PRECiSE-A-CO96,1
"Beta(1,5)",17,Hedged-CS,1
"Beta(1,5)",18,Stitched GE,1
"Beta(1,5)",18,aGRAPA,1
"Beta(1,5)",18,PRECiSE-A-CO96,1
"Beta(1,5)",18,Hedged-CS,1
"Beta(1,5)",19,Stitched GE,1
"Beta(1,5)",19,aGRAPA,1
"Beta(1,5)",19,PRECiSE-A-CO96,1
"Beta(1,5)",19,Hedged-CS,1
"Beta(1,5)",20,Stitched GE,1
"Beta(1,5)",20,aGRAPA,1
"Beta(1,5)",20,PRECiSE-A-CO96,1
"Beta(1,5)",20,Hedged-CS,1
"Beta(1,5)",21,Stitched GE,1
"Beta(1,5)",21,aGRAPA,1
"Beta(1,5)",21,PRECiSE-A-CO96,1
"Beta(1,5)",21,Hedged-CS,1
"Beta(1,5)",22,Stitched GE,1
"Beta(1,5)",22,aGRAPA,1
"Beta(1,5)",22,PRECiSE-A-CO96,1
"Beta(1,5)",22,Hedged-CS,1
"Beta(1,5)",23,Stitched GE,1
"Beta(1,5)",23,aGRAPA,1
"Beta(1,5)",23,PRECiSE-A-CO96,1
"Beta(1,5)",23,Hedged-CS,1
"Beta(1,5)",24,Stitched GE,1
"Beta(1,5)",24,aGRAPA,1
"Beta(1,5)",24,PRECiSE-A-CO96,1
"Beta(1,5)",24,Hedged-CS,1
"Beta(1,5)",25,Stitched GE,1
"Beta(1,5)",25,aGRAPA,1
"Beta(1,5)",25,PRECiSE-A-CO96,1
"Beta(1,5)",25,Hedged-CS,1
"Beta(1,5)",26,Stitched GE,1
"Beta(1,5)",26,aGRAPA,1
"Beta(1,5)",26,PRECiSE-A-CO96,1
"Beta(1,5)",26,Hedged-CS,1
"Beta(1,5)",27,Stitched GE,1
"Beta(1,5)",27,aGRAPA,1
"Beta(1,5)",27,PRECiSE-A-CO96,1
"Beta(1,5)",27,Hedged-CS,1
"Beta(1,5)",28,Stitched GE,1
"Beta(1,5)",28,aGRAPA,1
"Beta(1,5)",28,PRECiSE-A-CO96,1
"Beta(1,5)",28,Hedged-CS,1
"Beta(1,5)",29,Stitched GE,1
"Beta(1,5)",29,aGRAPA,1
"Beta(1,5)",29,PRECiSE-A-CO96,1
"Beta(1,5)",29,Hedged-CS,1
"Beta(1,5)",30,Stitched GE,1
"Beta(1,5)",30,aGRAPA,1
"Beta(1,5)",30,PRECiSE-A-CO96,1
"Beta(1,5)",30,Hedged-CS,1
"Beta(1,5)",31,Stitched GE,1
"Beta(1,5)",31,aGRAPA,1
"Beta(1,5)",31,PRECiSE-A-CO96,1
"Beta(1,5)",31,Hedged-CS,1
"Beta(1,5)",32,Stitched GE,1
"Beta(1,5)",32,aGRAPA,1
"Beta(1,5)",32,PRECiSE-A-CO96,1
"Beta(1,5)",32,Hedged-CS,1
"Beta(1,5)",33,Stitched GE,1
"Beta(1,5)",33,aGRAPA,1
"Beta(1,5)",33,PRECiSE-A-CO96,1
"Beta(1,5)",33,Hedged-CS,1
"Beta(1,5)",34,Stitched GE,1
"Beta(1,5)",34,aGRAPA,0
"Beta(1,5)",34,PRECiSE-A-CO96,1
"Beta(1,5)",34,Hedged-CS,1
"Beta(1,5)",35,Stitched GE,1
"Beta(1,5)",35,aGRAPA,1
"Beta(1,5)",35,PRECiSE-A-CO96,1
"Beta(1,5)",35,Hedged-CS,1
"Beta(1,5)",36,Stitched GE,1
"Beta(1,5)",36,aGRAPA,1
"Beta(1,5)",36,PRECiSE-A-CO96,1
"Beta(1,5)",36,Hedged-CS,1
"Beta(1,5)",37,Stitched GE,1
"Beta(1,5)",37,aGRAPA,1
"Beta(1,5)",37,PRECiSE-A-CO96,1
"Beta(1,5)",37,Hedged-CS,1
"Beta(1,5)",38,Stitched GE,1
"Beta(1,5)",38,aGRAPA,1
"Beta(1,5)",38,PRECiSE-A-CO96,1
"Beta(1,5)",38,Hedged-CS,1
"Beta(1,5)",39,Stitched GE,1
"Beta(1,5)",39,aGRAPA,1
"Beta(1,5)",39,PRECiSE-A-CO96,1
"Beta(1,5)",39,Hedged-CS,1
Bernoulli(0.5),0,Stitched GE,1
Bernoulli(0.5),0,aGRAPA,1
Bernoulli(0.5),0,PRECiSE-A-CO96,1
Bernoulli(0.5),0,Hedged-CS,1
Bernoulli(0.5),1,Stitched GE,1
Bernoulli(0.5),1,aGRAPA,1
Bernoulli(0.5),1,PRECiSE-A-CO96,1
Bernoulli(0.5),1,Hedged-CS,1
Bernoulli(0.5),2,Stitched GE,1
Bernoulli(0.5),2,aGRAPA,1
Bernoulli(0.5),2,PRECiSE-A-CO96,1
Bernoulli(0.5),2,Hedged-CS,1
Bernoulli(0.5),3,Stitched GE,1
Bernoulli(0.5),3,aGRAPA,1
Bernoulli(0.5),3,PRECiSE-A-CO96,1
Bernoulli(0.5),3,Hedged-CS,1
Bernoulli(0.5),4,Stitched GE,1
Bernoulli(0.5),4,aGRAPA,1
Bernoulli(0.5),4,PRECiSE-A-CO96,1
Bernoulli(0.5),4,Hedged-CS,1
Bernoulli(0.5),5,Stitched GE,1
Bernoulli(0.5),5,aGRAPA,1
Bernoulli(0.5),5,PRECiSE-A-CO96,1
Bernoulli(0.5),5,Hedged-CS,1
Bernoulli(0.5),6,Stitched GE,1
Bernoulli(0.5),6,aGRAPA,1
Bernoulli(0.5),6,PRECiSE-A-CO96,1
Bernoulli(0.5),6,Hedged-CS,1
Bernoulli(0.5),7,Stitched GE,0
Bernoulli(0.5),7,aGRAPA,0
Bernoulli(0.5),7,PRECiSE-A-CO96,0
Bernoulli(0.5),7,Hedged-CS,1
Bernoulli(0.5),8,Stitched GE,1
Bernoulli(0.5),8,aGRAPA,1
Bernoulli(0.5),8,PRECiSE-A-CO96,1
Bernoulli(0.5),8,Hedged-CS,1
Bernoulli(0.5),9,Stitched GE,1
Bernoulli(0.5),9,aGRAPA,1
Bernoulli(0.5),9,PRECiSE-A-CO96,1
Bernoulli(0.5),9,Hedged-CS,1
Bernoulli(0.5),10,Stitched GE,1
Bernoulli(0.5),10,aGRAPA,1
Bernoulli(0.5),10,PRECiSE-A-CO96,1
Bernoulli(0.5),10,Hedged-CS,1
Bernoulli(0.5),11,Stitched GE,1
Bernoulli(0.5),11,aGRAPA,1
Bernoulli(0.5),11,PRECiSE-A-CO96,1
Bernoulli(0.5),11,Hedged-CS,1
Bernoulli(0.5),12,Stitched GE,1
Bernoulli(0.5),12,aGRAPA,1
Bernoulli(0.5),12,PRECiSE-A-CO96,1
Bernoulli(0.5),12,Hedged-CS,1
Bernoulli(0.5),13,Stitched GE,1
Bernoulli(0.5),13,aGRAPA,1
Bernoulli(0.5),13,PRECiSE-A-CO96,1
Bernoulli(0.5),13,Hedged-CS,1
Bernoulli(0.5),14,Stitched GE,0
Bernoulli(0.5),14,aGRAPA,1
Bernoulli(0.5),14,PRECiSE-A-CO96,1
Bernoulli(0.5),14,Hedged-CS,0
Bernoulli(0.5),15,Stitched GE,1
Bernoulli(0.5),15,aGRAPA,1
Bernoulli(0.5),15,PRECiSE-A-CO96,1
Bernoulli(0.5),15,Hedged-CS,1
Bernoulli(0.5),16,Stitched GE,1
Bernoulli(0.5),16,aGRAPA,1
Bernoulli(0.5),16,PRECiSE-A-CO96,1
Bernoulli(0.5),16,Hedged-CS,1
Bernoulli(0.5),17,Stitched GE,1
Bernoulli(0.5),17,aGRAPA,1
Bernoulli(0.5),17,PRECiSE-A-CO96,1
Bernoulli(0.5),17,Hedged-CS,1
Bernoulli(0.5),18,Stitched GE,1
Bernoulli(0.5),18,aGRAPA,0
Bernoulli(0.5),18,PRECiSE-A-CO96,1
Bernoulli(0.5),18,Hedged-CS,0
Bernoulli(0.5),19,Stitched GE,1
Bernoulli(0.5),19,aGRAPA,1
Bernoulli(0.5),19,PRECiSE-A-CO96,1
Bernoulli(0.5),19,Hedged-CS,1
Bernoulli(0.5),20,Stitched GE,1
Bernoulli(0.5),20,aGRAPA,1
Bernoulli(0.5),20,PRECiSE-A-CO96,1
Bernoulli(0.5),20,Hedged-CS,1
Bernoulli(0.5),21,Stitched GE,1
Bernoulli(0.5),21,aGRAPA,1
Bernoulli(0.5),21,PRECiSE-A-CO96,1
Bernoulli(0.5),21,Hedged-CS,1
Bernoulli(0.5),22,Stitched GE,1
Bernoulli(0.5),22,aGRAPA,1
Bernoulli(0.5),22,PRECiSE-A-CO96,1
Bernoulli(0.5),22,Hedged-CS,1
Bernoulli(0.5),23,Stitched GE,1
Bernoulli(0.5),23,aGRAPA,1
Bernoulli(0.5),23,PRECiSE-A-CO96,1
Bernoulli(0.5),23,Hedged-CS,1
Bernoulli(0.5),24,Stitched GE,1
Bernoulli(0.5),24,aGRAPA,1
Bernoulli(0.5),24,PRECiSE-A-CO96,1
Bernoulli(0.5),24,Hedged-CS,1
Bernoulli(0.5),25,Stitched GE,1
Bernoulli(0.5),25,aGRAPA,1
Bernoulli(0.5),25,PRECiSE-A-CO96,1
Bernoulli(0.5),25,Hedged-CS,1
Bernoulli(0.5),26,Stitched GE,1
Bernoulli(0.5),26,aGRAPA,1
Bernoulli(0.5),26,PRECiSE-A-CO96,1
Bernoulli(0.5),26,Hedged-CS,1
Bernoulli(0.5),27,Stitched GE,1
Bernoulli(0.5),27,aGRAPA,1
Bernoulli(0.5),27,PRECiSE-A-CO96,1
Bernoulli(0.5),27,Hedged-CS,1
Bernoulli(0.5),28,Stitched GE,0
Bernoulli(0.5),28,aGRAPA,0
Bernoulli(0.5),28,PRECiSE-A-CO96,0
Bernoulli(0.5),28,Hedged-CS,0
Bernoulli(0.5),29,Stitched GE,1
Bernoulli(0.5),29,aGRAPA,1
Bernoulli(0.5),29,PRECiSE-A-CO96,1
Bernoulli(0.5),29,Hedged-CS,1
Bernoulli(0.5),30,Stitched GE,1
Bernoulli(0.5),30,aGRAPA,1
Bernoulli(0.5),30,PRECiSE-A-CO96,1
Bernoulli(0.5),30,Hedged-CS,1
Bernoulli(0.5),31,Stitched GE,1
Bernoulli(0.5),31,aGRAPA,1
Bernoulli(0.5),31,PRECiSE-A-CO96,1
Bernoulli(0.5),31,Hedged-CS,1
Bernoulli(0.5),32,Stitched GE,1
Bernoulli(0.5),32,aGRAPA,1
Bernoulli(0.5),32,PRECiSE-A-CO96,1
Bernoulli(0.5),32,Hedged-CS,1
Bernoulli(0.5),33,Stitched GE,1
Bernoulli(0.5),33,aGRAPA,1
Bernoulli(0.5),33,PRECiSE-A-CO96,1
Bernoulli(0.5),33,Hedged-CS,1
Bernoulli(0.5),34,Stitched GE,1
Bernoulli(0.5),34,aGRAPA,1
Bernoulli(0.5),34,PRECiSE-A-CO96,1
Bernoulli(0.5),34,Hedged-CS,1
Bernoulli(0.5),35,Stitched GE,1
Bernoulli(0.5),35,aGRAPA,1
Bernoulli(0.5),35,PRECiSE-A-CO96,1
Bernoulli(0.5),35,Hedged-CS,1
Bernoulli(0.5),36,Stitched GE,1
Bernoulli(0.5),36,aGRAPA,1
Bernoulli(0.5),36,PRECiSE-A-CO96,1
Bernoulli(0.5),36,Hedged-CS,1
Bernoulli(0.5),37,Stitched GE,1
Bernoulli(0.5),37,aGRAPA,1
Bernoulli(0.5),37,PRECiSE-A-CO96,1
Bernoulli(0.5),37,Hedged-CS,1
Bernoulli(0.5),38,Stitched GE,1
Bernoulli(0.5),38,aGRAPA,1
Bernoulli(0.5),38,PRECiSE-A-CO96,1
Bernoulli(0.5),38,Hedged-CS,1
Bernoulli(0.5),39,Stitched GE,1
Bernoulli(0.5),39,aGRAPA,1
Bernoulli(0.5),39,PRECiSE-A-CO96,1
Bernoulli(0.5),39,Hedged-CS,1
"Beta(50,50)",0,Stitched GE,1
"Beta(50,50)",0,aGRAPA,0
"Beta(50,50)",0,PRECiSE-A-CO96,1
"Beta(50,50)",0,Hedged-CS,1
"Beta(50,50)",1,Stitched GE,1
"Beta(50,50)",1,aGRAPA,1
"Beta(50,50)",1,PRECiSE-A-CO96,1
"Beta(50,50)",1,Hedged-CS,1
"Beta(50,50)",2,Stitched GE,1
"Beta(50,50)",2,aGRAPA,1
"Beta(50,50)",2,PRECiSE-A-CO96,1
"Beta(50,50)",2,Hedged-CS,1
"Beta(50,50)",3,Stitched GE,1
"Beta(50,50)",3,aGRAPA,1
"Beta(50,50)",3,PRECiSE-A-CO96,1
"Beta(50,50)",3,Hedged-CS,1
"Beta(50,50)",4,Stitched GE,1
"Beta(50,50)",4,aGRAPA,1
"Beta(50,50)",4,PRECiSE-A-CO96,1
"Beta(50,50)",4,Hedged-CS,1
"Beta(50,50)",5,Stitched GE,1
"Beta(50,50)",5,aGRAPA,1
"Beta(50,50)",5,PRECiSE-A-CO96,1
"Beta(50,50)",5,Hedged-CS,1
"Beta(50,50)",6,Stitched GE,1
"Beta(50,50)",6,aGRAPA,1
"Beta(50,50)",6,PRECiSE-A-CO96,1
"Beta(50,50)",6,Hedged-CS,1
"Beta(50,50)",7,Stitched GE,1
"Beta(50,50)",7,aGRAPA,1
"Beta(50,50)",7,PRECiSE-A-CO96,1
"Beta(50,50)",7,Hedged-CS,1
"Beta(50,50)",8,Stitched GE,1
"Beta(50,50)",8,aGRAPA,1
"Beta(50,50)",8,PRECiSE-A-CO96,1
"Beta(50,50)",8,Hedged-CS,1
"Beta(50,50)",9,Stitched GE,1
"Beta(50,50)",9,aGRAPA,1
"Beta(50,50)",9,PRECiSE-A-CO96,1
"Beta(50,50)",9,Hedged-CS,1
"Beta(50,50)",10,Stitched GE,1
"Beta(50,50)",10,aGRAPA,1
"Beta(50,50)",10,PRECiSE-A-CO96,1
"Beta(50,50)",10,Hedged-CS,1
"Beta(50,50)",11,Stitched GE,1
"Beta(50,50)",11,aGRAPA,1
"Beta(50,50)",11,PRECiSE-A-CO96,1
"Beta(50,50)",11,Hedged-CS,1
"Beta(50,50)",12,Stitched GE,1
"Beta(50,50)",12,aGRAPA,0
"Beta(50,50)",12,PRECiSE-A-CO96,1
"Beta(50,50)",12,Hedged-CS,1
"Beta(50,50)",13,Stitched GE,1
"Beta(50,50)",13,aGRAPA,1
"Beta(50,50)",13,PRECiSE-A-CO96,1
"Beta(50,50)",13,Hedged-CS,1
"Beta(50,50)",14,Stitched GE,1
"Beta(50,50)",14,aGRAPA,1
"Beta(50,50)",14,PRECiSE-A-CO96,1
"Beta(50,50)",14,Hedged-CS,1
"Beta(50,50)",15,Stitched GE,1
"Beta(50,50)",15,aGRAPA,1
"Beta(50,50)",15,PRECiSE-A-CO96,1
"Beta(50,50)",15,Hedged-CS,1
"Beta(50,50)",16,Stitched GE,1
"Beta(50,50)",16,aGRAPA,1
"Beta(50,50)",16,PRECiSE-A-CO96,1
"Beta(50,50)",16,Hedged-CS,1
"Beta(50,50)",17,Stitched GE,1
"Beta(50,50)",17,aGRAPA,1
"Beta(50,50)",17,PRECiSE-A-CO96,1
"Beta(50,50)",17,Hedged-CS,1
"Beta(50,50)",18,Stitched GE,1
"Beta(50,50)",18,aGRAPA,1
"Beta(50,50)",18,PRECiSE-A-CO96,1
"Beta(50,50)",18,Hedged-CS,1
"Beta(50,50)",19,Stitched GE,1
"Beta(50,50)",19,aGRAPA,1
"Beta(50,50)",19,PRECiSE-A-CO96,1
"Beta(50,50)",19,Hedged-CS,1
"Beta(50,50)",20,Stitched GE,1
"Beta(50,50)",20,aGRAPA,1
"Beta(50,50)",20,PRECiSE-A-CO96,1
"Beta(50,50)",20,Hedged-CS,1
"Beta(50,50)",21,Stitched GE,1
"Beta(50,50)",21,aGRAPA,1
"Beta(50,50)",21,PRECiSE-A-CO96,1
"Beta(50,50)",21,Hedged-CS,1
"Beta(50,50)",22,Stitched GE,1
"Beta(50,50)",22,aGRAPA,1
"Beta(50,50)",22,PRECiSE-A-CO96,1
"Beta(50,50)",22,Hedged-CS,1
"Beta(50,50)",23,Stitched GE,1
"Beta(50,50)",23,aGRAPA,1
"Beta(50,50)",23,PRECiSE-A-CO96,1
"Beta(50,50)",23,Hedged-CS,1
"Beta(50,50)",24,Stitched GE,1
"Beta(50,50)",24,aGRAPA,1
"Beta(50,50)",24,PRECiSE-A-CO96,1
"Beta(50,50)",24,Hedged-CS,1
"Beta(50,50)",25,Stitched GE,1
"Beta(50,50)",25,aGRAPA,1
"Beta(50,50)",25,PRECiSE-A-CO96,1
"Beta(50,50)",25,Hedged-CS,1
"Beta(50,50)",26,Stitched GE,1
"Beta(50,50)",26,aGRAPA,1
"Beta(50,50)",26,PRECiSE-A-CO96,1
"Beta(50,50)",26,Hedged-CS,1
"Beta(50,50)",27,Stitched GE,1
"Beta(50,50)",27,aGRAPA,1
"Beta(50,50)",27,PRECiSE-A-CO96,1
"Beta(50,50)",27,Hedged-CS,1
"Beta(50,50)",28,Stitched GE,1
"Beta(50,50)",28,aGRAPA,1
"Beta(50,50)",28,PRECiSE-A-CO96,1
"Beta(50,50)",28,Hedged-CS,1
"Beta(50,50)",29,Stitched GE,1
"Beta(50,50)",29,aGRAPA,1
"Beta(50,50)",29,PRECiSE-A-CO96,1
"Beta(50,50)",29,Hedged-CS,1
"Beta(50,50)",30,Stitched GE,1
"Beta(50,50)",30,aGRAPA,1
"Beta(50,50)",30,PRECiSE-A-CO96,1
"Beta(50,50)",30,Hedged-CS,1
"Beta(50,50)",31,Stitched GE,1
"Beta(50,50)",31,aGRAPA,1
"Beta(50,50)",31,PRECiSE-A-CO96,1
"Beta(50,50)",31,Hedged-CS,1
"Beta(50,50)",32,Stitched GE,1
"Beta(50,50)",32,aGRAPA,0
"Beta(50,50)",32,PRECiSE-A-CO96,1
"Beta(50,50)",32,Hedged-CS,1
"Beta(50,50)",33,Stitched GE,1
"Beta(50,50)",33,aGRAPA,1
"Beta(50,50)",33,PRECiSE-A-CO96,1
"Beta(50,50)",33,Hedged-CS,1
"Beta(50,50)",34,Stitched GE,1
"Beta(50,50)",34,aGRAPA,1
"Beta(50,50)",34,PRECiSE-A-CO96,1
"Beta(50,50)",34,Hedged-CS,1
"Beta(50,50)",35,Stitched GE,1
"Beta(50,50)",35,aGRAPA,1
"Beta(50,50)",35,PRECiSE-A-CO96,1
"Beta(50,50)",35,Hedged-CS,1
"Beta(50,50)",36,Stitched GE,1
"Beta(50,50)",36,aGRAPA,1
"Beta(50,50)",36,PRECiSE-A-CO96,1
"Beta(50,50)",36,Hedged-CS,1
"Beta(50,50)",37,Stitched GE,1
"Beta(50,50)",37,aGRAPA,1
"Beta(50,50)",37,PRECiSE-A-CO96,1
"Beta(50,50)",37,Hedged-CS,1
"Beta(50,50)",38,Stitched GE,1
"Beta(50,50)",38,aGRAPA,1
"Beta(50,50)",38,PRECiSE-A-CO96,1
"Beta(50,50)",38,Hedged-CS,1
"Beta(50,50)",39,Stitched GE,1
"Beta(50,50)",39,aGRAPA,1
"Beta(50,50)",39,PRECiSE-A-CO96,1
"Beta(50,50)",39,Hedged-CS,1
"Beta(20,80)",0,Stitched GE,1
"Beta(20,80)",0,aGRAPA,1
"Beta(20,80)",0,PRECiSE-A-CO96,1
"Beta(20,80)",0,Hedged-CS,1
"Beta(20,80)",1,Stitched GE,1
"Beta(20,80)",1,aGRAPA,1
"Beta(20,80)",1,PRECiSE-A-CO96,1
"Beta(20,80)",1,Hedged-CS,1
"Beta(20,80)",2,Stitched GE,1
"Beta(20,80)",2,aGRAPA,1
"Beta(20,80)",2,PRECiSE-A-CO96,1
"Beta(20,80)",2,Hedged-CS,1
"Beta(20,80)",3,Stitched GE,1
"Beta(20,80)",3,aGRAPA,1
"Beta(20,80)",3,PRECiSE-A-CO96,1
"Beta(20,80)",3,Hedged-CS,1
"Beta(20,80)",4,Stitched GE,1
"Beta(20,80)",4,aGRAPA,1
"Beta(20,80)",4,PRECiSE-A-CO96,1
"Beta(20,80)",4,Hedged-CS,1
"Beta(20,80)",5,Stitched GE,1
"Beta(20,80)",5,aGRAPA,1
"Beta(20,80)",5,PRECiSE-A-CO96,1
"Beta(20,80)",5,Hedged-CS,1
"Beta(20,80)",6,Stitched GE,1
"Beta(20,80)",6,aGRAPA,1
"Beta(20,80)",6,PRECiSE-A-CO96,1
"Beta(20,80)",6,Hedged-CS,1
"Beta(20,80)",7,Stitched GE,1
"Beta(20,80)",7,aGRAPA,1
"Beta(20,80)",7,PRECiSE-A-CO96,1
"Beta(20,80)",7,Hedged-CS,1
"Beta(20,80)",8,Stitched GE,1
"Beta(20,80)",8,aGRAPA,1
"Beta(20,80)",8,PRECiSE-A-CO96,1
"Beta(20,80)",8,Hedged-CS,1
"Beta(20,80)",9,Stitched GE,1
"Beta(20,80)",9,aGRAPA,1
"Beta(20,80)",9,PRECiSE-A-CO96,1
"Beta(20,80)",9,Hedged-CS,1
"Beta(20,80)",10,Stitched GE,1
"Beta(20,80)",10,aGRAPA,1
"Beta(20,80)",10,PRECiSE-A-CO96,1
"Beta(20,80)",10,Hedged-CS,1
"Beta(20,80)",11,Stitched GE,1
"Beta(20,80)",11,aGRAPA,1
"Beta(20,80)",11,PRECiSE-A-CO96,1
"Beta(20,80)",11,Hedged-CS,1
"Beta(20,80)",12,Stitched GE,1
"Beta(20,80)",12,aGRAPA,1
"Beta(20,80)",12,PRECiSE-A-CO96,1
"Beta(20,80)",12,Hedged-CS,1
"Beta(20,80)",13,Stitched GE,1
"Beta(20,80)",13,aGRAPA,1
"Beta(20,80)",13,PRECiSE-A-CO96,1
