distribution,n,rep,method,calibration,width_c1,width_c05,difference_c05_minus_c1,relative_change,c05_narrower,c05_wider
"Uniform(0,1)",1000000,29,STaR betting,Uniformly randomized,0.001533688063205807,0.001533688063205807,0.0,0.0,False,False
"Uniform(0,1)",1000000,29,Efficient betting,Deterministic,0.0014869779134889516,0.0014872067985045034,2.288850155518496e-07,0.00015392630480626224,False,True
"Uniform(0,1)",1000000,29,Efficient betting,Uniformly randomized,0.0014864673238388915,0.0014868194546320823,3.521307931908524e-07,0.00023689104196478183,False,True
"Beta(0.5,0.5)",1000000,15,STaR betting,Deterministic,0.0018735539048542194,0.0018735539048542194,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,15,STaR betting,Uniformly randomized,0.0018735539048542194,0.0018735539048542194,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,15,Efficient betting,Deterministic,0.0018217228391021467,0.0018218091163651473,8.627726300058924e-08,4.736025763563134e-05,False,True
"Beta(0.5,0.5)",1000000,15,Efficient betting,Uniformly randomized,0.0018208384971561964,0.0018212051755239766,3.6667836778025986e-07,0.0002013788528487659,False,True
"Beta(0.5,0.5)",1000000,16,STaR betting,Deterministic,0.0019011522330864006,0.0019011738130567668,2.157997036622561e-08,1.1350995459791235e-05,False,True
"Beta(0.5,0.5)",1000000,16,STaR betting,Uniformly randomized,0.0019011522330864006,0.0019011738130567668,2.157997036622561e-08,1.1350995459791235e-05,False,True
"Beta(0.5,0.5)",1000000,16,Efficient betting,Deterministic,0.0018225579808570647,0.001823378019732591,8.200388755263965e-07,0.00044993842947094187,False,True
"Beta(0.5,0.5)",1000000,16,Efficient betting,Uniformly randomized,0.0018218242618632252,0.0018228385204723807,1.014258609155494e-06,0.0005567269194879376,False,True
"Beta(0.5,0.5)",1000000,17,STaR betting,Deterministic,0.0018560058981397787,0.0018560058981397787,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,17,STaR betting,Uniformly randomized,0.0018560058981397787,0.0018560058981397787,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,17,Efficient betting,Deterministic,0.0018227801023462664,0.0018227801023462664,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,17,Efficient betting,Uniformly randomized,0.0018209462110199692,0.0018211188125565325,1.7260153656328825e-07,9.478672984331027e-05,False,True
"Beta(0.5,0.5)",1000000,18,STaR betting,Deterministic,0.001845077626563385,0.001845077626563385,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,18,STaR betting,Uniformly randomized,0.001845077626563385,0.001845077626563385,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,18,Efficient betting,Deterministic,0.0018220087612675906,0.0018223540389520343,3.452776844437011e-07,0.00018950385518645696,False,True
"Beta(0.5,0.5)",1000000,18,Efficient betting,Uniformly randomized,0.001821296626043245,0.0018209945080693846,-3.021179738604829e-07,-0.0001658807080299196,True,False
"Beta(0.5,0.5)",1000000,19,STaR betting,Deterministic,0.0018887966174713222,0.0018888182005117882,2.1583040465955605e-08,1.1426873738784593e-05,False,True
"Beta(0.5,0.5)",1000000,19,STaR betting,Uniformly randomized,0.0018887966174713222,0.0018887966174713222,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,19,Efficient betting,Deterministic,0.001822709347663487,0.0018232920897551796,5.827420916926229e-07,0.0003197120223472627,False,True
"Beta(0.5,0.5)",1000000,19,Efficient betting,Uniformly randomized,0.0018208316231457244,0.001819709305043271,-1.1223181024533346e-06,-0.000616376653495454,True,False
"Beta(0.5,0.5)",1000000,20,STaR betting,Deterministic,0.0018918385345919608,0.001891860116632782,2.1582040821144233e-08,1.1407971888921509e-05,False,True
"Beta(0.5,0.5)",1000000,20,STaR betting,Uniformly randomized,0.0018918385345919608,0.001891860116632782,2.1582040821144233e-08,1.1407971888921509e-05,False,True
"Beta(0.5,0.5)",1000000,20,Efficient betting,Deterministic,0.0018228407500761046,0.0018231213166067795,2.80566530674875e-07,0.0001539171925266647,False,True
"Beta(0.5,0.5)",1000000,20,Efficient betting,Uniformly randomized,0.0018216969019123619,0.001822171706810538,4.748048981761954e-07,0.0002606388020300887,False,True
"Beta(0.5,0.5)",1000000,21,STaR betting,Deterministic,0.0018951902057057213,0.0018952333733754934,4.316766977208175e-08,2.277748673562563e-05,False,True
"Beta(0.5,0.5)",1000000,21,STaR betting,Uniformly randomized,0.0018951686218708907,0.0018951470380359492,-2.1583834941552027e-08,-1.1388873102036179e-05,True,False
"Beta(0.5,0.5)",1000000,21,Efficient betting,Deterministic,0.0018232512840418158,0.0018234671223906762,2.1583834886040876e-07,0.0001183810211733416,False,True
"Beta(0.5,0.5)",1000000,21,Efficient betting,Uniformly randomized,0.0018219778377838725,0.0018223879306464852,4.1009286261273203e-07,0.0002250811475903447,False,True
"Beta(0.5,0.5)",1000000,22,STaR betting,Deterministic,0.001684848025808594,0.001684848025808594,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,22,STaR betting,Uniformly randomized,0.001684848025808594,0.001684848025808594,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,22,Efficient betting,Deterministic,0.0018227072717369452,0.0018232252150529593,5.17943316014069e-07,0.0002841615458748503,False,True
"Beta(0.5,0.5)",1000000,22,Efficient betting,Uniformly randomized,0.0018219950996775092,0.00182268569076538,6.905910878707289e-07,0.00037903015655360583,False,True
"Beta(0.5,0.5)",1000000,23,STaR betting,Deterministic,0.0018200490581929962,0.0018200490581929962,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,23,STaR betting,Uniformly randomized,0.0018200490581929962,0.0018200490581929962,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,23,Efficient betting,Deterministic,0.0018231135134886278,0.0018231998361729618,8.63226843339504e-08,4.7349045298128445e-05,False,True
"Beta(0.5,0.5)",1000000,23,Efficient betting,Uniformly randomized,0.0018215381244987006,0.0018215812858408675,4.31613421669752e-08,2.3694997972611986e-05,False,True
"Beta(0.5,0.5)",1000000,24,STaR betting,Deterministic,0.0018716273994577315,0.0018716273994577315,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,24,STaR betting,Uniformly randomized,0.0018716273994577315,0.0018716273994577315,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,24,Efficient betting,Deterministic,0.0018226903230814662,0.0018229708266056521,2.805035241859599e-07,0.00015389532749132684,False,True
"Beta(0.5,0.5)",1000000,24,Efficient betting,Uniformly randomized,0.0018206189124411187,0.0018204462948878675,-1.7261755325126416e-07,-9.481256734822363e-05,True,False
"Beta(0.5,0.5)",1000000,25,STaR betting,Deterministic,0.0018906783306928965,0.0018906783306928965,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,25,STaR betting,Uniformly randomized,0.0018906783306928965,0.0018906783306928965,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,25,Efficient betting,Deterministic,0.0018225959512002121,0.0018234162208325966,8.202696323844627e-07,0.00045005566474798364,False,True
"Beta(0.5,0.5)",1000000,25,Efficient betting,Uniformly randomized,0.0018219267838683884,0.0018216893373959042,-2.3744647248413742e-07,-0.00013032712103833166,True,False
"Beta(0.5,0.5)",1000000,26,STaR betting,Deterministic,0.0018812372946079847,0.0018812372946079847,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,26,STaR betting,Uniformly randomized,0.0018812372946079847,0.0018812372946079847,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,26,Efficient betting,Deterministic,0.0018240155624297816,0.0018244688466153014,4.5328418551981997e-07,0.0002485089463359902,False,True
"Beta(0.5,0.5)",1000000,26,Efficient betting,Uniformly randomized,0.0018218354813471782,0.0018220945008816658,2.590195344875923e-07,0.0001421750411272349,False,True
"Beta(0.5,0.5)",1000000,27,STaR betting,Deterministic,0.001827763212757516,0.001827763212757516,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,27,STaR betting,Uniformly randomized,0.001827763212757516,0.001827763212757516,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,27,Efficient betting,Deterministic,0.0018232283024362528,0.0018235522246020652,3.2392216581245137e-07,0.00017766407277663987,False,True
"Beta(0.5,0.5)",1000000,27,Efficient betting,Uniformly randomized,0.001822558863293633,0.0018222997255609719,-2.591377326610633e-07,-0.0001421834640735753,True,False
"Beta(0.5,0.5)",1000000,28,STaR betting,Deterministic,0.0018694714219157915,0.0018694714219157915,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,28,STaR betting,Uniformly randomized,0.0018694714219157915,0.0018694714219157915,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,28,Efficient betting,Deterministic,0.0018236003821212599,0.0018236003821212599,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,28,Efficient betting,Uniformly randomized,0.0018210543883791508,0.00182122699812437,1.7260974521926542e-07,9.478560680054038e-05,False,True
"Beta(0.5,0.5)",1000000,29,STaR betting,Deterministic,0.0018449928547967787,0.0018449928547967787,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,29,STaR betting,Uniformly randomized,0.0018449928547967787,0.0018449928547967787,0.0,0.0,False,False
"Beta(0.5,0.5)",1000000,29,Efficient betting,Deterministic,0.00182205371769667,0.0018227874248099019,7.337071132318407e-07,0.00040268138425658684,False,True
"Beta(0.5,0.5)",1000000,29,Efficient betting,Uniformly randomized,0.0018210826347526132,0.0018199820740827377,-1.1005606698755166e-06,-0.0006043441680640971,True,False
Bernoulli(0.1),1000000,15,STaR betting,Deterministic,0.0015983409192718984,0.0015983409192718984,0.0,0.0,False,False
Bernoulli(0.1),1000000,15,STaR betting,Uniformly randomized,0.0015983409192718984,0.0015983409192718984,0.0,0.0,False,False
Bernoulli(0.1),1000000,15,Efficient betting,Deterministic,0.0015491087490331068,0.0015491087490331068,0.0,0.0,False,False
Bernoulli(0.1),1000000,15,Efficient betting,Uniformly randomized,0.0015465976517424485,0.0015468725894020041,2.7493765955566296e-07,0.00017776935019009343,False,True
Bernoulli(0.1),1000000,16,STaR betting,Deterministic,0.0015877851347109034,0.0015878952675495578,1.101328386543532e-07,6.936255809852909e-05,False,True
Bernoulli(0.1),1000000,16,STaR betting,Uniformly randomized,0.0015877851347109034,0.0015878952675495578,1.101328386543532e-07,6.936255809852909e-05,False,True
Bernoulli(0.1),1000000,16,Efficient betting,Deterministic,0.001556856162525433,0.001556856162525433,0.0,0.0,False,False
Bernoulli(0.1),1000000,16,Efficient betting,Uniformly randomized,0.0015523957825604034,0.0015529097358074062,5.13953247002763e-07,0.0003310710147350626,False,True
Bernoulli(0.1),1000000,17,STaR betting,Deterministic,0.001407039402853999,0.0014071490921467589,1.0968929275989581e-07,7.795751315664567e-05,False,True
Bernoulli(0.1),1000000,17,STaR betting,Uniformly randomized,0.0014070211213052242,0.0014070576844028015,3.656309757738008e-08,2.598617534865788e-05,False,True
Bernoulli(0.1),1000000,17,Efficient betting,Deterministic,0.0015556683945411598,0.0015556683945411598,0.0,0.0,False,False
Bernoulli(0.1),1000000,17,Efficient betting,Uniformly randomized,0.0015534197640396374,0.0015536757057227346,2.559416830971717e-07,0.0001647601562835277,False,True
Bernoulli(0.1),1000000,18,STaR betting,Deterministic,0.00147684972278872,0.00147684972278872,0.0,0.0,False,False
Bernoulli(0.1),1000000,18,STaR betting,Uniformly randomized,0.00147684972278872,0.00147684972278872,0.0,0.0,False,False
Bernoulli(0.1),1000000,18,Efficient betting,Deterministic,0.0015393048861055275,0.001539634078767227,3.2919266169939565e-07,0.00021385799828932406,False,True
Bernoulli(0.1),1000000,18,Efficient betting,Uniformly randomized,0.0015376589227970305,0.0015374211725413534,-2.3775025567718266e-07,-0.00015461833060137486,True,False
Bernoulli(0.1),1000000,19,STaR betting,Deterministic,0.0015856207314768056,0.0015856207314768056,0.0,0.0,False,False
Bernoulli(0.1),1000000,19,STaR betting,Uniformly randomized,0.0015856207314768056,0.0015856207314768056,0.0,0.0,False,False
Bernoulli(0.1),1000000,19,Efficient betting,Deterministic,0.0015472966304801994,0.0015473516148431787,5.4984362979348944e-08,3.553576082060417e-05,False,True
Bernoulli(0.1),1000000,19,Efficient betting,Uniformly randomized,0.0015450056153560598,0.001545647099590819,6.41484234759071e-07,0.00041519864289374375,False,True
Bernoulli(0.1),1000000,20,STaR betting,Deterministic,0.0016092000107882226,0.0016092000107882226,0.0,0.0,False,False
Bernoulli(0.1),1000000,20,STaR betting,Uniformly randomized,0.0016092000107882226,0.0016092000107882226,0.0,0.0,False,False
Bernoulli(0.1),1000000,20,Efficient betting,Deterministic,0.0015494922199084799,0.0015495105239522883,1.8304043808425874e-08,1.181293043828191e-05,False,True
Bernoulli(0.1),1000000,20,Efficient betting,Uniformly randomized,0.00154755199126555,0.0015480462004481832,4.942091826332096e-07,0.00031934900114660714,False,True
Bernoulli(0.1),1000000,21,STaR betting,Deterministic,0.0015497076350517586,0.0015497076350517586,0.0,0.0,False,False
Bernoulli(0.1),1000000,21,STaR betting,Uniformly randomized,0.0015497076350517586,0.0015497076350517586,0.0,0.0,False,False
Bernoulli(0.1),1000000,21,Efficient betting,Deterministic,0.0015474774453557716,0.0015474774453557716,0.0,0.0,False,False
Bernoulli(0.1),1000000,21,Efficient betting,Uniformly randomized,0.0015451192939559127,0.0015453752173636426,2.559234077298411e-07,0.0001656334295552231,False,True
Bernoulli(0.1),1000000,22,STaR betting,Deterministic,0.0015236799394137135,0.0015236799394137135,0.0,0.0,False,False
Bernoulli(0.1),1000000,22,STaR betting,Uniformly randomized,0.0015236799394137135,0.0015236799394137135,0.0,0.0,False,False
Bernoulli(0.1),1000000,22,Efficient betting,Deterministic,0.0015471439950300314,0.0015471439950300314,0.0,0.0,False,False
Bernoulli(0.1),1000000,22,Efficient betting,Uniformly randomized,0.0015445796173670645,0.0015447444702168245,1.6485284975997772e-07,0.00010672991402094212,False,True
Bernoulli(0.1),1000000,23,STaR betting,Deterministic,0.0015255367287418664,0.0015255550458065092,1.8317064642836556e-08,1.2006964039468215e-05,False,True
Bernoulli(0.1),1000000,23,STaR betting,Uniformly randomized,0.0015255367287418664,0.0015255550458065092,1.8317064642836556e-08,1.2006964039468215e-05,False,True
Bernoulli(0.1),1000000,23,Efficient betting,Deterministic,0.0015532504475457842,0.0015532504475457842,0.0,0.0,False,False
Bernoulli(0.1),1000000,23,Efficient betting,Uniformly randomized,0.0015503563513322854,0.0015506127902372713,2.56438904985834e-07,0.00016540642721629695,False,True
Bernoulli(0.1),1000000,24,STaR betting,Deterministic,0.0015778787885019074,0.0015778787885019074,0.0,0.0,False,False
Bernoulli(0.1),1000000,24,STaR betting,Uniformly randomized,0.0015778787885019074,0.0015778787885019074,0.0,0.0,False,False
Bernoulli(0.1),1000000,24,Efficient betting,Deterministic,0.0015476385233727241,0.0015476385233727241,0.0,0.0,False,False
Bernoulli(0.1),1000000,24,Efficient betting,Uniformly randomized,0.0015436089301998634,0.001543956940519342,3.4801031947861993e-07,0.00022545238801741085,False,True
Bernoulli(0.1),1000000,25,STaR betting,Deterministic,0.0015959467537553784,0.0015959467537553784,0.0,0.0,False,False
Bernoulli(0.1),1000000,25,STaR betting,Uniformly randomized,0.0015959102006128933,0.0015959102006128933,0.0,0.0,False,False
Bernoulli(0.1),1000000,25,Efficient betting,Deterministic,0.001545284098280142,0.001545284098280142,0.0,0.0,False,False
Bernoulli(0.1),1000000,25,Efficient betting,Uniformly randomized,0.0015408246148977678,0.0015407697851840402,-5.482971372761103e-08,-3.5584655902698437e-05,True,False
Bernoulli(0.1),1000000,26,STaR betting,Deterministic,0.0016025251976514998,0.0016025251976514998,0.0,0.0,False,False
Bernoulli(0.1),1000000,26,STaR betting,Uniformly randomized,0.0016025068931191377,0.0016025068931191377,0.0,0.0,False,False
Bernoulli(0.1),1000000,26,Efficient betting,Deterministic,0.0015468245057287389,0.0015468245057287389,0.0,0.0,False,False
Bernoulli(0.1),1000000,26,Efficient betting,Uniformly randomized,0.0015429256403394764,0.0015424131134338381,-5.125269056382997e-07,-0.00033217861719214703,True,False
Bernoulli(0.1),1000000,27,STaR betting,Deterministic,0.0016173713295396797,0.0016173896600169269,1.8330477247197052e-08,1.1333499557286686e-05,False,True
Bernoulli(0.1),1000000,27,STaR betting,Uniformly randomized,0.0016173713295396797,0.0016173896600169269,1.8330477247197052e-08,1.1333499557286686e-05,False,True
Bernoulli(0.1),1000000,27,Efficient betting,Deterministic,0.0015498418513563983,0.0015498418513563983,0.0,0.0,False,False
Bernoulli(0.1),1000000,27,Efficient betting,Uniformly randomized,0.0015471839321553743,0.0015478254988590678,6.415667036935302e-07,0.00041466737752360316,False,True
Bernoulli(0.1),1000000,28,STaR betting,Deterministic,0.001597017044215887,0.001597017044215887,0.0,0.0,False,False
Bernoulli(0.1),1000000,28,STaR betting,Uniformly randomized,0.001597017044215887,0.001597017044215887,0.0,0.0,False,False
Bernoulli(0.1),1000000,28,Efficient betting,Deterministic,0.0015437764412128963,0.0015438312719059932,5.4830693096974414e-08,3.5517249540317763e-05,False,True
Bernoulli(0.1),1000000,28,Efficient betting,Uniformly randomized,0.0015416014903864572,0.0015415466596933602,-5.4830693096974414e-08,-3.55673586455163e-05,True,False
Bernoulli(0.1),1000000,29,STaR betting,Deterministic,0.0015722176469825655,0.0015722176469825655,0.0,0.0,False,False
Bernoulli(0.1),1000000,29,STaR betting,Uniformly randomized,0.0015722176469825655,0.0015722176469825655,0.0,0.0,False,False
Bernoulli(0.1),1000000,29,Efficient betting,Deterministic,0.0015482379211353425,0.0015482379211353425,0.0,0.0,False,False
Bernoulli(0.1),1000000,29,Efficient betting,Uniformly randomized,0.0015456954482957197,0.0015458966511823213,2.0120288660163688e-07,0.00013016981244495796,False,True
"Beta(50,50)",1000000,15,STaR betting,Deterministic,0.0002657784190505663,0.0002657844943329546,6.075282388273706e-09,2.2858448815998855e-05,False,True
"Beta(50,50)",1000000,15,STaR betting,Uniformly randomized,0.0002657784190505663,0.0002657844943329546,6.075282388273706e-09,2.2858448815998855e-05,False,True
"Beta(50,50)",1000000,15,Efficient betting,Deterministic,0.00025713632976315237,0.0002574826208630032,3.462910998508484e-07,0.0013467217960596578,False,True
"Beta(50,50)",1000000,15,Efficient betting,Uniformly randomized,0.0002569419207247292,0.00025740667983231713,4.6475910758791983e-07,0.0018088099687159076,False,True
"Beta(50,50)",1000000,16,STaR betting,Deterministic,0.0002676274059522643,0.00026766691622709393,3.951027482962388e-08,0.000147631647398061,False,True
"Beta(50,50)",1000000,16,STaR betting,Uniformly randomized,0.0002676274059522643,0.00026766691622709393,3.951027482962388e-08,0.000147631647398061,False,True
"Beta(50,50)",1000000,16,Efficient betting,Deterministic,0.0002570538485369145,0.0002575492465992646,4.953980623501053e-07,0.0019272151153144623,False,True
"Beta(50,50)",1000000,16,Efficient betting,Uniformly randomized,0.0002566222747649727,0.0002569444354680872,3.221607031145268e-07,0.0012553886969071115,False,True
"Beta(50,50)",1000000,17,STaR betting,Deterministic,0.00025662815669680317,0.0002566433247419564,1.516804515322434e-08,5.910514788576293e-05,False,True
"Beta(50,50)",1000000,17,STaR betting,Uniformly randomized,0.00025660085421541634,0.00025660085421541634,0.0,0.0,False,False
"Beta(50,50)",1000000,17,Efficient betting,Deterministic,0.00025690118151028285,0.0002571651054967261,2.6392398644325965e-07,0.0010273366003679119,False,True
"Beta(50,50)",1000000,17,Efficient betting,Uniformly randomized,0.0002560184012798117,0.0002558636872187492,-1.5471406106248864e-07,-0.0006043083633406887,True,False
"Beta(50,50)",1000000,18,STaR betting,Deterministic,0.00026643252112557025,0.0002664689165249312,3.6395399360955594e-08,0.00013660269101989364,False,True
"Beta(50,50)",1000000,18,STaR betting,Uniformly randomized,0.00026643252112557025,0.0002664689165249312,3.6395399360955594e-08,0.00013660269101989364,False,True
"Beta(50,50)",1000000,18,Efficient betting,Deterministic,0.00025640862154763244,0.0002567240483423161,3.1542679468365975e-07,0.0012301723428012057,False,True
"Beta(50,50)",1000000,18,Efficient betting,Uniformly randomized,0.00025631763304923005,0.00025657846674476126,2.6083369553120406e-07,0.0010176190082136216,False,True
"Beta(50,50)",1000000,19,STaR betting,Deterministic,0.0002644868524220856,0.0002645080931775179,2.1240755432305747e-08,8.03093055015136e-05,False,True
"Beta(50,50)",1000000,19,STaR betting,Uniformly randomized,0.0002644868524220856,0.0002645020243902674,1.5171968181793005e-08,5.736378970389033e-05,False,True
"Beta(50,50)",1000000,19,Efficient betting,Deterministic,0.0002567916301633444,0.00025727409875131446,4.824685879700752e-07,0.0018788329964771755,False,True
"Beta(50,50)",1000000,19,Efficient betting,Uniformly randomized,0.0002559511031263728,0.0002555566319537017,-3.94471172671107e-07,-0.001541197392207927,True,False
"Beta(50,50)",1000000,20,STaR betting,Deterministic,0.0002666969706975886,0.0002666969706975886,0.0,0.0,False,False
"Beta(50,50)",1000000,20,STaR betting,Uniformly randomized,0.0002666969706975886,0.00026669089601083495,-6.074686753620995e-09,-2.2777486889835608e-05,True,False
"Beta(50,50)",1000000,20,Efficient betting,Deterministic,0.0002570685922598237,0.0002578157787252455,7.47186465421823e-07,0.0029065645820576247,False,True
"Beta(50,50)",1000000,20,Efficient betting,Uniformly randomized,0.0002562454722104812,0.0002560024847419462,-2.429874685350164e-07,-0.0009482605348648532,True,False
"Beta(50,50)",1000000,21,STaR betting,Deterministic,0.0002561077511596954,0.00025629025941509287,1.8250825539745108e-07,0.0007126229275413731,False,True
"Beta(50,50)",1000000,21,STaR betting,Uniformly randomized,0.0002561077511596954,0.00025629025941509287,1.8250825539745108e-07,0.0007126229275413731,False,True
"Beta(50,50)",1000000,21,Efficient betting,Deterministic,0.000257406601576915,0.000257725991023916,3.1938944700105054e-07,0.0012407974195083327,False,True
"Beta(50,50)",1000000,21,Efficient betting,Uniformly randomized,0.00025728797121099545,0.00025755260818122183,2.64636970226384e-07,0.001028563321405107,False,True
"Beta(50,50)",1000000,22,STaR betting,Deterministic,0.0002667716678037557,0.00026695709055757355,1.8542275381783213e-07,0.0006950616433309964,False,True
"Beta(50,50)",1000000,22,STaR betting,Uniformly randomized,0.00026675950893451095,0.0002668841373429931,1.246284084821525e-07,0.00046719387428750814,False,True
"Beta(50,50)",1000000,22,Efficient betting,Deterministic,0.00025733942508832097,0.0002580446394968017,7.052144084807033e-07,0.0027404056266879806,False,True
"Beta(50,50)",1000000,22,Efficient betting,Uniformly randomized,0.00025723303498348393,0.00025774370748626874,5.106725027848036e-07,0.0019852524105918867,False,True
"Beta(50,50)",1000000,23,STaR betting,Deterministic,0.0002599842846555678,0.0002600510118422328,6.672718666500543e-08,0.0002566585390091358,False,True
"Beta(50,50)",1000000,23,STaR betting,Uniformly randomized,0.00025998125160164864,0.0002600449457342835,6.369413263485058e-08,0.00024499509961750654,False,True
"Beta(50,50)",1000000,23,Efficient betting,Deterministic,0.0002566357931048646,0.0002570968173038479,4.610241989833064e-07,0.0017964142624287138,False,True
"Beta(50,50)",1000000,23,Efficient betting,Uniformly randomized,0.0002565933303495527,0.00025704222233291496,4.488919833622873e-07,0.0017494296626914263,False,True
"Beta(50,50)",1000000,24,STaR betting,Deterministic,0.000261133391151247,0.0002611698444760502,3.64533248031762e-08,0.00013959656649986663,False,True
"Beta(50,50)",1000000,24,STaR betting,Uniformly randomized,0.000261133391151247,0.0002611698444760502,3.64533248031762e-08,0.00013959656649986663,False,True
"Beta(50,50)",1000000,24,Efficient betting,Deterministic,0.0002570718832295982,0.0002578951208113689,8.232375817707194e-07,0.00320236336789681,False,True
"Beta(50,50)",1000000,24,Efficient betting,Uniformly randomized,0.0002560603034706399,0.0002561575123362636,9.720886562369913e-08,0.00037963270489860257,False,True
"Beta(50,50)",1000000,25,STaR betting,Deterministic,0.00026589944234356455,0.0002659267866879089,2.7344344344371052e-08,0.0001028371631899283,False,True
"Beta(50,50)",1000000,25,STaR betting,Uniformly randomized,0.00026589944234356455,0.0002659267866879089,2.7344344344371052e-08,0.0001028371631899283,False,True
"Beta(50,50)",1000000,25,Efficient betting,Deterministic,0.0002569578417537244,0.0002573588921369607,4.0105038323634545e-07,0.0015607633551839584,False,True
"Beta(50,50)",1000000,25,Efficient betting,Uniformly randomized,0.00025693049740938,0.000257304203448383,3.737060390029967e-07,0.001454502454052875,False,True
"Beta(50,50)",1000000,26,STaR betting,Deterministic,0.0002604582295590019,0.0002604582295590019,0.0,0.0,False,False
"Beta(50,50)",1000000,26,STaR betting,Uniformly randomized,0.0002604582295590019,0.0002604582295590019,0.0,0.0,False,False
"Beta(50,50)",1000000,26,Efficient betting,Deterministic,0.0002568987957315416,0.000257342206430311,4.4341069876940864e-07,0.0017260131465652861,False,True
"Beta(50,50)",1000000,26,Efficient betting,Uniformly randomized,0.0002568076839442046,0.0002571205010809541,3.128171367494659e-07,0.0012180988198835507,False,True
"Beta(50,50)",1000000,27,STaR betting,Deterministic,0.00025937803017117567,0.00025937803017117567,0.0,0.0,False,False
"Beta(50,50)",1000000,27,STaR betting,Uniformly randomized,0.00025937803017117567,0.00025937803017117567,0.0,0.0,False,False
"Beta(50,50)",1000000,27,Efficient betting,Deterministic,0.0002570782132569338,0.000257403286453628,3.2507319669417e-07,0.0012644914268533647,False,True
"Beta(50,50)",1000000,27,Efficient betting,Uniformly randomized,0.00025687770081816996,0.0002571693552748666,2.91654456696655e-07,0.0011353825410602703,False,True
"Beta(50,50)",1000000,28,STaR betting,Deterministic,0.0002566377278155896,0.0002566377278155896,0.0,0.0,False,False
"Beta(50,50)",1000000,28,STaR betting,Uniformly randomized,0.0002566377278155896,0.0002566377278155896,0.0,0.0,False,False
"Beta(50,50)",1000000,28,Efficient betting,Deterministic,0.0002567652436334944,0.0002575637355407556,7.984919072612229e-07,0.0031098130571012295,False,True
"Beta(50,50)",1000000,28,Efficient betting,Uniformly randomized,0.0002567075579062994,0.00025750604981361613,7.98491907316734e-07,0.003110511875182853,False,True
"Beta(50,50)",1000000,29,STaR betting,Deterministic,0.000265804750459564,0.0002660812158364889,2.764653769249392e-07,0.0010401069824634845,False,True
"Beta(50,50)",1000000,29,STaR betting,Uniformly randomized,0.000265804750459564,0.0002660812158364889,2.764653769249392e-07,0.0010401069824634845,False,True
"Beta(50,50)",1000000,29,Efficient betting,Deterministic,0.000256976086884686,0.0002578176353397188,8.415484550328145e-07,0.0032748123190562417,False,True
"Beta(50,50)",1000000,29,Efficient betting,Uniformly randomized,0.000256945706074041,0.0002577629498804468,8.172438064057985e-07,0.0031806089266590565,False,True
"Beta(20,80)",1000000,15,STaR betting,Deterministic,0.00021049385754431937,0.00021050114426252042,7.286718201049425e-09,3.461724862696691e-05,False,True
"Beta(20,80)",1000000,15,STaR betting,Uniformly randomized,0.0002104889997321946,0.00021048899973216684,-2.7755575615628914e-17,-1.318944953254686e-13,False,False
"Beta(20,80)",1000000,15,Efficient betting,Deterministic,0.00020585221805102805,0.00020652502503148984,6.728069804617931e-07,0.003268398013059226,False,True
"Beta(20,80)",1000000,15,Efficient betting,Uniformly randomized,0.00020510654388858351,0.0002051939845069961,8.74406184125931e-08,0.00042631803332460194,False,True
"Beta(20,80)",1000000,16,STaR betting,Deterministic,0.00020239496740681595,0.00020245327768264598,5.8310275830031344e-08,0.00028810141169577363,False,True
"Beta(20,80)",1000000,16,STaR betting,Uniformly randomized,0.00020239496740681595,0.00020245327768264598,5.8310275830031344e-08,0.00028810141169577363,False,True
"Beta(20,80)",1000000,16,Efficient betting,Deterministic,0.00020554129270689003,0.00020608795154275494,5.466588358649105e-07,0.0026596059052934606,False,True
"Beta(20,80)",1000000,16,Efficient betting,Uniformly randomized,0.0002054562568879481,0.00020582798489632292,3.7172800837481645e-07,0.0018092805447027516,False,True
"Beta(20,80)",1000000,17,STaR betting,Deterministic,0.00021321135184781959,0.00021321135184781959,0.0,0.0,False,False
