distribution,n,method,calibration,replications,mean_width_c1,mean_width_c05,mean_paired_difference,mean_relative_change,fraction_c05_narrower,fraction_c05_wider,relative_change_of_means
"Beta(50,50)",1000000,Efficient betting,Uniformly randomized,30,0.00025642320444029437,0.00025656331689593394,1.4011245563957016e-07,0.0005426734270434756,0.26666666666666666,0.7333333333333333,0.0005464109847055365
"Beta(50,50)",1000000,STaR betting,Deterministic,30,0.00026108672611069306,0.00026116901100405135,8.228489335830128e-08,0.00032049526787783684,0.0,0.7666666666666667,0.0003151630670163996
"Beta(50,50)",1000000,STaR betting,Uniformly randomized,30,0.0002610832849445225,0.0002611522021175446,6.891717302207982e-08,0.00026975763612357615,0.13333333333333333,0.6666666666666666,0.00026396623987912093
"Uniform(0,1)",10,Efficient betting,Deterministic,120,0.7049275389450124,0.7337439478854566,0.028816408940444332,0.045703292247779664,0.11666666666666667,0.775,0.0408785404859775
"Uniform(0,1)",10,Efficient betting,Uniformly randomized,120,0.5476387985595268,0.6019386037553942,0.0542998051958674,0.10753019247800948,0.016666666666666666,0.9833333333333333,0.09915258987985154
"Uniform(0,1)",10,STaR betting,Deterministic,120,0.6025543885062716,0.6656582849235605,0.06310389641728888,0.112147904546911,0.0,1.0,0.10472730366087446
"Uniform(0,1)",10,STaR betting,Uniformly randomized,120,0.5103171716777478,0.5811862244554581,0.07086905277771033,0.14586757452714386,0.008333333333333333,0.9916666666666667,0.13887256144001014
"Uniform(0,1)",50,Efficient betting,Deterministic,120,0.24207504938662427,0.26037636391965896,0.018301314533034702,0.07747642731192768,0.0,1.0,0.07560182092044188
"Uniform(0,1)",50,Efficient betting,Uniformly randomized,120,0.21611226299228548,0.2296155899006582,0.013503326908372732,0.06197021014077965,0.15,0.85,0.06248292772194408
"Uniform(0,1)",50,STaR betting,Deterministic,120,0.2245569200905309,0.25208345300668505,0.027526532916154183,0.12435932306748079,0.0,1.0,0.12258153925987547
"Uniform(0,1)",50,STaR betting,Uniformly randomized,120,0.215642971787741,0.22884650719428865,0.013203535406547626,0.06124955314099292,0.16666666666666666,0.8333333333333334,0.06122868413974558
"Uniform(0,1)",100,Efficient betting,Deterministic,120,0.16329605814978956,0.1712165084189553,0.007920450269165748,0.04897345934377375,0.0,1.0,0.04850362194230318
"Uniform(0,1)",100,Efficient betting,Uniformly randomized,120,0.15067119401622223,0.1557665978737053,0.005095403857483078,0.033244920948486044,0.14166666666666666,0.8583333333333333,0.03381803596070587
"Uniform(0,1)",100,STaR betting,Deterministic,120,0.15525896208536163,0.16585246099370143,0.010593498908339778,0.06855136750032007,0.0,1.0,0.06823115887194642
"Uniform(0,1)",100,STaR betting,Uniformly randomized,120,0.15183129391236433,0.15613874987011517,0.004307455957750829,0.0279736656884956,0.18333333333333332,0.8166666666666667,0.028370014156877676
"Uniform(0,1)",500,Efficient betting,Deterministic,120,0.06878499967725794,0.06982932126587876,0.0010443215886208237,0.015230235313522331,0.0,0.9916666666666667,0.015182403046024806
"Uniform(0,1)",500,Efficient betting,Uniformly randomized,120,0.0668460009247758,0.0673790314952298,0.0005330305704539869,0.007843006749184476,0.19166666666666668,0.8083333333333333,0.007974008363698992
"Uniform(0,1)",500,STaR betting,Deterministic,120,0.06807822821400437,0.06904590802090473,0.0009676798069003618,0.01426400157493474,0.0,1.0,0.014214233129840714
"Uniform(0,1)",500,STaR betting,Uniformly randomized,120,0.06784365246810706,0.0682067053325595,0.00036305286445244695,0.005367323529376042,0.25833333333333336,0.7416666666666667,0.005351316611721613
"Uniform(0,1)",1000,Efficient betting,Deterministic,120,0.04825672397318092,0.04869158971454768,0.0004348657413667537,0.00904343042883366,0.008333333333333333,0.975,0.009011505663095498
"Uniform(0,1)",1000,Efficient betting,Uniformly randomized,120,0.04722609294219097,0.04733348832951778,0.00010739538732680622,0.002131477065055438,0.24166666666666667,0.7583333333333333,0.0022740688597355785
"Uniform(0,1)",1000,STaR betting,Deterministic,120,0.04821566621643318,0.04855198752623255,0.00033632130979936774,0.00701017601510264,0.0,1.0,0.00697535336937305
"Uniform(0,1)",1000,STaR betting,Uniformly randomized,120,0.04810218542312946,0.04815515775123285,5.297232810339281e-05,0.0010331724228454463,0.25833333333333336,0.7416666666666667,0.0011012457674723919
"Uniform(0,1)",5000,Efficient betting,Deterministic,60,0.021246802648103177,0.021323697716665462,7.689506856228453e-05,0.0036237212274533802,0.0,0.9833333333333333,0.003619136010055035
"Uniform(0,1)",5000,Efficient betting,Uniformly randomized,60,0.021069234444134926,0.021100238827956596,3.1004383821671884e-05,0.0014598209587034098,0.26666666666666666,0.7333333333333333,0.0014715477158830925
"Uniform(0,1)",5000,STaR betting,Deterministic,60,0.021520519076780268,0.02154747253661295,2.6953459832682972e-05,0.0012499692481145925,0.016666666666666666,0.9833333333333333,0.0012524539829414927
"Uniform(0,1)",5000,STaR betting,Uniformly randomized,60,0.02151318443997284,0.02152292514591669,9.740705943849421e-06,0.0004494157642590609,0.25,0.75,0.0004527784331989082
"Uniform(0,1)",10000,Efficient betting,Deterministic,60,0.015011019338999789,0.015049023918156846,3.800457915705639e-05,0.0025341821892476877,0.03333333333333333,0.9166666666666666,0.002531778708612986
"Uniform(0,1)",10000,Efficient betting,Uniformly randomized,60,0.014891621998628594,0.014903811335852788,1.2189337224195277e-05,0.0008145330692504171,0.3,0.6833333333333333,0.0008185365721287141
"Uniform(0,1)",10000,STaR betting,Deterministic,60,0.015149419738370678,0.015160815031438346,1.1395293067666586e-05,0.0007497016027931809,0.0,1.0,0.0007521933687537619
"Uniform(0,1)",10000,STaR betting,Uniformly randomized,60,0.015145963732390211,0.015148611328461644,2.6475960714348694e-06,0.00017587376063302,0.21666666666666667,0.7666666666666667,0.00017480538830105807
"Uniform(0,1)",50000,Efficient betting,Deterministic,30,0.006675745832638619,0.006683342894237965,7.597061599345922e-06,0.0011381419879694507,0.0,0.9333333333333333,0.001138009413450547
"Uniform(0,1)",50000,Efficient betting,Uniformly randomized,30,0.006653666332586771,0.006655859240505239,2.1929079184671945e-06,0.0003282692620770855,0.3,0.7,0.0003295788831081392
"Uniform(0,1)",50000,STaR betting,Deterministic,30,0.006810842728225552,0.006812115503285749,1.272775060195963e-06,0.00018598570263206327,0.0,0.8666666666666667,0.00018687482753376727
"Uniform(0,1)",50000,STaR betting,Uniformly randomized,30,0.006810386207894729,0.006810727006903429,3.40799008700469e-07,4.871921377119781e-05,0.23333333333333334,0.7,5.004106937511743e-05
"Uniform(0,1)",100000,Efficient betting,Deterministic,30,0.004713795036524907,0.004717130188887286,3.3351523623788753e-06,0.0007077103223476137,0.0,1.0,0.000707530203697182
"Uniform(0,1)",100000,Efficient betting,Uniformly randomized,30,0.00470418201435685,0.004704666083965177,4.840696083271053e-07,0.00010188438568463262,0.43333333333333335,0.5666666666666667,0.00010290197251072719
"Uniform(0,1)",100000,STaR betting,Deterministic,30,0.004791351830895607,0.004791728794229331,3.7696333372398233e-07,7.843298279631335e-05,0.0,0.7666666666666667,7.86757781578995e-05
"Uniform(0,1)",100000,STaR betting,Uniformly randomized,30,0.004791240350920217,0.004791375906385309,1.3555546509169681e-07,2.766023231130695e-05,0.16666666666666666,0.6333333333333333,2.8292353370762413e-05
"Uniform(0,1)",500000,Efficient betting,Deterministic,30,0.0021052041829821306,0.0021059426116580016,7.38428675870854e-07,0.00035083230162243165,0.03333333333333333,0.9333333333333333,0.00035076344700435413
"Uniform(0,1)",500000,Efficient betting,Uniformly randomized,30,0.0021027057923381277,0.002102391513331033,-3.1427900709461255e-07,-0.00014996249323487125,0.43333333333333335,0.5666666666666667,-0.00014946408966953761
"Uniform(0,1)",500000,STaR betting,Deterministic,30,0.0021409183741739612,0.002140956587670136,3.82134961747956e-08,1.7689529123510184e-05,0.0,0.5,1.7849114023027468e-05
"Uniform(0,1)",500000,STaR betting,Uniformly randomized,30,0.0021409108999235205,0.0021409208776754876,9.97775196724208e-09,4.509938448493677e-06,0.16666666666666666,0.3333333333333333,4.660517150645305e-06
"Uniform(0,1)",1000000,Efficient betting,Deterministic,30,0.0014883526693603229,0.0014886889776821362,3.363083218133056e-07,0.00022600562382553888,0.0,0.9333333333333333,0.00022596010255937493
"Uniform(0,1)",1000000,Efficient betting,Uniformly randomized,30,0.0014872118953641934,0.001487088490021434,-1.2340534275937878e-07,-8.303632347540871e-05,0.4,0.5666666666666667,-8.297764638931504e-05
"Uniform(0,1)",1000000,STaR betting,Deterministic,30,0.0015133106266949489,0.0015133159147772356,5.288082286873201e-09,3.4531825944187727e-06,0.0,0.2,3.494379933188796e-06
"Uniform(0,1)",1000000,STaR betting,Uniformly randomized,30,0.0015133076896214274,0.00151330475339256,-2.9362288674524467e-09,-1.9275318861589064e-06,0.1,0.13333333333333333,-1.940272218003969e-06
"Uniform(0.45,0.55)",10,Efficient betting,Deterministic,120,0.4349462906969711,0.5897391255696615,0.1547928348726904,0.35588999209719824,0.0,1.0,0.3558895389696177
"Uniform(0.45,0.55)",10,Efficient betting,Uniformly randomized,120,0.35934904307664806,0.510560387937973,0.1512113448613249,0.4290688784977991,0.0,1.0,0.42079239606899965
"Uniform(0.45,0.55)",10,STaR betting,Deterministic,120,0.42724639892578126,0.5870716857910157,0.15982528686523445,0.37408260538392296,0.0,1.0,0.37408223279840525
"Uniform(0.45,0.55)",10,STaR betting,Uniformly randomized,120,0.3541868542864298,0.5084483594136934,0.15426150512726355,0.4437381858636839,0.0,1.0,0.4355370710695907
"Uniform(0.45,0.55)",50,Efficient betting,Deterministic,120,0.106529006862392,0.184634814453125,0.078105807590733,0.7332982040493625,0.0,1.0,0.7331881699753904
"Uniform(0.45,0.55)",50,Efficient betting,Uniformly randomized,120,0.08451056759144349,0.14893889196459204,0.06442832437314853,0.7605958529430764,0.0,1.0,0.7623700350069804
"Uniform(0.45,0.55)",50,STaR betting,Deterministic,120,0.1048850504557291,0.18420512695312502,0.0793200764973959,0.7562617477841813,0.0,1.0,0.7562572182856135
"Uniform(0.45,0.55)",50,STaR betting,Uniformly randomized,120,0.08371399412490425,0.1486425733812774,0.06492857925637316,0.7737746983209415,0.0,1.0,0.7756000646617984
"Uniform(0.45,0.55)",100,Efficient betting,Deterministic,120,0.05549865610804409,0.0997681355794271,0.044269479471383016,0.7978126781417444,0.0,1.0,0.7976675937017239
"Uniform(0.45,0.55)",100,Efficient betting,Uniformly randomized,120,0.04517323493710804,0.08176766608823091,0.03659443115112287,0.8096942034911006,0.0,0.9916666666666667,0.8100910019411072
"Uniform(0.45,0.55)",100,STaR betting,Deterministic,120,0.054649953206380206,0.0994537841796875,0.04480383097330731,0.8198495494320361,0.0,1.0,0.8198329247256628
"Uniform(0.45,0.55)",100,STaR betting,Uniformly randomized,120,0.04477776082356771,0.08158290753792972,0.03680514671436202,0.8214942222416141,0.0,0.9916666666666667,0.8219514785337481
"Uniform(0.45,0.55)",500,Efficient betting,Deterministic,120,0.01239525883880755,0.021776117350260454,0.009380858511452903,0.7569120443044871,0.0,1.0,0.7568102153771048
"Uniform(0.45,0.55)",500,Efficient betting,Uniformly randomized,120,0.01047748229643072,0.017884338396365447,0.007406856099934728,0.7008912119688148,0.0,1.0,0.7069309105354404
"Uniform(0.45,0.55)",500,STaR betting,Deterministic,120,0.012263236490885406,0.02173944742838545,0.009476210937500043,0.7730029219710205,0.0,1.0,0.7727332784084524
"Uniform(0.45,0.55)",500,STaR betting,Uniformly randomized,120,0.010410419619269666,0.017849264392778286,0.00743884477350862,0.7085153560477836,0.0,1.0,0.7145576302937235
"Uniform(0.45,0.55)",1000,Efficient betting,Deterministic,120,0.006902384747378528,0.011307202555338531,0.004404817807960002,0.638340607754049,0.0,1.0,0.6381588348335578
"Uniform(0.45,0.55)",1000,Efficient betting,Uniformly randomized,120,0.006095448498080779,0.00952007498184839,0.0034246264837676115,0.5561286073750633,0.0,1.0,0.5618333884448199
"Uniform(0.45,0.55)",1000,STaR betting,Deterministic,120,0.0068188212076822855,0.011287448730468753,0.004468627522786469,0.6558217127533558,0.0,1.0,0.6553372476978836
"Uniform(0.45,0.55)",1000,STaR betting,Uniformly randomized,120,0.006058164111711077,0.009500329464860261,0.003442165353149186,0.5626358726215102,0.0,1.0,0.5681862177512016
"Uniform(0.45,0.55)",5000,Efficient betting,Deterministic,60,0.0023229091508611523,0.0028104692431057832,0.0004875600922446312,0.21028527345663114,0.0,1.0,0.2098920192655327
"Uniform(0.45,0.55)",5000,Efficient betting,Uniformly randomized,60,0.002205924999635099,0.002538854747851559,0.0003329297482164604,0.1478593048563606,0.05,0.95,0.15092523466189145
"Uniform(0.45,0.55)",5000,STaR betting,Deterministic,60,0.00229995262431446,0.002814923892075288,0.0005149712677608285,0.22389641654042597,0.0,1.0,0.2239051632267095
"Uniform(0.45,0.55)",5000,STaR betting,Uniformly randomized,60,0.002221360578388761,0.0025433174686695925,0.00032195689028083156,0.14193338780079337,0.06666666666666667,0.9333333333333333,0.14493679838072904
"Uniform(0.45,0.55)",10000,Efficient betting,Deterministic,60,0.0015808147936378478,0.0017304907795540716,0.0001496759859162237,0.09477825015384786,0.0,1.0,0.09468280947180552
"Uniform(0.45,0.55)",10000,Efficient betting,Uniformly randomized,60,0.001528510853938921,0.0016222613680139607,9.37505140750398e-05,0.060265536984551414,0.13333333333333333,0.8666666666666667,0.06133454259317017
"Uniform(0.45,0.55)",10000,STaR betting,Deterministic,60,0.0015518369965764713,0.0017015883676035847,0.0001497513710271135,0.09618302592705792,0.0,1.0,0.09649942059474159
"Uniform(0.45,0.55)",10000,STaR betting,Uniformly randomized,60,0.001526776236323198,0.001615025161658958,8.824892533575989e-05,0.056665763049212975,0.13333333333333333,0.8666666666666667,0.05780082453227209
"Uniform(0.45,0.55)",50000,Efficient betting,Deterministic,30,0.000679550233419457,0.0006948822579891138,1.5332024569656803e-05,0.022560701542263677,0.0,1.0,0.022562017957829195
"Uniform(0.45,0.55)",50000,Efficient betting,Uniformly randomized,30,0.0006653953776313485,0.0006674724646489605,2.0770870176119633e-06,0.0028999384320312015,0.3333333333333333,0.6666666666666666,0.0031215831781186143
"Uniform(0.45,0.55)",50000,STaR betting,Deterministic,30,0.0006823428803052108,0.0006932402941145092,1.089741380929839e-05,0.01602112142849399,0.0,1.0,0.015970583300325414
"Uniform(0.45,0.55)",50000,STaR betting,Uniformly randomized,30,0.000678309676657631,0.0006787866281489345,4.769514913035196e-07,0.0006929918756782764,0.36666666666666664,0.6333333333333333,0.0007031471136511591
"Uniform(0.45,0.55)",100000,Efficient betting,Deterministic,30,0.0004767413041317059,0.00048415140548293547,7.4101013512295475e-06,0.015541907606943827,0.0,1.0,0.015543233378374266
"Uniform(0.45,0.55)",100000,Efficient betting,Uniformly randomized,30,0.00047183861485835534,0.00047449964626524734,2.6610314068920005e-06,0.005520408848332751,0.26666666666666666,0.7333333333333333,0.005639706719830162
"Uniform(0.45,0.55)",100000,STaR betting,Deterministic,30,0.0004789335175630793,0.0004832163944685793,4.2828769054999625e-06,0.008972721427413854,0.0,1.0,0.008942529074373873
"Uniform(0.45,0.55)",100000,STaR betting,Uniformly randomized,30,0.00047791570169669433,0.0004793498454255918,1.4341437288974598e-06,0.0029648903159914235,0.23333333333333334,0.7666666666666667,0.0030008299032777686
"Uniform(0.45,0.55)",500000,Efficient betting,Deterministic,30,0.00021150748472195668,0.00021270419082240662,1.1967061004499365e-06,0.005657822684177782,0.0,1.0,0.005657984643063996
"Uniform(0.45,0.55)",500000,Efficient betting,Uniformly randomized,30,0.00021026350118070748,0.00021014840011224407,-1.1510106846338945e-07,-0.0006058526340250429,0.36666666666666664,0.6333333333333333,-0.000547413449396017
"Uniform(0.45,0.55)",500000,STaR betting,Deterministic,30,0.00021618848844736269,0.00021651619332451374,3.2770487715105823e-07,0.0015168784891975559,0.0,0.9333333333333333,0.0015158294482031653
"Uniform(0.45,0.55)",500000,STaR betting,Uniformly randomized,30,0.0002160365132918322,0.00021595517978179418,-8.133351003802858e-08,-0.000374951990908301,0.23333333333333334,0.7,-0.0003764803865731192
"Uniform(0.45,0.55)",1000000,Efficient betting,Deterministic,30,0.00014933653134020878,0.00014991050550518156,5.739741649727718e-07,0.0038431335677727497,0.0,1.0,0.0038434946882834886
"Uniform(0.45,0.55)",1000000,Efficient betting,Uniformly randomized,30,0.00014876583093463105,0.00014877942058062478,1.3589645993702012e-08,7.646843303728741e-05,0.3,0.7,9.134924268794364e-05
"Uniform(0.45,0.55)",1000000,STaR betting,Deterministic,30,0.00015109475332421944,0.00015119663978108527,1.0188645686581843e-07,0.0006773937927365692,0.0,0.9666666666666667,0.0006743216069666769
"Uniform(0.45,0.55)",1000000,STaR betting,Uniformly randomized,30,0.00015104271750173334,0.00015103947717277447,-3.2403289588571007e-09,-2.534076769384145e-05,0.13333333333333333,0.8333333333333334,-2.145306316303497e-05
