distribution,n,repetition,method,lower,upper,empty,width,normalized_width
"Beta(1,5)",50,54,Symmetric empirical-variance bound,0.0,0.9784564949801572,False,0.9784564949801572,9.534429582635527
"Beta(1,5)",50,54,Optimistic hard-boundary benchmark (not valid),0.12402584472461614,0.29061718767850453,False,0.1665913429538884,1.6233255506191364
"Beta(1,5)",50,55,Chronological GE,0.11541545717045665,0.24591673770919442,False,0.13050128053873777,1.2716510914116754
"Beta(1,5)",50,55,Exact Bernoulli rounding,0.06713603440406633,0.3539792067098299,False,0.28684317230576356,2.795102328657499
"Beta(1,5)",50,55,Symmetric empirical-variance bound,0.0,0.9562939363565779,False,0.9562939363565779,9.318469695147801
"Beta(1,5)",50,55,Optimistic hard-boundary benchmark (not valid),0.09697787790873902,0.26756613899946013,False,0.17058826109072112,1.6622729486063748
"Beta(1,5)",50,56,Chronological GE,0.14480494847521186,0.28813984198495746,False,0.1433348935097456,1.3967064002482257
"Beta(1,5)",50,56,Exact Bernoulli rounding,0.05508923397644793,0.32534306158435145,False,0.2702538276079035,2.6334498283621
"Beta(1,5)",50,56,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,56,Optimistic hard-boundary benchmark (not valid),0.12967543613738752,0.31276058910573057,False,0.18308515296834305,1.7840471268353337
"Beta(1,5)",50,57,Chronological GE,0.10714286146685481,0.2750527015887201,False,0.16790984012186527,1.636173457978814
"Beta(1,5)",50,57,Exact Bernoulli rounding,0.081613051521966,0.3775178419026873,False,0.29590479038072126,2.8834019719054838
"Beta(1,5)",50,57,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,57,Optimistic hard-boundary benchmark (not valid),0.10122276170800282,0.3071135455809455,False,0.20589078387294268,2.0062733403287516
"Beta(1,5)",50,58,Chronological GE,0.09714049147441983,0.23033075826242566,False,0.13319026678800583,1.2978535339053925
"Beta(1,5)",50,58,Exact Bernoulli rounding,0.06329214071300525,0.3179318483788587,False,0.2546397076658534,2.4813002664285153
"Beta(1,5)",50,58,Symmetric empirical-variance bound,0.0,0.9677444638566194,False,0.9677444638566194,9.430047725130004
"Beta(1,5)",50,58,Optimistic hard-boundary benchmark (not valid),0.09090922836854823,0.2710372102940617,False,0.18012798192551346,1.755231395920042
"Beta(1,5)",50,59,Chronological GE,0.12273732060566545,0.26232467917725444,False,0.139587358571589,1.3601890812262438
"Beta(1,5)",50,59,Exact Bernoulli rounding,0.09237916916073016,0.3907369651626337,False,0.2983577960019035,2.9073049348690496
"Beta(1,5)",50,59,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,59,Optimistic hard-boundary benchmark (not valid),0.11272529442055787,0.2974855267624257,False,0.1847602323418678,1.8003696985737134
"Beta(1,5)",50,60,Chronological GE,0.09776040399447083,0.24322212161496282,False,0.14546171762049198,1.4174309340651063
"Beta(1,5)",50,60,Exact Bernoulli rounding,0.03564266932415757,0.28197477777956903,False,0.24633210845541145,2.400348052324889
"Beta(1,5)",50,60,Symmetric empirical-variance bound,0.0,0.9476127221189441,False,0.9476127221189441,9.23387684276741
"Beta(1,5)",50,60,Optimistic hard-boundary benchmark (not valid),0.09394499250999472,0.2617431762735226,False,0.1677981837635279,1.6350854385405633
"Beta(1,5)",50,61,Chronological GE,0.11721399379894137,0.2610559272579849,False,0.1438419334590435,1.401647178624133
"Beta(1,5)",50,61,Exact Bernoulli rounding,0.04743697031070366,0.30145941713426405,False,0.2540224468235604,2.4752854563013873
"Beta(1,5)",50,61,Symmetric empirical-variance bound,0.0,0.989462801174522,False,0.989462801174522,9.641678961543501
"Beta(1,5)",50,61,Optimistic hard-boundary benchmark (not valid),0.11125934222245856,0.29103781028999254,False,0.17977846806753398,1.7518256080447945
"Beta(1,5)",50,62,Chronological GE,0.11182058276608586,0.18953244155272841,False,0.07771185878664255,0.7572521099693711
"Beta(1,5)",50,62,Exact Bernoulli rounding,0.0421590596750519,0.2593323584363077,False,0.2171732987612558,2.1162141954097327
"Beta(1,5)",50,62,Symmetric empirical-variance bound,0.0,0.9677171215090326,False,0.9677171215090326,9.429781291528686
"Beta(1,5)",50,62,Optimistic hard-boundary benchmark (not valid),0.08500633892310128,0.26855453009855457,False,0.1835481911754533,1.7885591365183517
"Beta(1,5)",50,63,Chronological GE,0.12919484311714768,0.25490701710805297,False,0.12571217399090528,1.2249843265853317
"Beta(1,5)",50,63,Exact Bernoulli rounding,0.0626664004919159,0.3195080637073324,False,0.2568416632154165,2.5027569078214764
"Beta(1,5)",50,63,Symmetric empirical-variance bound,0.0,0.9947111920345018,False,0.9947111920345018,9.69282115675949
"Beta(1,5)",50,63,Optimistic hard-boundary benchmark (not valid),0.1092825832378759,0.29299547750815946,False,0.18371289427028356,1.7901640623047899
"Beta(1,5)",50,64,Chronological GE,0.08478697808459401,0.22099160822108388,False,0.13620463013648987,1.32722656707554
"Beta(1,5)",50,64,Exact Bernoulli rounding,0.031874008503946845,0.27166381776423854,False,0.2397898092602917,2.33659755211929
"Beta(1,5)",50,64,Symmetric empirical-variance bound,0.0,0.9358818157442688,False,0.9358818157442688,9.119566700882052
"Beta(1,5)",50,64,Optimistic hard-boundary benchmark (not valid),0.08298189825345809,0.2509678462498668,False,0.1679859479964087,1.6369150802933894
"Beta(1,5)",50,65,Chronological GE,0.09817521320655942,0.21053655399009585,False,0.11236134078353643,1.0948890390194275
"Beta(1,5)",50,65,Exact Bernoulli rounding,0.07301494224984713,0.3378731861015017,False,0.2648582438516546,2.580873332988935
"Beta(1,5)",50,65,Symmetric empirical-variance bound,0.0,0.9499410945752234,False,0.9499410945752234,9.256565335654354
"Beta(1,5)",50,65,Optimistic hard-boundary benchmark (not valid),0.0861117489007931,0.25964535303732794,False,0.17353360413653485,1.6909734232938933
"Beta(1,5)",50,66,Chronological GE,0.14635302918031812,0.3041783603839576,False,0.1578253312036395,1.537906400986941
"Beta(1,5)",50,66,Exact Bernoulli rounding,0.09459194342211581,0.3962347230201426,False,0.3016427795980268,2.939314988395227
"Beta(1,5)",50,66,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,66,Optimistic hard-boundary benchmark (not valid),0.13295653796048112,0.33445691023461677,False,0.20150037227413564,1.963491601495835
"Beta(1,5)",50,67,Chronological GE,0.1369989193044603,0.2504192781634629,False,0.11342035885900259,1.1052084894181649
"Beta(1,5)",50,67,Exact Bernoulli rounding,0.07602350257677773,0.34382294133029584,False,0.2677994387535181,2.6095333866801242
"Beta(1,5)",50,67,Symmetric empirical-variance bound,0.0,0.9719810012226913,False,0.9719810012226913,9.471330058476706
"Beta(1,5)",50,67,Optimistic hard-boundary benchmark (not valid),0.1198098043106609,0.2854451709883671,False,0.16563536667770618,1.6140101763181929
"Beta(1,5)",50,68,Chronological GE,0.09870925592258573,0.24152859998866916,False,0.14281934406608343,1.391682702319721
"Beta(1,5)",50,68,Exact Bernoulli rounding,0.0081895397422745,0.1887241012486988,False,0.1805345615064243,1.7591932525828777
"Beta(1,5)",50,68,Symmetric empirical-variance bound,0.0,0.965147053408532,False,0.965147053408532,9.404737629953015
"Beta(1,5)",50,68,Optimistic hard-boundary benchmark (not valid),0.09705623152049617,0.27224702290576785,False,0.1751907913852717,1.7071216477774391
"Beta(1,5)",50,69,Chronological GE,0.10790748195722699,0.2426082114689052,False,0.13470072951167822,1.3125720222080761
"Beta(1,5)",50,69,Exact Bernoulli rounding,0.046890879073455835,0.29620021440874367,False,0.24930933533528782,2.429359214480123
"Beta(1,5)",50,69,Symmetric empirical-variance bound,0.0,0.9733896023492632,False,0.9733896023492632,9.48505597099323
"Beta(1,5)",50,69,Optimistic hard-boundary benchmark (not valid),0.09716646201462767,0.2766403264198104,False,0.17947386440518273,1.7488574411572522
"Beta(1,5)",50,70,Chronological GE,0.12255284143611789,0.23395705921575427,False,0.11140421777963638,1.0855624905940007
"Beta(1,5)",50,70,Exact Bernoulli rounding,0.07213498039513913,0.337322228115591,False,0.2651872477204519,2.5840792642036146
"Beta(1,5)",50,70,Symmetric empirical-variance bound,0.0,0.9822314542073782,False,0.9822314542073782,9.571214133725853
"Beta(1,5)",50,70,Optimistic hard-boundary benchmark (not valid),0.10582389134615006,0.28493842468626884,False,0.1791145333401188,1.7453559909095586
"Beta(1,5)",50,71,Chronological GE,0.10700354864820838,0.24482167372480035,False,0.13781812507659197,1.342949038097263
"Beta(1,5)",50,71,Exact Bernoulli rounding,0.03198566820449412,0.27646181615195686,False,0.24447614794746275,2.3822629102036257
"Beta(1,5)",50,71,Symmetric empirical-variance bound,0.0,0.9841465530602234,False,0.9841465530602234,9.589875541003453
"Beta(1,5)",50,71,Optimistic hard-boundary benchmark (not valid),0.09972703604392066,0.28340584768180554,False,0.18367881163788488,1.7898319489606982
"Beta(1,5)",50,72,Chronological GE,0.10513174207881093,0.24834361346438527,False,0.14321187138557434,1.3955076287279438
"Beta(1,5)",50,72,Exact Bernoulli rounding,0.05449648686215076,0.3299180226623799,False,0.27542153580022916,2.6838058228453674
"Beta(1,5)",50,72,Symmetric empirical-variance bound,0.0,0.9778609789878493,False,0.9778609789878493,9.52862666209371
"Beta(1,5)",50,72,Optimistic hard-boundary benchmark (not valid),0.09045489692620462,0.27620590945588464,False,0.18575101252968002,1.8100242146212127
"Beta(1,5)",50,73,Chronological GE,0.13773934403434396,0.25053858710452914,False,0.11279924307018518,1.099156115315152
"Beta(1,5)",50,73,Exact Bernoulli rounding,0.0650789964452962,0.3230565445095055,False,0.2579775480642093,2.513825375515604
"Beta(1,5)",50,73,Symmetric empirical-variance bound,0.0,0.967448408791348,False,0.967448408791348,9.427162858825888
"Beta(1,5)",50,73,Optimistic hard-boundary benchmark (not valid),0.10761006549468163,0.2779055498492248,False,0.17029548435454314,1.6594200275119326
"Beta(1,5)",50,74,Chronological GE,0.07337771123275161,0.23614234058186412,False,0.1627646293491125,1.586036686387734
"Beta(1,5)",50,74,Exact Bernoulli rounding,0.06900502076878712,0.3569423427733737,False,0.2879373220045866,2.8057641141429146
"Beta(1,5)",50,74,Symmetric empirical-variance bound,0.0,0.9275560767491223,False,0.9275560767491223,9.038437726236902
"Beta(1,5)",50,74,Optimistic hard-boundary benchmark (not valid),0.09005401624516424,0.2496793582954585,False,0.15962534205029427,1.5554463496238582
"Beta(1,5)",50,75,Chronological GE,0.11763584846630692,0.24527174374088645,False,0.12763589527457952,1.2437297539087828
"Beta(1,5)",50,75,Exact Bernoulli rounding,0.03077462597461779,0.2568282158918346,False,0.2260535899172168,2.202746924390727
"Beta(1,5)",50,75,Symmetric empirical-variance bound,0.0,0.9568174305159636,False,0.9568174305159636,9.323570809224094
"Beta(1,5)",50,75,Optimistic hard-boundary benchmark (not valid),0.09727780627171168,0.2679671479291368,False,0.1706893416574251,1.6632579137533756
"Beta(1,5)",50,76,Chronological GE,0.15308552281931043,0.2785083935596049,False,0.12542287074029446,1.2221652523749524
"Beta(1,5)",50,76,Exact Bernoulli rounding,0.11136915384213608,0.42260983818807457,False,0.3112406843459385,3.032840400541081
"Beta(1,5)",50,76,Symmetric empirical-variance bound,0.0,0.9864531206706677,False,0.9864531206706677,9.612351559684095
"Beta(1,5)",50,76,Optimistic hard-boundary benchmark (not valid),0.13117175854742036,0.29782862895306383,False,0.16665687040564348,1.6239640735148335
"Beta(1,5)",50,77,Chronological GE,0.09946003882214427,0.20926292845979333,False,0.10980288963764906,1.069958577198975
"Beta(1,5)",50,77,Exact Bernoulli rounding,0.07374649566367303,0.33509763692587274,False,0.2613511412621997,2.5466988726528994
"Beta(1,5)",50,77,Symmetric empirical-variance bound,0.0,0.9773248826041605,False,0.9773248826041605,9.523402747442411
"Beta(1,5)",50,77,Optimistic hard-boundary benchmark (not valid),0.09599446462085903,0.2782322239438457,False,0.1822377593229867,1.775789820473862
"Beta(1,5)",50,78,Chronological GE,0.133021033834666,0.2734505641274154,False,0.1404295302927494,1.3683955032931276
"Beta(1,5)",50,78,Exact Bernoulli rounding,0.17246518636417046,0.5067377356600287,False,0.3342725492958582,3.257271119380792
"Beta(1,5)",50,78,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,78,Optimistic hard-boundary benchmark (not valid),0.11798778149636732,0.3001347698994522,False,0.18214698840308488,1.7749053162078114
"Beta(1,5)",50,79,Chronological GE,0.1356698921881616,0.300181953702122,False,0.16451206151396036,1.6030642895685092
"Beta(1,5)",50,79,Exact Bernoulli rounding,0.08215734237180683,0.3729363204447089,False,0.2907789780729021,2.8334542258856676
"Beta(1,5)",50,79,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,79,Optimistic hard-boundary benchmark (not valid),0.12684336949439334,0.3358505769954021,False,0.20900720750100876,2.036640885318128
"Beta(1,5)",50,80,Chronological GE,0.12228359328582883,0.24882191279903054,False,0.1265383195132017,1.2330345836460759
"Beta(1,5)",50,80,Exact Bernoulli rounding,0.06305100765669569,0.3186492567778984,False,0.2555982491212027,2.4906406367515213
"Beta(1,5)",50,80,Symmetric empirical-variance bound,0.0,0.9925300631886257,False,0.9925300631886257,9.671567458206358
"Beta(1,5)",50,80,Optimistic hard-boundary benchmark (not valid),0.09914920657317902,0.2876206582111125,False,0.18847145163793347,1.8365331450075517
"Beta(1,5)",50,81,Chronological GE,0.12361413100734353,0.28197417268529534,False,0.1583600416779518,1.5431168108422424
"Beta(1,5)",50,81,Exact Bernoulli rounding,0.10764182821241486,0.41951381292370704,False,0.3118719847112922,3.0389920167956994
"Beta(1,5)",50,81,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,81,Optimistic hard-boundary benchmark (not valid),0.1300038981151715,0.31229699155042745,False,0.18229309343525596,1.7763290158286433
"Beta(1,5)",50,82,Chronological GE,0.14330147812142968,0.2649131645448506,False,0.1216116864234209,1.1850277110717875
"Beta(1,5)",50,82,Exact Bernoulli rounding,0.028885479485737466,0.24764778068537138,False,0.2187623011996339,2.131698002746164
"Beta(1,5)",50,82,Symmetric empirical-variance bound,0.0,0.9934232863515197,False,0.9934232863515197,9.680271343756594
"Beta(1,5)",50,82,Optimistic hard-boundary benchmark (not valid),0.11135111057344285,0.293174496573433,False,0.18182338599999012,1.771752018804291
"Beta(1,5)",50,83,Chronological GE,0.11973734153434634,0.26685526268556714,False,0.1471179211512208,1.433569572849007
"Beta(1,5)",50,83,Exact Bernoulli rounding,0.07363366213628289,0.35338918744188635,False,0.27975552530560344,2.7260377646464287
"Beta(1,5)",50,83,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,83,Optimistic hard-boundary benchmark (not valid),0.10866928825773833,0.2986561697213903,False,0.18998688146365197,1.8513000345267754
"Beta(1,5)",50,84,Chronological GE,0.10661349399015307,0.22395288804545999,False,0.11733939405530691,1.1433969682138332
"Beta(1,5)",50,84,Exact Bernoulli rounding,0.11198597564453343,0.4086647633920554,False,0.29667878774752193,2.890944078712242
"Beta(1,5)",50,84,Symmetric empirical-variance bound,0.0,0.965442734041428,False,0.965442734041428,9.407618847654323
"Beta(1,5)",50,84,Optimistic hard-boundary benchmark (not valid),0.09013693091900424,0.26949789721432627,False,0.17936096629532203,1.747757321648616
"Beta(1,5)",50,85,Chronological GE,0.10224292753264308,0.24146737018600106,False,0.13922444265335798,1.3566526988888143
"Beta(1,5)",50,85,Exact Bernoulli rounding,0.036178384748383766,0.2832530978655229,False,0.24707471311713913,2.407584257400234
"Beta(1,5)",50,85,Symmetric empirical-variance bound,0.0,0.9639332482196639,False,0.9639332482196639,9.392909878632773
"Beta(1,5)",50,85,Optimistic hard-boundary benchmark (not valid),0.08981999103521487,0.2685682507127286,False,0.17874825967751373,1.7417868895115933
"Beta(1,5)",50,86,Chronological GE,0.14707572991028428,0.2688237610273063,False,0.12174803111702204,1.1863563024672918
"Beta(1,5)",50,86,Exact Bernoulli rounding,0.11465634342437861,0.4078986934551678,False,0.29324235003078924,2.857458202136845
"Beta(1,5)",50,86,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,86,Optimistic hard-boundary benchmark (not valid),0.1283554875077178,0.3149295415261465,False,0.1865740540184287,1.8180442248703357
"Beta(1,5)",50,87,Chronological GE,0.10589452600106597,0.2067345785908401,False,0.10084005258977413,0.982621491562548
"Beta(1,5)",50,87,Exact Bernoulli rounding,0.05773523358199429,0.30951207148803356,False,0.2517768379060393,2.4534034408984664
"Beta(1,5)",50,87,Symmetric empirical-variance bound,0.0,1.0,False,1.0,9.74435719068826
"Beta(1,5)",50,87,Optimistic hard-boundary benchmark (not valid),0.09622177247381442,0.29959755241638775,False,0.20337577994257333,1.9817662436952477
"Beta(1,5)",50,88,Chronological GE,0.1689733355306089,0.3064129729755223,False,0.1374396374449134,1.3392609194219294
"Beta(1,5)",50,88,Exact Bernoulli rounding,0.058773516965337495,0.3307243539477046,False,0.2719508369823671,2.64998609386282
