distribution,population_mean,population_variance,population_size,n,sampling_fraction,method,calibration,sqrt_n_mean_width,sqrt_n_standard_error,gaussian_sqrt_n_width,num_simulations
Bernoulli(0.1),0.1,0.09,500,250,0.5,Bardenet--Maillard EBS,As published,3.5205645129130065,0.023693020973596296,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,Bardenet--Maillard EBS,As published,3.2889709869229544,0.018326185267378014,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,Bardenet--Maillard EBS,As published,2.8020678289849736,0.003714617397007133,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,Bardenet--Maillard EBS,As published,2.4476486955982883,0.0020260242557526556,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,Bardenet--Maillard EBS,As published,1.967460826314724,0.0021874907706035595,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,Bardenet--Maillard EBS,As published,1.8499801721905071,0.0012856826236356522,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,Bardenet--Maillard EBS,As published,1.7004915581135485,0.0005842560748539275,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,Bardenet--Maillard EBS,As published,1.663185325397293,0.0005208379572215771,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,Shekhar--Ramdas AS-CI,As published,0.7619999999999999,0.05435259038567208,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,Shekhar--Ramdas AS-CI,As published,1.0190491680249583,0.03710537682571609,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,Shekhar--Ramdas AS-CI,As published,1.674424507845702,0.02623952365473326,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,Shekhar--Ramdas AS-CI,As published,1.8427982351620358,0.011936247321281237,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,Shekhar--Ramdas AS-CI,As published,1.9303658948216045,0.00515585288493698,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,Shekhar--Ramdas AS-CI,As published,1.9743334712449636,0.002863906853224854,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,Shekhar--Ramdas AS-CI,As published,2.0524142711115863,0.0032044122640910427,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,Shekhar--Ramdas AS-CI,As published,2.0789627404210234,0.001908826849077702,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,Shekhar--Ramdas AS-CI,As published,2.154768920418314,0.0008981324705410043,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,Shekhar--Ramdas AS-CI,As published,2.18315512447161,0.000811307038885246,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,Shekhar--Ramdas rate CI,As published,2.490208853664979,0.0033409981402961995,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,Shekhar--Ramdas rate CI,As published,3.030552690394131,0.015179096457924016,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,Shekhar--Ramdas rate CI,As published,3.6227065156066516,0.026174524078085248,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,Shekhar--Ramdas rate CI,As published,3.913288039112694,0.0217539796879353,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,Shekhar--Ramdas rate CI,As published,4.458392334849733,0.01033964592878871,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,Shekhar--Ramdas rate CI,As published,4.653098492039023,0.005912991196181057,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,Shekhar--Ramdas rate CI,As published,5.027597106450136,0.006950560114696145,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,Shekhar--Ramdas rate CI,As published,5.164993991543122,0.004211088349888868,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,Shekhar--Ramdas rate CI,As published,5.501176115614456,0.002036951432450165,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,Shekhar--Ramdas rate CI,As published,5.631443719136699,0.0018606035405626833,1.0928323670473898,20
"Beta(2,2)",0.5,0.04980868553300359,50,25,0.5,Bridge-efficient betting,Deterministic Markov,1.1596014499664307,0.011166061642935115,0.8212428092366957,50
"Beta(2,2)",0.5,0.04993156852707626,100,50,0.5,Bridge-efficient betting,Deterministic Markov,1.0263105197462368,0.010214396148825057,0.8180918847703992,50
"Beta(2,2)",0.5,0.04999378598138215,500,250,0.5,Bridge-efficient betting,Deterministic Markov,0.889595787681578,0.004159839137802514,0.8153138504340078,50
"Beta(2,2)",0.5000000000000001,0.049997795264082226,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,0.8719210973728121,0.0032722526468660093,0.8149383585527608,50
"Beta(2,2)",0.5,0.04999980188123982,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,0.8358893096446988,0.0013836182595855003,0.8146285994599969,50
"Beta(2,2)",0.5,0.049999929877487796,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,0.8283322442718855,0.0011470336119750915,0.8145889055832982,50
"Beta(2,2)",0.5,0.04999999371887814,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,0.8198237979954708,0.00048003381556402727,0.8145568407483109,30
"Beta(2,2)",0.49999999999999994,0.049999997778520225,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,0.8201980203267872,0.0005881580659271743,0.8145528009811274,30
"Beta(2,2)",0.5,0.04999999980121319,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,0.8165761828422505,0.000315732363530087,0.8145495592327273,20
"Beta(2,2)",0.5,0.049999999929710576,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,0.8159387527330244,0.00019065197594260086,0.8145491530041129,20
"Beta(2,2)",0.5,0.04980868553300359,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.961092159152031,0.016689306136284512,0.8212428092366957,50
"Beta(2,2)",0.5,0.04993156852707626,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8702736479697133,0.01359952441441421,0.8180918847703992,50
"Beta(2,2)",0.5,0.04999378598138215,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8398921499541194,0.004940418848945592,0.8153138504340078,50
"Beta(2,2)",0.5000000000000001,0.049997795264082226,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8244886912457821,0.003780124803849147,0.8149383585527608,50
"Beta(2,2)",0.5,0.04999980188123982,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8143677711486813,0.002204788950265839,0.8146285994599969,50
"Beta(2,2)",0.5,0.049999929877487796,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8155928535472856,0.0011081244444364105,0.8145889055832982,50
"Beta(2,2)",0.5,0.04999999371887814,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8143630317826589,0.0005606428956324856,0.8145568407483109,30
"Beta(2,2)",0.49999999999999994,0.049999997778520225,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8160532332941662,0.000514621708673858,0.8145528009811274,30
"Beta(2,2)",0.5,0.04999999980121319,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8151099085807759,0.00028416425770071634,0.8145495592327273,20
"Beta(2,2)",0.5,0.049999999929710576,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8144119831457173,0.0002493366192140071,0.8145491530041129,20
"Beta(2,2)",0.5,0.04980868553300359,50,25,0.5,WSR running intersection,Deterministic Markov,1.072212666273117,0.011510972913913781,0.8212428092366957,50
"Beta(2,2)",0.5,0.04993156852707626,100,50,0.5,WSR running intersection,Deterministic Markov,1.0248393755695941,0.0077294421456356914,0.8180918847703992,50
"Beta(2,2)",0.5,0.04999378598138215,500,250,0.5,WSR running intersection,Deterministic Markov,1.0045743706084276,0.005804049111976336,0.8153138504340078,50
"Beta(2,2)",0.5000000000000001,0.049997795264082226,1000,500,0.5,WSR running intersection,Deterministic Markov,1.0015975891796136,0.006061770737865758,0.8149383585527608,50
"Beta(2,2)",0.5,0.04999980188123982,5000,2500,0.5,WSR running intersection,Deterministic Markov,0.9811216890811917,0.008274140864452615,0.8146285994599969,50
"Beta(2,2)",0.5,0.049999929877487796,10000,5000,0.5,WSR running intersection,Deterministic Markov,0.9871940844341788,0.005977432493526361,0.8145889055832982,50
"Beta(2,2)",0.5,0.04999999371887814,50000,25000,0.5,WSR running intersection,Deterministic Markov,0.9970326198921641,0.00439223508228022,0.8145568407483109,30
"Beta(2,2)",0.49999999999999994,0.049999997778520225,100000,50000,0.5,WSR running intersection,Deterministic Markov,0.9933034658224227,0.0042307175665279965,0.8145528009811274,30
"Beta(2,2)",0.5,0.04999999980121319,500000,250000,0.5,WSR running intersection,Deterministic Markov,0.991912931203838,0.009610946277451517,0.8145495592327273,20
"Beta(2,2)",0.5,0.049999999929710576,1000000,500000,0.5,WSR running intersection,Deterministic Markov,0.9874174205844481,0.00906600585343974,0.8145491530041129,20
"Beta(2,2)",0.5,0.04980868553300359,50,25,0.5,WSR running intersection,Uniformly randomized Markov,0.9654322147369385,0.01753661585917528,0.8212428092366957,50
"Beta(2,2)",0.5,0.04993156852707626,100,50,0.5,WSR running intersection,Uniformly randomized Markov,0.9181055500063264,0.013948455758655,0.8180918847703992,50
"Beta(2,2)",0.5,0.04999378598138215,500,250,0.5,WSR running intersection,Uniformly randomized Markov,0.9472635428153514,0.008972043995127106,0.8153138504340078,50
"Beta(2,2)",0.5000000000000001,0.049997795264082226,1000,500,0.5,WSR running intersection,Uniformly randomized Markov,0.924098606034669,0.009760467430162748,0.8149383585527608,50
"Beta(2,2)",0.5,0.04999980188123982,5000,2500,0.5,WSR running intersection,Uniformly randomized Markov,0.9038748145103451,0.0119494564409246,0.8146285994599969,50
"Beta(2,2)",0.5,0.049999929877487796,10000,5000,0.5,WSR running intersection,Uniformly randomized Markov,0.9228564987138139,0.008120894484243888,0.8145889055832982,50
"Beta(2,2)",0.5,0.04999999371887814,50000,25000,0.5,WSR running intersection,Uniformly randomized Markov,0.928979749024172,0.010297115190875299,0.8145568407483109,30
"Beta(2,2)",0.49999999999999994,0.049999997778520225,100000,50000,0.5,WSR running intersection,Uniformly randomized Markov,0.9464910739871398,0.007680768180183217,0.8145528009811274,30
"Beta(2,2)",0.5,0.04999999980121319,500000,250000,0.5,WSR running intersection,Uniformly randomized Markov,0.938323140144344,0.014967421902463529,0.8145495592327273,20
"Beta(2,2)",0.5,0.049999999929710576,1000000,500000,0.5,WSR running intersection,Uniformly randomized Markov,0.9109335345917285,0.01639012220260627,0.8145491530041129,20
"Beta(2,2)",0.5,0.04980868553300359,50,25,0.5,Bardenet--Maillard EBS,As published,2.5,3.699232599507964e-17,0.8212428092366957,50
"Beta(2,2)",0.5,0.04993156852707626,100,50,0.5,Bardenet--Maillard EBS,As published,3.5355339059327378,5.3078812870950004e-17,0.8180918847703992,50
"Beta(2,2)",0.5,0.04999378598138215,500,250,0.5,Bardenet--Maillard EBS,As published,5.068900714948972,0.0036962101021007806,0.8153138504340078,50
"Beta(2,2)",0.5000000000000001,0.049997795264082226,1000,500,0.5,Bardenet--Maillard EBS,As published,3.928940069886709,0.002619220506753797,0.8149383585527608,50
"Beta(2,2)",0.5,0.04999980188123982,5000,2500,0.5,Bardenet--Maillard EBS,As published,2.404646074778652,0.0010429156600713688,0.8146285994599969,50
"Beta(2,2)",0.5,0.049999929877487796,10000,5000,0.5,Bardenet--Maillard EBS,As published,2.0448795309460013,0.0009579564547522503,0.8145889055832982,50
"Beta(2,2)",0.5,0.04999999371887814,50000,25000,0.5,Bardenet--Maillard EBS,As published,1.5642080726481085,0.0004054869705959038,0.8145568407483109,30
"Beta(2,2)",0.49999999999999994,0.049999997778520225,100000,50000,0.5,Bardenet--Maillard EBS,As published,1.4514098281125036,0.0003400895964522902,0.8145528009811274,30
"Beta(2,2)",0.5,0.04999999980121319,500000,250000,0.5,Bardenet--Maillard EBS,As published,1.298611482714,0.00021318383672447848,0.8145495592327273,20
"Beta(2,2)",0.5,0.049999999929710576,1000000,500000,0.5,Bardenet--Maillard EBS,As published,1.262320669437041,0.0001240321794719029,0.8145491530041129,20
"Beta(2,2)",0.5,0.04980868553300359,50,25,0.5,Shekhar--Ramdas AS-CI,As published,2.5,3.699232599507964e-17,0.8212428092366957,50
"Beta(2,2)",0.5,0.04993156852707626,100,50,0.5,Shekhar--Ramdas AS-CI,As published,3.5244816714314133,0.0042208711616119245,0.8180918847703992,50
"Beta(2,2)",0.5,0.04999378598138215,500,250,0.5,Shekhar--Ramdas AS-CI,As published,4.077233020307083,0.0056720132348565344,0.8153138504340078,50
"Beta(2,2)",0.5000000000000001,0.049997795264082226,1000,500,0.5,Shekhar--Ramdas AS-CI,As published,4.172395905738478,0.004774072488866606,0.8149383585527608,50
"Beta(2,2)",0.5,0.04999980188123982,5000,2500,0.5,Shekhar--Ramdas AS-CI,As published,4.345543548993411,0.002121454274273483,0.8146285994599969,50
"Beta(2,2)",0.5,0.049999929877487796,10000,5000,0.5,Shekhar--Ramdas AS-CI,As published,4.422178935339928,0.0012759118415767597,0.8145889055832982,50
"Beta(2,2)",0.5,0.04999999371887814,50000,25000,0.5,Shekhar--Ramdas AS-CI,As published,4.585704555199655,0.0007386765785702314,0.8145568407483109,30
"Beta(2,2)",0.49999999999999994,0.049999997778520225,100000,50000,0.5,Shekhar--Ramdas AS-CI,As published,4.656690274292673,0.0004713080951504281,0.8145528009811274,30
"Beta(2,2)",0.5,0.04999999980121319,500000,250000,0.5,Shekhar--Ramdas AS-CI,As published,4.816390369236736,0.0003415906176785891,0.8145495592327273,20
"Beta(2,2)",0.5,0.049999999929710576,1000000,500000,0.5,Shekhar--Ramdas AS-CI,As published,4.884527565905812,0.00027152479786631353,0.8145491530041129,20
"Beta(1,5)",0.16625600988402053,0.019400328854145422,50,25,0.5,Bridge-efficient betting,Deterministic Markov,1.02505521774292,0.008099903869501943,0.5125350679352529,50
"Beta(1,5)",0.16648730035654033,0.01963548153882836,100,50,0.5,Bridge-efficient betting,Deterministic Markov,0.8596310292410516,0.011887819946328898,0.5130211363149013,50
"Beta(1,5)",0.16664057899310544,0.019807688544980676,500,250,0.5,Bridge-efficient betting,Deterministic Markov,0.6173747322400704,0.007465260219876436,0.5131965239035154,50
"Beta(1,5)",0.16665530517136914,0.01982609344098912,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,0.5756501298059515,0.00538598235180069,0.5131778555995701,50
"Beta(1,5)",0.16666501887588583,0.019838919587894282,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,0.5342744588851929,0.001915517517578575,0.5131384048069326,50
"Beta(1,5)",0.166665949362312,0.019840224500895263,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,0.5283420190456518,0.0012096483075721765,0.5131296195013659,50
"Beta(1,5)",0.16666656268039856,0.019841112318409508,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,0.5177507225145699,0.0007772462531728024,0.5131205737624005,30
"Beta(1,5)",0.16666662140339694,0.01984120038572515,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,0.5171896313553175,0.0006695920100594843,0.5131191468961632,30
"Beta(1,5)",0.1666666601053997,0.0198412595345392,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,0.5148604512214661,0.00029013311874493216,0.5131178592402166,20
"Beta(1,5)",0.16666666381070316,0.019841265319577448,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,0.5144191448148661,0.00023070397814449044,0.5131176774848046,20
"Beta(1,5)",0.16625600988402053,0.019400328854145422,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.8273079454898834,0.02047487894634289,0.5125350679352529,50
"Beta(1,5)",0.16648730035654033,0.01963548153882836,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.6800961345960558,0.016303354163862634,0.5130211363149013,50
"Beta(1,5)",0.16664057899310544,0.019807688544980676,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5525510706915466,0.008579027644227286,0.5131965239035154,50
"Beta(1,5)",0.16665530517136914,0.01982609344098912,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5355051829129291,0.00675455424349597,0.5131778555995701,50
"Beta(1,5)",0.16666501887588583,0.019838919587894282,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5174596309661865,0.002334186666610701,0.5131384048069326,50
"Beta(1,5)",0.166665949362312,0.019840224500895263,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.514262400685254,0.001893322547550573,0.5131296195013659,50
"Beta(1,5)",0.16666656268039856,0.019841112318409508,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5125533660969283,0.0007226534223468867,0.5131205737624005,30
"Beta(1,5)",0.16666662140339694,0.01984120038572515,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5141230798260109,0.0008070397095920685,0.5131191468961632,30
"Beta(1,5)",0.1666666601053997,0.0198412595345392,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5134835839271545,0.0003853979714256575,0.5131178592402166,20
"Beta(1,5)",0.16666666381070316,0.019841265319577448,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5134497672991155,0.00023633408792709368,0.5131176774848046,20
"Beta(1,5)",0.16625600988402053,0.019400328854145422,50,25,0.5,WSR running intersection,Deterministic Markov,0.9893907397985459,0.004680625107271252,0.5125350679352529,50
"Beta(1,5)",0.16648730035654033,0.01963548153882836,100,50,0.5,WSR running intersection,Deterministic Markov,0.8254361825820474,0.005065683357275797,0.5130211363149013,50
"Beta(1,5)",0.16664057899310544,0.019807688544980676,500,250,0.5,WSR running intersection,Deterministic Markov,0.6437484235781598,0.00598747097019203,0.5131965239035154,50
"Beta(1,5)",0.16665530517136914,0.01982609344098912,1000,500,0.5,WSR running intersection,Deterministic Markov,0.6333122852746735,0.003846242179867094,0.5131778555995701,50
"Beta(1,5)",0.16666501887588583,0.019838919587894282,5000,2500,0.5,WSR running intersection,Deterministic Markov,0.624445378780365,0.004754553015491697,0.5131384048069326,50
"Beta(1,5)",0.166665949362312,0.019840224500895263,10000,5000,0.5,WSR running intersection,Deterministic Markov,0.6239523556268575,0.00350130801909023,0.5131296195013659,50
"Beta(1,5)",0.16666656268039856,0.019841112318409508,50000,25000,0.5,WSR running intersection,Deterministic Markov,0.6183831598074884,0.004016334527293497,0.5131205737624005,30
"Beta(1,5)",0.16666662140339694,0.01984120038572515,100000,50000,0.5,WSR running intersection,Deterministic Markov,0.62011203044136,0.0061630673208810565,0.5131191468961632,30
"Beta(1,5)",0.1666666601053997,0.0198412595345392,500000,250000,0.5,WSR running intersection,Deterministic Markov,0.6118059158325195,0.007582314779188316,0.5131178592402166,20
"Beta(1,5)",0.16666666381070316,0.019841265319577448,1000000,500000,0.5,WSR running intersection,Deterministic Markov,0.6290648947917745,0.003521196281755653,0.5131176774848046,20
"Beta(1,5)",0.16625600988402053,0.019400328854145422,50,25,0.5,WSR running intersection,Uniformly randomized Markov,0.8296071499586105,0.017722273112283922,0.5125350679352529,50
"Beta(1,5)",0.16648730035654033,0.01963548153882836,100,50,0.5,WSR running intersection,Uniformly randomized Markov,0.6948472281175594,0.015224788165477253,0.5130211363149013,50
"Beta(1,5)",0.16664057899310544,0.019807688544980676,500,250,0.5,WSR running intersection,Uniformly randomized Markov,0.5905124180880211,0.00961889076704894,0.5131965239035154,50
"Beta(1,5)",0.16665530517136914,0.01982609344098912,1000,500,0.5,WSR running intersection,Uniformly randomized Markov,0.5877212894736437,0.007441910595629585,0.5131778555995701,50
"Beta(1,5)",0.16666501887588583,0.019838919587894282,5000,2500,0.5,WSR running intersection,Uniformly randomized Markov,0.5813553333282471,0.007052123997040685,0.5131384048069326,50
"Beta(1,5)",0.166665949362312,0.019840224500895263,10000,5000,0.5,WSR running intersection,Uniformly randomized Markov,0.5736594485294748,0.007021139526935695,0.5131296195013659,50
"Beta(1,5)",0.16666656268039856,0.019841112318409508,50000,25000,0.5,WSR running intersection,Uniformly randomized Markov,0.5784237211009435,0.004290125456724199,0.5131205737624005,30
"Beta(1,5)",0.16666662140339694,0.01984120038572515,100000,50000,0.5,WSR running intersection,Uniformly randomized Markov,0.5894713940886256,0.009423116209214839,0.5131191468961632,30
"Beta(1,5)",0.1666666601053997,0.0198412595345392,500000,250000,0.5,WSR running intersection,Uniformly randomized Markov,0.5806326866149902,0.010896331453000688,0.5131178592402166,20
"Beta(1,5)",0.16666666381070316,0.019841265319577448,1000000,500000,0.5,WSR running intersection,Uniformly randomized Markov,0.6011173195442006,0.00616256611598915,0.5131176774848046,20
"Beta(1,5)",0.16625600988402053,0.019400328854145422,50,25,0.5,Bardenet--Maillard EBS,As published,2.5,4.208220807194454e-17,0.5125350679352529,50
"Beta(1,5)",0.16648730035654033,0.01963548153882836,100,50,0.5,Bardenet--Maillard EBS,As published,3.5355339059327378,7.064525932915777e-17,0.5130211363149013,50
"Beta(1,5)",0.16664057899310544,0.019807688544980676,500,250,0.5,Bardenet--Maillard EBS,As published,3.6269963839413104,0.008998058406505199,0.5131965239035154,50
"Beta(1,5)",0.16665530517136914,0.01982609344098912,1000,500,0.5,Bardenet--Maillard EBS,As published,3.491375976249216,0.0029490495766090826,0.5131778555995701,50
"Beta(1,5)",0.16666501887588583,0.019838919587894282,5000,2500,0.5,Bardenet--Maillard EBS,As published,1.971908998809362,0.0012294479842608489,0.5131384048069326,50
"Beta(1,5)",0.166665949362312,0.019840224500895263,10000,5000,0.5,Bardenet--Maillard EBS,As published,1.6119807243047126,0.0009778973714267716,0.5131296195013659,50
"Beta(1,5)",0.16666656268039856,0.019841112318409508,50000,25000,0.5,Bardenet--Maillard EBS,As published,1.1283028383354974,0.0005708108428113421,0.5131205737624005,30
"Beta(1,5)",0.16666662140339694,0.01984120038572515,100000,50000,0.5,Bardenet--Maillard EBS,As published,1.0158703876429993,0.00036288531005379646,0.5131191468961632,30
"Beta(1,5)",0.1666666601053997,0.0198412595345392,500000,250000,0.5,Bardenet--Maillard EBS,As published,0.8633675581679976,0.00023078887455329748,0.5131178592402166,20
"Beta(1,5)",0.16666666381070316,0.019841265319577448,1000000,500000,0.5,Bardenet--Maillard EBS,As published,0.8275850698268373,0.00017089671143825908,0.5131176774848046,20
"Beta(1,5)",0.16625600988402053,0.019400328854145422,50,25,0.5,Shekhar--Ramdas AS-CI,As published,1.255347117204561,0.02141948028476917,0.5125350679352529,50
"Beta(1,5)",0.16648730035654033,0.01963548153882836,100,50,0.5,Shekhar--Ramdas AS-CI,As published,1.6239831770237267,0.014536495894162449,0.5130211363149013,50
"Beta(1,5)",0.16664057899310544,0.019807688544980676,500,250,0.5,Shekhar--Ramdas AS-CI,As published,2.32091781147484,0.0067415230384645685,0.5131965239035154,50
"Beta(1,5)",0.16665530517136914,0.01982609344098912,1000,500,0.5,Shekhar--Ramdas AS-CI,As published,2.3936462847945466,0.00441048997506854,0.5131778555995701,50
"Beta(1,5)",0.16666501887588583,0.019838919587894282,5000,2500,0.5,Shekhar--Ramdas AS-CI,As published,2.5078320403554137,0.0020192708660858555,0.5131384048069326,50
"Beta(1,5)",0.166665949362312,0.019840224500895263,10000,5000,0.5,Shekhar--Ramdas AS-CI,As published,2.5496814685334055,0.0015823370668108748,0.5131296195013659,50
"Beta(1,5)",0.16666656268039856,0.019841112318409508,50000,25000,0.5,Shekhar--Ramdas AS-CI,As published,2.645752464434433,0.0007332919971366375,0.5131205737624005,30
"Beta(1,5)",0.16666662140339694,0.01984120038572515,100000,50000,0.5,Shekhar--Ramdas AS-CI,As published,2.68855175425488,0.0006286510837819431,0.5131191468961632,30
"Beta(1,5)",0.1666666601053997,0.0198412595345392,500000,250000,0.5,Shekhar--Ramdas AS-CI,As published,2.781075774654653,0.0003522835129136036,0.5131178592402166,20
"Beta(1,5)",0.16666666381070316,0.019841265319577448,1000000,500000,0.5,Shekhar--Ramdas AS-CI,As published,2.8202374752367056,0.0003444562690839421,0.5131176774848046,20
Bernoulli(0.5),0.5,0.25,50,25,0.5,Bridge-efficient betting,Deterministic Markov,2.2365710914134977,0.00891637673174451,1.8398780739635003,50
Bernoulli(0.5),0.5,0.25,100,50,0.5,Bridge-efficient betting,Deterministic Markov,2.0906841154784375,0.006171124743090079,1.8305621757546622,50
Bernoulli(0.5),0.5,0.25,500,250,0.5,Bridge-efficient betting,Deterministic Markov,1.9093998812171806,0.0012353279026259497,1.8232104907271682,50
Bernoulli(0.5),0.5,0.25,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,1.881767641304908,0.0006014183784615455,1.8222977444918784,50
Bernoulli(0.5),0.5,0.25,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,1.8478479385375977,0.00027689534728819255,1.8215685336805711,50
Bernoulli(0.5),0.5,0.25,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,1.8401552189550423,0.00016713403301040847,1.8214774438676034,50
Bernoulli(0.5),0.5,0.25,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,1.829925282042397,6.269977230137912e-05,1.821404581855339,30
Bernoulli(0.5),0.5,0.25,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,1.8272944150959178,8.791681233686333e-05,1.8213954747185908,30
Bernoulli(0.5),0.5,0.25,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,1.8240980803966522,2.34183893077522e-05,1.8213881891075494,20
Bernoulli(0.5),0.5,0.25,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,1.8232705592388503,2.1937467145950724e-05,1.8213872784123162,20
Bernoulli(0.5),0.5,0.25,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8826739966869355,0.025700123648082152,1.8398780739635003,50
Bernoulli(0.5),0.5,0.25,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8235102062194835,0.0176970098012362,1.8305621757546622,50
Bernoulli(0.5),0.5,0.25,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8104793908334662,0.0060409862880939705,1.8232104907271682,50
Bernoulli(0.5),0.5,0.25,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8177286891143536,0.0031135303425938467,1.8222977444918784,50
Bernoulli(0.5),0.5,0.25,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8232024908065796,0.0014649005324772776,1.8215685336805711,50
Bernoulli(0.5),0.5,0.25,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8201017484335589,0.0010601142584822536,1.8214774438676034,50
Bernoulli(0.5),0.5,0.25,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8213229181472965,0.0005654201615976399,1.821404581855339,30
Bernoulli(0.5),0.5,0.25,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8220411824181508,0.00034714853354147004,1.8213954747185908,30
Bernoulli(0.5),0.5,0.25,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8217891454696655,0.0002883259682473817,1.8213881891075494,20
Bernoulli(0.5),0.5,0.25,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.8214561374104563,0.00012337737120997038,1.8213872784123162,20
