distribution,population_mean,population_variance,replication,n,sampling_fraction,method,width,calibration,normalized_width
"Beta(2,2)",0.5,0.0499997232432935,131,2800,0.7,WSR running intersection,0.014636703114956795,Uniformly randomized Markov,1.227372767566179
"Beta(2,2)",0.5,0.0499997232432935,131,2800,0.7,Bardenet--Maillard EBS,0.039221979010619856,As published,3.2889912810005897
"Beta(2,2)",0.5,0.0499997232432935,131,2800,0.7,Shekhar--Ramdas AS-CI,0.062216748168724856,As published,5.217236544941783
"Beta(2,2)",0.5,0.0499997232432935,131,3200,0.8,Bridge-efficient betting,0.009263965673744656,Deterministic Markov,1.0171189820424955
"Beta(2,2)",0.5,0.0499997232432935,131,3200,0.8,Bridge-efficient betting,0.00899601802229899,Uniformly randomized Markov,0.9877001940118476
"Beta(2,2)",0.5,0.0499997232432935,131,3200,0.8,WSR running intersection,0.012477004900574518,Deterministic Markov,1.3698883361990937
"Beta(2,2)",0.5,0.0499997232432935,131,3200,0.8,WSR running intersection,0.011502290517091673,Uniformly randomized Markov,1.2628714779307157
"Beta(2,2)",0.5,0.0499997232432935,131,3200,0.8,Bardenet--Maillard EBS,0.03230063930046856,As published,3.5463854812983575
"Beta(2,2)",0.5,0.0499997232432935,131,3200,0.8,Shekhar--Ramdas AS-CI,0.04665440545674443,As published,5.122329146841537
"Beta(2,2)",0.5,0.0499997232432935,131,3600,0.9,Bridge-efficient betting,0.006534491013735377,Deterministic Markov,1.0761624797833131
"Beta(2,2)",0.5,0.0499997232432935,131,3600,0.9,Bridge-efficient betting,0.0063014437444507965,Uniformly randomized Markov,1.0377820264790154
"Beta(2,2)",0.5,0.0499997232432935,131,3600,0.9,WSR running intersection,0.009366107638925425,Deterministic Markov,1.542500188834386
"Beta(2,2)",0.5,0.0499997232432935,131,3600,0.9,WSR running intersection,0.009036687575280533,Uniformly randomized Markov,1.488248141989836
"Beta(2,2)",0.5,0.0499997232432935,131,3600,0.9,Bardenet--Maillard EBS,0.025854731203379666,As published,4.258004424135678
"Beta(2,2)",0.5,0.0499997232432935,131,3600,0.9,Shekhar--Ramdas AS-CI,0.029978686382342135,As published,4.937176806893386
"Beta(2,2)",0.5,0.0499997232432935,132,400,0.1,Bridge-efficient betting,0.05761741446331137,Deterministic Markov,1.0543318777784136
"Beta(2,2)",0.5,0.0499997232432935,132,400,0.1,Bridge-efficient betting,0.0514878191985188,Uniformly randomized Markov,0.9421673916460903
"Beta(2,2)",0.5,0.0499997232432935,132,400,0.1,WSR running intersection,0.06139614237472413,Deterministic Markov,1.1234782171545132
"Beta(2,2)",0.5,0.0499997232432935,132,400,0.1,WSR running intersection,0.051927671302109735,Uniformly randomized Markov,0.9502161751370453
"Beta(2,2)",0.5,0.0499997232432935,132,400,0.1,Bardenet--Maillard EBS,0.23254440272016197,As published,4.2552929365292655
"Beta(2,2)",0.5,0.0499997232432935,132,400,0.1,Shekhar--Ramdas AS-CI,0.291899782622566,As published,5.341427566686986
"Beta(2,2)",0.5,0.0499997232432935,132,1200,0.3,Bridge-efficient betting,0.02897294778376791,Deterministic Markov,1.04123586223971
"Beta(2,2)",0.5,0.0499997232432935,132,1200,0.3,Bridge-efficient betting,0.02814505156129593,Uniformly randomized Markov,1.011482754496439
"Beta(2,2)",0.5,0.0499997232432935,132,1200,0.3,WSR running intersection,0.0341252014972267,Deterministic Markov,1.2263986346938331
"Beta(2,2)",0.5,0.0499997232432935,132,1200,0.3,WSR running intersection,0.03126937989145501,Uniformly randomized Markov,1.123765520028351
"Beta(2,2)",0.5,0.0499997232432935,132,1200,0.3,Bardenet--Maillard EBS,0.09191629431720094,As published,3.30330702562717
"Beta(2,2)",0.5,0.0499997232432935,132,1200,0.3,Shekhar--Ramdas AS-CI,0.14941573835038602,As published,5.36973408141125
"Beta(2,2)",0.5,0.0499997232432935,132,2000,0.5,Bridge-efficient betting,0.018850752152502537,Deterministic Markov,1.034840721313819
"Beta(2,2)",0.5,0.0499997232432935,132,2000,0.5,Bridge-efficient betting,0.018220899160951376,Uniformly randomized Markov,1.0002639830051603
"Beta(2,2)",0.5,0.0499997232432935,132,2000,0.5,WSR running intersection,0.023419419769197702,Deterministic Markov,1.2856446814770888
"Beta(2,2)",0.5,0.0499997232432935,132,2000,0.5,WSR running intersection,0.020773510914295912,Uniformly randomized Markov,1.140393489069167
"Beta(2,2)",0.5,0.0499997232432935,132,2000,0.5,Bardenet--Maillard EBS,0.05735222945518087,As published,3.1484378988281354
"Beta(2,2)",0.5,0.0499997232432935,132,2000,0.5,Shekhar--Ramdas AS-CI,0.0968456009341685,As published,5.316486616343344
"Beta(2,2)",0.5,0.0499997232432935,132,2800,0.7,Bridge-efficient betting,0.012283413391560472,Deterministic Markov,1.0300357239707216
"Beta(2,2)",0.5,0.0499997232432935,132,2800,0.7,Bridge-efficient betting,0.011848007887601986,Uniformly randomized Markov,0.9935244376373273
"Beta(2,2)",0.5,0.0499997232432935,132,2800,0.7,WSR running intersection,0.01442663418129081,Deterministic Markov,1.2097572645073087
"Beta(2,2)",0.5,0.0499997232432935,132,2800,0.7,WSR running intersection,0.01414201045408836,Uniformly randomized Markov,1.1858899079702692
"Beta(2,2)",0.5,0.0499997232432935,132,2800,0.7,Bardenet--Maillard EBS,0.03928886912312057,As published,3.294600406351976
"Beta(2,2)",0.5,0.0499997232432935,132,2800,0.7,Shekhar--Ramdas AS-CI,0.062092557570718354,As published,5.206822440291045
"Beta(2,2)",0.5,0.0499997232432935,132,3200,0.8,Bridge-efficient betting,0.009348596632480555,Deterministic Markov,1.0264108725384524
"Beta(2,2)",0.5,0.0499997232432935,132,3200,0.8,Bridge-efficient betting,0.009155851416289607,Uniformly randomized Markov,1.0052487887192822
"Beta(2,2)",0.5,0.0499997232432935,132,3200,0.8,WSR running intersection,0.012164436280727442,Deterministic Markov,1.3355704762637624
"Beta(2,2)",0.5,0.0499997232432935,132,3200,0.8,WSR running intersection,0.01212879233062264,Uniformly randomized Markov,1.3316570185153902
"Beta(2,2)",0.5,0.0499997232432935,132,3200,0.8,Bardenet--Maillard EBS,0.03235765755005082,As published,3.5526456884294486
"Beta(2,2)",0.5,0.0499997232432935,132,3200,0.8,Shekhar--Ramdas AS-CI,0.046662510303977556,As published,5.123219002682727
"Beta(2,2)",0.5,0.0499997232432935,132,3600,0.9,Bridge-efficient betting,0.0061783311888573555,Deterministic Markov,1.0175066733043905
"Beta(2,2)",0.5,0.0499997232432935,132,3600,0.9,Bridge-efficient betting,0.005874494649469986,Uniformly randomized Markov,0.9674679659301524
"Beta(2,2)",0.5,0.0499997232432935,132,3600,0.9,WSR running intersection,0.008980123233050141,Deterministic Markov,1.4789325850973376
"Beta(2,2)",0.5,0.0499997232432935,132,3600,0.9,WSR running intersection,0.007983448822051153,Uniformly randomized Markov,1.314790710325042
"Beta(2,2)",0.5,0.0499997232432935,132,3600,0.9,Bardenet--Maillard EBS,0.025823769716281975,As published,4.252905390306908
"Beta(2,2)",0.5,0.0499997232432935,132,3600,0.9,Shekhar--Ramdas AS-CI,0.029971350196245528,As published,4.935968613599481
"Beta(2,2)",0.5,0.0499997232432935,133,400,0.1,Bridge-efficient betting,0.06134404046461006,Deterministic Markov,1.1225248126111458
"Beta(2,2)",0.5,0.0499997232432935,133,400,0.1,Bridge-efficient betting,0.05665163230150938,Uniformly randomized Markov,1.036659184033609
"Beta(2,2)",0.5,0.0499997232432935,133,400,0.1,WSR running intersection,0.06771990275010464,Deterministic Markov,1.239195699677808
"Beta(2,2)",0.5,0.0499997232432935,133,400,0.1,WSR running intersection,0.06499145077541463,Uniformly randomized Markov,1.1892681921577524
"Beta(2,2)",0.5,0.0499997232432935,133,400,0.1,Bardenet--Maillard EBS,0.23345657586208635,As published,4.271984647369511
"Beta(2,2)",0.5,0.0499997232432935,133,400,0.1,Shekhar--Ramdas AS-CI,0.2945421847884455,As published,5.389780462479828
"Beta(2,2)",0.5,0.0499997232432935,133,1200,0.3,Bridge-efficient betting,0.02933694273233406,Deterministic Markov,1.054317188894829
"Beta(2,2)",0.5,0.0499997232432935,133,1200,0.3,Bridge-efficient betting,0.02847166964784248,Uniformly randomized Markov,1.0232208236603546
"Beta(2,2)",0.5,0.0499997232432935,133,1200,0.3,WSR running intersection,0.03414857955649464,Deterministic Markov,1.2272388002814365
"Beta(2,2)",0.5,0.0499997232432935,133,1200,0.3,WSR running intersection,0.033120296988636,Uniformly randomized Markov,1.1902841661116195
"Beta(2,2)",0.5,0.0499997232432935,133,1200,0.3,Bardenet--Maillard EBS,0.09171110342507549,As published,3.2959328323942096
"Beta(2,2)",0.5,0.0499997232432935,133,1200,0.3,Shekhar--Ramdas AS-CI,0.14896939068219894,As published,5.353693145479842
"Beta(2,2)",0.5,0.0499997232432935,133,2000,0.5,Bridge-efficient betting,0.01877300813794136,Deterministic Markov,1.030572845344974
"Beta(2,2)",0.5,0.0499997232432935,133,2000,0.5,Bridge-efficient betting,0.01851533865556121,Uniformly randomized Markov,1.016427687058999
"Beta(2,2)",0.5,0.0499997232432935,133,2000,0.5,WSR running intersection,0.022769073490053415,Deterministic Markov,1.2499429329649432
"Beta(2,2)",0.5,0.0499997232432935,133,2000,0.5,WSR running intersection,0.02168299676850438,Uniformly randomized Markov,1.1903210988419612
"Beta(2,2)",0.5,0.0499997232432935,133,2000,0.5,Bardenet--Maillard EBS,0.057107808552492145,As published,3.135020041482375
"Beta(2,2)",0.5,0.0499997232432935,133,2000,0.5,Shekhar--Ramdas AS-CI,0.09691029912349985,As published,5.32003832188664
"Beta(2,2)",0.5,0.0499997232432935,133,2800,0.7,Bridge-efficient betting,0.012169302999973208,Deterministic Markov,1.0204669033127827
"Beta(2,2)",0.5,0.0499997232432935,133,2800,0.7,Bridge-efficient betting,0.011717461701482468,Uniformly randomized Markov,0.9825773799226026
"Beta(2,2)",0.5,0.0499997232432935,133,2800,0.7,WSR running intersection,0.015290487930179064,Deterministic Markov,1.2821964305010451
"Beta(2,2)",0.5,0.0499997232432935,133,2800,0.7,WSR running intersection,0.012656415347010008,Uniformly randomized Markov,1.0613141094631398
"Beta(2,2)",0.5,0.0499997232432935,133,2800,0.7,Bardenet--Maillard EBS,0.03916003891529857,As published,3.2837972434075122
"Beta(2,2)",0.5,0.0499997232432935,133,2800,0.7,Shekhar--Ramdas AS-CI,0.062145367021635034,As published,5.2112508201943735
"Beta(2,2)",0.5,0.0499997232432935,133,3200,0.8,Bridge-efficient betting,0.010172094590961633,Deterministic Markov,1.1168252193465593
"Beta(2,2)",0.5,0.0499997232432935,133,3200,0.8,Bridge-efficient betting,0.009402713365852744,Uniformly randomized Markov,1.0323525133753766
"Beta(2,2)",0.5,0.0499997232432935,133,3200,0.8,WSR running intersection,0.012508983165025689,Deterministic Markov,1.3733993271646845
"Beta(2,2)",0.5,0.0499997232432935,133,3200,0.8,WSR running intersection,0.012374911829829083,Uniformly randomized Markov,1.3586792272875086
"Beta(2,2)",0.5,0.0499997232432935,133,3200,0.8,Bardenet--Maillard EBS,0.03240396159358411,As published,3.5577295502745443
"Beta(2,2)",0.5,0.0499997232432935,133,3200,0.8,Shekhar--Ramdas AS-CI,0.04662932912840523,As published,5.119575940444624
"Beta(2,2)",0.5,0.0499997232432935,133,3600,0.9,Bridge-efficient betting,0.0061933740042150465,Deterministic Markov,1.0199840680156582
"Beta(2,2)",0.5,0.0499997232432935,133,3600,0.9,Bridge-efficient betting,0.006123656593263194,Uniformly randomized Markov,1.0085023379625735
"Beta(2,2)",0.5,0.0499997232432935,133,3600,0.9,WSR running intersection,0.009395769611001192,Deterministic Markov,1.5473852061000344
"Beta(2,2)",0.5,0.0499997232432935,133,3600,0.9,WSR running intersection,0.009089385438710407,Uniformly randomized Markov,1.4969269301722312
"Beta(2,2)",0.5,0.0499997232432935,133,3600,0.9,Bardenet--Maillard EBS,0.02585347032742441,As published,4.257796771023622
"Beta(2,2)",0.5,0.0499997232432935,133,3600,0.9,Shekhar--Ramdas AS-CI,0.02997271275887997,As published,4.936193013446457
"Beta(2,2)",0.5,0.0499997232432935,134,400,0.1,Bridge-efficient betting,0.05860326793044812,Deterministic Markov,1.0723718531383375
"Beta(2,2)",0.5,0.0499997232432935,134,400,0.1,Bridge-efficient betting,0.0574271829798817,Uniformly randomized Markov,1.0508508622034316
"Beta(2,2)",0.5,0.0499997232432935,134,400,0.1,WSR running intersection,0.06391376182436931,Deterministic Markov,1.1695477339247613
"Beta(2,2)",0.5,0.0499997232432935,134,400,0.1,WSR running intersection,0.06391376182436931,Uniformly randomized Markov,1.1695477339247613
"Beta(2,2)",0.5,0.0499997232432935,134,400,0.1,Bardenet--Maillard EBS,0.23488804639617028,As published,4.298178898365383
"Beta(2,2)",0.5,0.0499997232432935,134,400,0.1,Shekhar--Ramdas AS-CI,0.29258965289738686,As published,5.354051392817514
"Beta(2,2)",0.5,0.0499997232432935,134,1200,0.3,Bridge-efficient betting,0.02937837587669473,Deterministic Markov,1.0558062219098905
"Beta(2,2)",0.5,0.0499997232432935,134,1200,0.3,Bridge-efficient betting,0.028924469929188512,Uniformly randomized Markov,1.039493654954168
"Beta(2,2)",0.5,0.0499997232432935,134,1200,0.3,WSR running intersection,0.03553606411442167,Deterministic Markov,1.27710251076059
"Beta(2,2)",0.5,0.0499997232432935,134,1200,0.3,WSR running intersection,0.032401732634753044,Uniformly randomized Markov,1.1644602499476862
"Beta(2,2)",0.5,0.0499997232432935,134,1200,0.3,Bardenet--Maillard EBS,0.0925207568751848,As published,3.325030327565627
"Beta(2,2)",0.5,0.0499997232432935,134,1200,0.3,Shekhar--Ramdas AS-CI,0.1489214995347835,As published,5.351972023399171
"Beta(2,2)",0.5,0.0499997232432935,134,2000,0.5,Bridge-efficient betting,0.018795732874423265,Deterministic Markov,1.031820354330417
"Beta(2,2)",0.5,0.0499997232432935,134,2000,0.5,Bridge-efficient betting,0.018267236649990082,Uniformly randomized Markov,1.0028077499696164
"Beta(2,2)",0.5,0.0499997232432935,134,2000,0.5,WSR running intersection,0.023020568303763866,Deterministic Markov,1.2637491234193785
"Beta(2,2)",0.5,0.0499997232432935,134,2000,0.5,WSR running intersection,0.02235109033063054,Uniformly randomized Markov,1.2269971114563423
"Beta(2,2)",0.5,0.0499997232432935,134,2000,0.5,Bardenet--Maillard EBS,0.057223800215037146,As published,3.1413875802820677
"Beta(2,2)",0.5,0.0499997232432935,134,2000,0.5,Shekhar--Ramdas AS-CI,0.0969633295070138,As published,5.322949505476726
"Beta(2,2)",0.5,0.0499997232432935,134,2800,0.7,Bridge-efficient betting,0.012099836580455214,Deterministic Markov,1.0146417396193559
"Beta(2,2)",0.5,0.0499997232432935,134,2800,0.7,Bridge-efficient betting,0.011959320399910156,Uniformly randomized Markov,1.002858639829132
"Beta(2,2)",0.5,0.0499997232432935,134,2800,0.7,WSR running intersection,0.01572883101180189,Deterministic Markov,1.3189540498234678
"Beta(2,2)",0.5,0.0499997232432935,134,2800,0.7,WSR running intersection,0.014436370041221447,Uniformly randomized Markov,1.2105736730423355
"Beta(2,2)",0.5,0.0499997232432935,134,2800,0.7,Bardenet--Maillard EBS,0.03927981709650369,As published,3.2938413412214214
"Beta(2,2)",0.5,0.0499997232432935,134,2800,0.7,Shekhar--Ramdas AS-CI,0.062212053410514556,As published,5.216842862134093
"Beta(2,2)",0.5,0.0499997232432935,134,3200,0.8,Bridge-efficient betting,0.009324103221297064,Deterministic Markov,1.023721666389912
"Beta(2,2)",0.5,0.0499997232432935,134,3200,0.8,Bridge-efficient betting,0.009160868078470052,Uniformly randomized Markov,1.0057995833260334
"Beta(2,2)",0.5,0.0499997232432935,134,3200,0.8,WSR running intersection,0.012143820896744484,Deterministic Markov,1.333307050522604
"Beta(2,2)",0.5,0.0499997232432935,134,3200,0.8,WSR running intersection,0.011549842171370783,Uniformly randomized Markov,1.2680923187561388
"Beta(2,2)",0.5,0.0499997232432935,134,3200,0.8,Bardenet--Maillard EBS,0.032427249730055285,As published,3.560286425644707
"Beta(2,2)",0.5,0.0499997232432935,134,3200,0.8,Shekhar--Ramdas AS-CI,0.04661043690457595,As published,5.117501705700402
"Beta(2,2)",0.5,0.0499997232432935,134,3600,0.9,Bridge-efficient betting,0.006417607516050361,Deterministic Markov,1.0569129874433505
"Beta(2,2)",0.5,0.0499997232432935,134,3600,0.9,Bridge-efficient betting,0.006064845062792257,Uniformly randomized Markov,0.9988166926172176
"Beta(2,2)",0.5,0.0499997232432935,134,3600,0.9,WSR running intersection,0.009334889240562694,Deterministic Markov,1.5373588444012418
"Beta(2,2)",0.5,0.0499997232432935,134,3600,0.9,WSR running intersection,0.008627768792211832,Uniformly randomized Markov,1.4209034856589626
"Beta(2,2)",0.5,0.0499997232432935,134,3600,0.9,Bardenet--Maillard EBS,0.025879999229766526,As published,4.262165804399046
"Beta(2,2)",0.5,0.0499997232432935,134,3600,0.9,Shekhar--Ramdas AS-CI,0.03002068836381805,As published,4.944094094934019
"Beta(2,2)",0.5,0.0499997232432935,135,400,0.1,Bridge-efficient betting,0.0583935761824248,Deterministic Markov,1.0685347372853022
"Beta(2,2)",0.5,0.0499997232432935,135,400,0.1,Bridge-efficient betting,0.05572373298928135,Uniformly randomized Markov,1.019679702511167
"Beta(2,2)",0.5,0.0499997232432935,135,400,0.1,WSR running intersection,0.06213689055293803,Deterministic Markov,1.1370330499246388
"Beta(2,2)",0.5,0.0499997232432935,135,400,0.1,WSR running intersection,0.06213689055293803,Uniformly randomized Markov,1.1370330499246388
"Beta(2,2)",0.5,0.0499997232432935,135,400,0.1,Bardenet--Maillard EBS,0.232353001256488,As published,4.251790511672395
"Beta(2,2)",0.5,0.0499997232432935,135,400,0.1,Shekhar--Ramdas AS-CI,0.2929714783897973,As published,5.361038356605226
"Beta(2,2)",0.5,0.0499997232432935,135,1200,0.3,Bridge-efficient betting,0.029248974472284417,Deterministic Markov,1.051155767151135
"Beta(2,2)",0.5,0.0499997232432935,135,1200,0.3,Bridge-efficient betting,0.027057819906622094,Uniformly randomized Markov,0.9724095957050903
"Beta(2,2)",0.5,0.0499997232432935,135,1200,0.3,WSR running intersection,0.029588385950774065,Deterministic Markov,1.063353607912689
"Beta(2,2)",0.5,0.0499997232432935,135,1200,0.3,WSR running intersection,0.024624155461787978,Uniformly randomized Markov,0.8849480534577854
"Beta(2,2)",0.5,0.0499997232432935,135,1200,0.3,Bardenet--Maillard EBS,0.09147375346067571,As published,3.287402899690129
"Beta(2,2)",0.5,0.0499997232432935,135,1200,0.3,Shekhar--Ramdas AS-CI,0.14802452339419836,As published,5.3197363070985375
"Beta(2,2)",0.5,0.0499997232432935,135,2000,0.5,Bridge-efficient betting,0.018661229871213325,Deterministic Markov,1.024436607319443
"Beta(2,2)",0.5,0.0499997232432935,135,2000,0.5,Bridge-efficient betting,0.01833261875435699,Uniformly randomized Markov,1.006397000069384
"Beta(2,2)",0.5,0.0499997232432935,135,2000,0.5,WSR running intersection,0.021872295066714176,Deterministic Markov,1.2007129169443969
"Beta(2,2)",0.5,0.0499997232432935,135,2000,0.5,WSR running intersection,0.020703874062746652,Uniformly randomized Markov,1.1365706681491172
"Beta(2,2)",0.5,0.0499997232432935,135,2000,0.5,Bardenet--Maillard EBS,0.05705267470301323,As published,3.1319933849276653
"Beta(2,2)",0.5,0.0499997232432935,135,2000,0.5,Shekhar--Ramdas AS-CI,0.09640991874279742,As published,5.292569179546415
"Beta(2,2)",0.5,0.0499997232432935,135,2800,0.7,Bridge-efficient betting,0.012487614993005935,Deterministic Markov,1.0471592170646995
"Beta(2,2)",0.5,0.0499997232432935,135,2800,0.7,Bridge-efficient betting,0.01227052062749856,Uniformly randomized Markov,1.0289545906455486
"Beta(2,2)",0.5,0.0499997232432935,135,2800,0.7,WSR running intersection,0.014891663286834889,Deterministic Markov,1.2487526622951626
"Beta(2,2)",0.5,0.0499997232432935,135,2800,0.7,WSR running intersection,0.014376145787537042,Uniformly randomized Markov,1.2055235187597293
"Beta(2,2)",0.5,0.0499997232432935,135,2800,0.7,Bardenet--Maillard EBS,0.03917374379597438,As published,3.284946477438709
"Beta(2,2)",0.5,0.0499997232432935,135,2800,0.7,Shekhar--Ramdas AS-CI,0.062062447771998264,As published,5.204297558376335
"Beta(2,2)",0.5,0.0499997232432935,135,3200,0.8,Bridge-efficient betting,0.009343908540904833,Deterministic Markov,1.025896152698251
"Beta(2,2)",0.5,0.0499997232432935,135,3200,0.8,Bridge-efficient betting,0.009037759713828808,Uniformly randomized Markov,0.9922831413470117
"Beta(2,2)",0.5,0.0499997232432935,135,3200,0.8,WSR running intersection,0.012613993510603994,Deterministic Markov,1.384928732557587
"Beta(2,2)",0.5,0.0499997232432935,135,3200,0.8,WSR running intersection,0.010726984962821151,Uniformly randomized Markov,1.1777483218328402
"Beta(2,2)",0.5,0.0499997232432935,135,3200,0.8,Bardenet--Maillard EBS,0.03237531271731958,As published,3.554584102969464
"Beta(2,2)",0.5,0.0499997232432935,135,3200,0.8,Shekhar--Ramdas AS-CI,0.04652620441114408,As published,5.108253563922726
"Beta(2,2)",0.5,0.0499997232432935,135,3600,0.9,Bridge-efficient betting,0.006338349264115251,Deterministic Markov,1.0438599804430362
"Beta(2,2)",0.5,0.0499997232432935,135,3600,0.9,Bridge-efficient betting,0.006250759400427186,Uniformly randomized Markov,1.0294348439309047
"Beta(2,2)",0.5,0.0499997232432935,135,3600,0.9,WSR running intersection,0.00941037489101304,Deterministic Markov,1.5497905433057084
"Beta(2,2)",0.5,0.0499997232432935,135,3600,0.9,WSR running intersection,0.008997401129454463,Uniformly randomized Markov,1.4817780743329692
"Beta(2,2)",0.5,0.0499997232432935,135,3600,0.9,Bardenet--Maillard EBS,0.025871780519511278,As published,4.260812268585726
"Beta(2,2)",0.5,0.0499997232432935,135,3600,0.9,Shekhar--Ramdas AS-CI,0.02996169774272417,As published,4.93437895523195
"Beta(2,2)",0.5,0.0499997232432935,136,400,0.1,Bridge-efficient betting,0.057909660413861364,Deterministic Markov,1.0596796398167938
"Beta(2,2)",0.5,0.0499997232432935,136,400,0.1,Bridge-efficient betting,0.05353030795231495,Uniformly randomized Markov,0.9795425675922866
"Beta(2,2)",0.5,0.0499997232432935,136,400,0.1,WSR running intersection,0.06597704105079183,Deterministic Markov,1.2073033514136449
"Beta(2,2)",0.5,0.0499997232432935,136,400,0.1,WSR running intersection,0.05728784725070013,Uniformly randomized Markov,1.0483011799179975
"Beta(2,2)",0.5,0.0499997232432935,136,400,0.1,Bardenet--Maillard EBS,0.2327209910064374,As published,4.258524297415495
"Beta(2,2)",0.5,0.0499997232432935,136,400,0.1,Shekhar--Ramdas AS-CI,0.2960720678338269,As published,5.417775548323977
"Beta(2,2)",0.5,0.0499997232432935,136,1200,0.3,Bridge-efficient betting,0.0286291318945584,Deterministic Markov,1.0288797348437486
"Beta(2,2)",0.5,0.0499997232432935,136,1200,0.3,Bridge-efficient betting,0.027108445204794218,Uniformly randomized Markov,0.9742289782679833
"Beta(2,2)",0.5,0.0499997232432935,136,1200,0.3,WSR running intersection,0.03254616223275658,Deterministic Markov,1.1696507910735843
"Beta(2,2)",0.5,0.0499997232432935,136,1200,0.3,WSR running intersection,0.024985328223556258,Uniformly randomized Markov,0.897927955773006
"Beta(2,2)",0.5,0.0499997232432935,136,1200,0.3,Bardenet--Maillard EBS,0.09181531226222583,As published,3.299677911397321
"Beta(2,2)",0.5,0.0499997232432935,136,1200,0.3,Shekhar--Ramdas AS-CI,0.1495678369742836,As published,5.375200233595054
"Beta(2,2)",0.5,0.0499997232432935,136,2000,0.5,Bridge-efficient betting,0.018645765725523344,Deterministic Markov,1.023587679512698
"Beta(2,2)",0.5,0.0499997232432935,136,2000,0.5,Bridge-efficient betting,0.018543910700827948,Uniformly randomized Markov,1.0179961929570154
"Beta(2,2)",0.5,0.0499997232432935,136,2000,0.5,WSR running intersection,0.022670682519674412,Deterministic Markov,1.2445416109416063
"Beta(2,2)",0.5,0.0499997232432935,136,2000,0.5,WSR running intersection,0.022147608920931927,Uniformly randomized Markov,1.2158266898687606
"Beta(2,2)",0.5,0.0499997232432935,136,2000,0.5,Bardenet--Maillard EBS,0.05705918995476161,As published,3.1323510495855156
"Beta(2,2)",0.5,0.0499997232432935,136,2000,0.5,Shekhar--Ramdas AS-CI,0.0967966868935568,As published,5.313801405659999
"Beta(2,2)",0.5,0.0499997232432935,136,2800,0.7,Bridge-efficient betting,0.012231047730892841,Deterministic Markov,1.0256445584634168
"Beta(2,2)",0.5,0.0499997232432935,136,2800,0.7,Bridge-efficient betting,0.011881901230663128,Uniformly randomized Markov,0.996366591771923
"Beta(2,2)",0.5,0.0499997232432935,136,2800,0.7,WSR running intersection,0.015482765715569335,Deterministic Markov,1.2983200422011962
"Beta(2,2)",0.5,0.0499997232432935,136,2800,0.7,WSR running intersection,0.014656376559287365,Uniformly randomized Markov,1.2290225004073743
"Beta(2,2)",0.5,0.0499997232432935,136,2800,0.7,Bardenet--Maillard EBS,0.03920243541799412,As published,3.28735243698081
"Beta(2,2)",0.5,0.0499997232432935,136,2800,0.7,Shekhar--Ramdas AS-CI,0.0623294040432294,As published,5.226683395874486
"Beta(2,2)",0.5,0.0499997232432935,136,3200,0.8,Bridge-efficient betting,0.009558513574302208,Deterministic Markov,1.049458292369058
"Beta(2,2)",0.5,0.0499997232432935,136,3200,0.8,Bridge-efficient betting,0.009229445271194181,Uniformly randomized Markov,1.0133288819991257
"Beta(2,2)",0.5,0.0499997232432935,136,3200,0.8,WSR running intersection,0.012672250159084797,Deterministic Markov,1.3913249072722598
"Beta(2,2)",0.5,0.0499997232432935,136,3200,0.8,WSR running intersection,0.011506487615406513,Uniformly randomized Markov,1.2633322901266872
"Beta(2,2)",0.5,0.0499997232432935,136,3200,0.8,Bardenet--Maillard EBS,0.032433836234018465,As published,3.5610095779578934
"Beta(2,2)",0.5,0.0499997232432935,136,3200,0.8,Shekhar--Ramdas AS-CI,0.04667368402320937,As published,5.124445799319388
"Beta(2,2)",0.5,0.0499997232432935,136,3600,0.9,Bridge-efficient betting,0.006520512048155069,Deterministic Markov,1.0738602900286578
"Beta(2,2)",0.5,0.0499997232432935,136,3600,0.9,Bridge-efficient betting,0.006266486458480158,Uniformly randomized Markov,1.032024926273723
"Beta(2,2)",0.5,0.0499997232432935,136,3600,0.9,WSR running intersection,0.009444322716444353,Deterministic Markov,1.5553813958943217
"Beta(2,2)",0.5,0.0499997232432935,136,3600,0.9,WSR running intersection,0.009086583368480339,Uniformly randomized Markov,1.4964654584461277
"Beta(2,2)",0.5,0.0499997232432935,136,3600,0.9,Bardenet--Maillard EBS,0.025903572179459156,As published,4.266048023219716
"Beta(2,2)",0.5,0.0499997232432935,136,3600,0.9,Shekhar--Ramdas AS-CI,0.030008556672847853,As published,4.9420961320305565
"Beta(2,2)",0.5,0.0499997232432935,137,400,0.1,Bridge-efficient betting,0.058134644944220715,Deterministic Markov,1.0637965958547277
"Beta(2,2)",0.5,0.0499997232432935,137,400,0.1,Bridge-efficient betting,0.056687241140753075,Uniformly randomized Markov,1.0373107845036234
"Beta(2,2)",0.5,0.0499997232432935,137,400,0.1,WSR running intersection,0.06881490871310225,Deterministic Markov,1.2592330391505984
"Beta(2,2)",0.5,0.0499997232432935,137,400,0.1,WSR running intersection,0.0669770213775337,Uniformly randomized Markov,1.2256018319243691
"Beta(2,2)",0.5,0.0499997232432935,137,400,0.1,Bardenet--Maillard EBS,0.23340741679060195,As published,4.27108509336087
"Beta(2,2)",0.5,0.0499997232432935,137,400,0.1,Shekhar--Ramdas AS-CI,0.29189938507772495,As published,5.341420292077344
"Beta(2,2)",0.5,0.0499997232432935,137,1200,0.3,Bridge-efficient betting,0.028743095044046374,Deterministic Markov,1.0329753663654795
