distribution,population_mean,population_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Uniform(0,1)",0.5,0.08333325,4,650,0.65,Hedged-WoR,0.4919003236684798,0.5458345103654861,0.05393418669700634,2.0529685100955946
"Uniform(0,1)",0.5,0.08333325,4,800,0.8,Hedged-WoR,0.49204159238815304,0.5361179993438718,0.044076406955718794,2.462247343131031
"Uniform(0,1)",0.5,0.08333325,4,900,0.9,Hedged-WoR,0.4924061488628386,0.5282150876045224,0.03580893874168378,3.000600673926287
"Uniform(0,1)",0.5,0.08333325,4,950,0.95,Hedged-WoR,0.49433499221420263,0.5245883787117005,0.03025338649749787,3.683378033309387
"Uniform(0,1)",0.5,0.08333325,5,10,0.01,Stitched bridge-efficient,0.10477251487064361,0.7536815734415053,0.6489090585708617,1.8216365733950508
"Uniform(0,1)",0.5,0.08333325,5,20,0.02,Stitched bridge-efficient,0.2694406894607544,0.7095100490016937,0.4400693595409393,1.7559760525003882
"Uniform(0,1)",0.5,0.08333325,5,40,0.04,Stitched bridge-efficient,0.37271031411743166,0.66060515435791,0.28789484024047834,1.6414352590507855
"Uniform(0,1)",0.5,0.08333325,5,75,0.075,Stitched bridge-efficient,0.38029369810581215,0.5906301016545294,0.2103364035487173,1.6728989430027175
"Uniform(0,1)",0.5,0.08333325,5,125,0.125,Stitched bridge-efficient,0.41727271022367474,0.5781736308531761,0.16090092062950134,1.6986543147543316
"Uniform(0,1)",0.5,0.08333325,5,200,0.2,Stitched bridge-efficient,0.4189430808410646,0.5400644873962405,0.12112140655517589,1.6915561072525258
"Uniform(0,1)",0.5,0.08333325,5,350,0.35,Stitched bridge-efficient,0.45604185899734484,0.5336644276046754,0.07762256860733052,1.590965826885066
"Uniform(0,1)",0.5,0.08333325,5,500,0.5,Stitched bridge-efficient,0.4595767986469268,0.5191410612754821,0.0595642626285553,1.663723945897662
"Uniform(0,1)",0.5,0.08333325,5,650,0.65,Stitched bridge-efficient,0.4708724039011001,0.5156594353132248,0.0447870314121247,1.7047882017076526
"Uniform(0,1)",0.5,0.08333325,5,800,0.8,Stitched bridge-efficient,0.48391337334823636,0.5137249940605166,0.029811620712280273,1.6653713168359385
"Uniform(0,1)",0.5,0.08333325,5,900,0.9,Stitched bridge-efficient,0.4909694381771089,0.5108954139766696,0.01992597579956068,1.6696919404428368
"Uniform(0,1)",0.5,0.08333325,5,950,0.95,Stitched bridge-efficient,0.49313274275207547,0.5069370980157855,0.013804355263709989,1.680693133198609
"Uniform(0,1)",0.5,0.08333325,5,10,0.01,Hedged-WoR,0.2123885609416961,0.7311978812723158,0.5188093203306197,1.4564167660317553
"Uniform(0,1)",0.5,0.08333325,5,20,0.02,Hedged-WoR,0.30780774749946593,0.6795466295642851,0.3717388820648192,1.4833220276231536
"Uniform(0,1)",0.5,0.08333325,5,40,0.04,Hedged-WoR,0.38938944848632806,0.6431236747131346,0.2537342262268065,1.4466681827599146
"Uniform(0,1)",0.5,0.08333325,5,75,0.075,Hedged-WoR,0.4030996690130235,0.5867464969491957,0.18364682793617215,1.4606248807000572
"Uniform(0,1)",0.5,0.08333325,5,125,0.125,Hedged-WoR,0.428174578567028,0.5693514058189392,0.14117682725191116,1.4904242052597447
